country,name,percentage
IR,Балочи,1.0
ОМТС,Питкерн,100.0
ОПП,Рома,1.1
ПНГ,Английский,1.0
ФАЛК,Английский,100.0
B,Датч,56.0
Нл,Датч,100.0
,Английский,15.9
ГУАМ,Чаморро,22.2
ТМ,Туркмен,72.0
Норк,Корейский,100.0
B,Французский,32.0
МПК,Португальский,100.0
ПК,Пенджаби,48.0
ЛБ,Английский,20.0
Н,Норвежский,100.0
БГ,Болгарский,100.0
D,Немецкий,100.0
IR,Арабский,1.0
Кейм,Испанский,3.2
C,Испанский,100.0
БиГ,Сербо-хорватский,99.0
E,Баскский,2.0
И,Шведский,100.0
НИК,Испанский,100.0
Юзеф,Таджик,4.4
ОПП,Венгерский,3.8
IR,Курдский,9.0
ARM,Русский,2.0
ДН,Английский,7.0
МНП,Боснийцы,5.5
СПМИ,Французский,100.0
ВАФА,Уоллисский,58.9
CO,Испанский,100.0
CH,Итальянский,12.0
ИУ,Исландский,100.0
Юзеф,узбекский,74.3
E,Каталонский,17.0
МНП,Черногория,22.0
АМСА,Английский,2.9
ПА,Английский,14.0
AZ,Русский,3.0
ХОНКС,Китайцы,95.6
АГ,Английский,100.0
ТМ,Русский,12.0
РШМ,Итальянский,100.0
RCH,Испанский,100.0
SLB,Английский,1.0
Юзеф,Русский,14.2
НМИС,Другие языки тихоокеанских островов,9.5
,Папиаменто,65.4
ПК,Пушту,8.0
ОПП,Сербский,88.3
ПК,Хиндко,2.0
B,Немецкий,1.0
Р,Русский,100.0
NEP,Непали,100.0
ГУАМ,Языки Филиппина,22.2
ГЭ,грузины,71.0
E,Галициан,7.0
MK,Турецкий,3.0
