File,Row,Column,Length_Orig,Length_Trans,Diff_%,Original,Translated
master.csv,25,lastname,6,20,233.3,Buynak,&quot; Буйнак &quot;
master.csv,67,namenick,12,39,225.0,The Wee Scot,"""Мой шотландский шотландский шотландец"""
master.csv,224,lastname,5,27,440.0,Stock,Товарно-материальные запасы
master.csv,326,namenick,6,20,233.3,Gunner,Огнестрельное оружие
master.csv,486,birthcity,7,27,285.7,Airdrie,Воздушно-воздушные аппараты
awardsplayers.csv,36,note,6,24,300.0,shared,Совместное использование
awardsplayers.csv,38,note,6,24,300.0,shared,Совместное использование
awardsplayers.csv,58,note,6,24,300.0,shared,Совместное использование
awardsplayers.csv,74,note,6,24,300.0,shared,Совместное использование
awardsplayers.csv,89,note,6,24,300.0,shared,Совместное использование
awardsplayers.csv,129,note,6,24,300.0,shared,Совместное использование
awardsplayers.csv,154,note,6,24,300.0,shared,Совместное использование
awardsplayers.csv,156,note,6,24,300.0,shared,Совместное использование
awardsplayers.csv,172,note,6,24,300.0,shared,Совместное использование
awardsplayers.csv,201,note,6,24,300.0,shared,Совместное использование
awardsplayers.csv,202,note,6,24,300.0,shared,Совместное использование
awardsplayers.csv,223,note,6,24,300.0,shared,Совместное использование
awardsplayers.csv,244,note,6,24,300.0,shared,Совместное использование
awardsplayers.csv,371,note,6,24,300.0,shared,Совместное использование
awardsplayers.csv,407,note,6,24,300.0,shared,Совместное использование
awardsplayers.csv,449,note,6,24,300.0,shared,Совместное использование
awardsplayers.csv,499,note,6,24,300.0,shared,Совместное использование
awardsplayers.csv,520,note,6,24,300.0,shared,Совместное использование
hof.csv,135,name,9,29,222.2,Al Leader,&lt; &lt; Аль-Лидер &gt; &gt;
