provider_no,provider_name,street,city,state_prov,mail_code,country,phone_no,issue_dt,expr_dt,region_no,provider_code
19,Prov. Boston Sa, , ,,,,,1999-10-13T10:41:18,2000-10-12T10:41:18,9,
29,Prov. Computer, , ,,,,,1999-10-13T10:41:18,2000-10-12T10:41:18,7,
30,Prov. Computer, , ,,,,,1999-10-13T10:41:18,2000-10-12T10:41:18,9,
33,Prov. Driven Ma, , ,,,,,1999-10-13T10:41:18,2000-10-12T10:41:18,9,
37,Prov. Driven Qu, , ,,,,,1999-10-13T10:41:18,2000-10-12T10:41:18,7,
38,Prov. Driven Re, , ,,,,,1999-10-13T10:41:18,2000-10-12T10:41:18,8,
41,Prov. Expert Ke, , ,,,,,1999-10-13T10:41:18,2000-10-12T10:41:18,7,
43,Prov. Expert Ma, , ,,,,,1999-10-13T10:41:18,2000-10-12T10:41:18,8,
46,Prov. Expert Pe, , ,,,,,1999-10-13T10:41:18,2000-10-12T10:41:18,7,
50,Prov. Expert Tr, , ,,,,,1999-10-13T10:41:19,2000-10-12T10:41:19,8,
53,Prov. Famous Ma, , ,,,,,1999-10-13T10:41:19,2000-10-12T10:41:19,9,
54,Prov. Famous Ne, , ,,,,,1999-10-13T10:41:19,2000-10-12T10:41:19,5,
70,Prov. Giant Tra, , ,,,,,1999-10-13T10:41:19,2000-10-12T10:41:19,9,
93,Prov. Just Mach, , ,,,,,1999-10-13T10:41:19,2000-10-12T10:41:19,9,
131,Prov. Driven Ke, , ,,,,,1999-10-13T10:41:19,2000-10-12T10:41:19,9,
143,Prov. Expert Ma, , ,,,,,1999-10-13T10:41:20,2000-10-12T10:41:20,9,
149,Prov. Expert Sa, , ,,,,,1999-10-13T10:41:20,2000-10-12T10:41:20,9,
170,Prov. Giant Tra, , ,,,,,1999-10-13T10:41:20,2000-10-12T10:41:20,9,
177,Prov. Humble Qu, , ,,,,,1999-10-13T10:41:20,2000-10-12T10:41:20,7,
182,Prov. Imperial, , ,,,,,1999-10-13T10:41:20,2000-10-12T10:41:20,8,
194,Prov. Just Need, , ,,,,,1999-10-13T10:41:20,2000-10-12T10:41:20,7,
199,Prov. Just Sail, , ,,,,,1999-10-13T10:41:20,2000-10-12T10:41:20,9,
205,Prov. Apex Oper, , ,,,,,1999-10-13T10:41:20,2000-10-12T10:41:20,9,
230,Prov. Computer, , ,,,,,1999-10-13T10:41:21,2000-10-12T10:41:21,3,
237,Prov. Driven Qu, , ,,,,,1999-10-13T10:41:21,2000-10-12T10:41:21,7,
242,Prov. Expert Li, , ,,,,,1999-10-13T10:41:21,2000-10-12T10:41:21,5,
282,Prov. Imperial, , ,,,,,1999-10-13T10:41:21,2000-10-12T10:41:21,9,
284,Prov. Imperial, , ,,,,,1999-10-13T10:41:21,2000-10-12T10:41:21,9,
287,Prov. Imperial, , ,,,,,1999-10-13T10:41:21,2000-10-12T10:41:21,8,
289,Prov. Imperial, , ,,,,,1999-10-13T10:41:21,2000-10-12T10:41:21,9,
299,Prov. Just Sail, , ,,,,,1999-10-13T10:41:21,2000-10-12T10:41:21,9,
303,Prov. Apex Mach, , ,,,,,1999-10-13T10:41:21,2000-10-12T10:41:21,8,
309,Prov. Apex Sail, , ,,,,,1999-10-13T10:41:22,2000-10-12T10:41:22,9,
317,Prov. Boston Qu, , ,,,,,1999-10-13T10:41:22,2000-10-12T10:41:22,7,
336,Prov. Driven Pe, , ,,,,,1999-10-13T10:41:22,2000-10-12T10:41:22,6,
343,Prov. Expert Ma, , ,,,,,1999-10-13T10:41:22,2000-10-12T10:41:22,9,
345,Prov. Expert Op, , ,,,,,1999-10-13T10:41:22,2000-10-12T10:41:22,7,
354,Prov. Famous Ne, , ,,,,,1999-10-13T10:41:22,2000-10-12T10:41:22,6,
359,Prov. Famous Sa, , ,,,,,1999-10-13T10:41:22,2000-10-12T10:41:22,7,
364,Prov. Giant Nee, , ,,,,,1999-10-13T10:41:22,2000-10-12T10:41:22,9,
369,Prov. Giant Sai, , ,,,,,1999-10-13T10:41:22,2000-10-12T10:41:22,9,
381,Prov. Imperial, , ,,,,,1999-10-13T10:41:22,2000-10-12T10:41:22,7,
395,Prov. Just Oper, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,7,
405,Prov. Apex Oper, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,6,
415,Prov. Boston Op, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,9,
421,Prov. Computer, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,8,
423,Prov. Computer, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,6,
424,Prov. Computer, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,4,
426,Prov. Computer, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,7,
434,Prov. Driven Ne, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,8,
452,Prov. Famous Li, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,9,
483,Prov. Imperial, , ,,,,,1999-10-13T10:41:24,2000-10-12T10:41:24,9,
