corp_no,corp_name,street,city,state_prov,country,mail_code,phone_no,expr_dt,region_no,corp_code
1,Corp. Apex Key StonesInc., , ,,,,,2004-10-12T10:41:26,3,
7,Corp. Apex QuestsInc., , ,,,,,2004-10-12T10:41:26,8,
8,"Корпорация ""Апекс Ресторанс Инс"".", , ,,,,,2004-10-12T10:41:26,1,
14,Компания &quot; Бостон идлворд инк. &quot; ., , ,,,,,2004-10-12T10:41:26,6,
22,Компьютерный свет., , ,,,,,2004-10-12T10:41:26,1,
28,Компьютерные рестораны Inc., , ,,,,,2004-10-12T10:41:26,8,
34,Корп. Ведущий иглл-рабочий Inc., , ,,,,,2004-10-12T10:41:26,1,
39,"Корпорация ""Корпайн Сэйлз Макейерс Инч"".", , ,,,,,2004-10-12T10:41:26,7,
58,Известный ресторанный инк., , ,,,,,2004-10-12T10:41:26,3,
59,Известная компания &quot; Sail MakersInc &quot; ., , ,,,,,2004-10-12T10:41:26,7,
72,Компьютерная компания Small LightingInc., , ,,,,,2004-10-12T10:41:26,4,
78,Корп. Скромные рестораны Inc., , ,,,,,2004-10-12T10:41:26,8,
79,Корпоративная компания Summble Sail MakersInc., , ,,,,,2004-10-12T10:41:26,8,
80,Корп. Скромный транзитный канал., , ,,,,,2004-10-12T10:41:26,6,
83,Компания &quot; Империал механик Инч &quot; ., , ,,,,,2004-10-12T10:41:26,1,
93,"Корп. ""Просто машиностроение"".", , ,,,,,2004-10-12T10:41:26,4,
95,Просто опера Инч., , ,,,,,2004-10-12T10:41:26,2,
99,"""Корп."" ""Просто ""Майкл мейкерс Инк"".", , ,,,,,2004-10-12T10:41:26,5,
102,Компания Apex LightingCo., , ,,,,,2004-10-12T10:41:26,5,
106,Компания &quot; Апекс петролеумКо &quot; ., , ,,,,,2004-10-12T10:41:26,2,
109,Corp. Apex SailMakersCo., , ,,,,,2004-10-12T10:41:26,1,
132,Корпоративная компания LightingCo., , ,,,,,2004-10-12T10:41:26,8,
146,Компания &lt; &lt; Нефтяная компания &gt; &gt; ., , ,,,,,2004-10-12T10:41:26,5,
164,Корпорация Gigant NidleworkCo., , ,,,,,2004-10-12T10:41:26,8,
169,Корпорация Gigant SailMakersCo., , ,,,,,2004-10-12T10:41:26,4,
170,Gigant Transit Co., , ,,,,,2004-10-12T10:41:26,3,
171,Corp. Humble Key StonesCo., , ,,,,,2004-10-12T10:41:26,5,
172,Компьютерная компания Summble LightingCo., , ,,,,,2004-10-12T10:41:26,5,
179,Корпоративная компания Summble SailMakersCo., , ,,,,,2004-10-12T10:41:26,8,
183,Компания &quot; Империал механикКо &quot; ., , ,,,,,2004-10-12T10:41:26,7,
192,Просто LightingCo., , ,,,,,2004-10-12T10:41:26,7,
