title_id,title,type,pub_id,price,advance,royalty,ytd_sales,notes,pubdate
BU1032,Умный Глава: Гид по базам данных,бизнес,1389,19.99,5000.0,10.0,4095.0,Обзор доступных систем баз данных с акцентом на общие бизнес-приложения. Иллюстрированный.,1991-06-12 00:00:00
MC3021,Гурмет-микроволновая печь,mod_cook,877,2.99,15000.0,24.0,22246.0,"Традиционные французские изысканные рецепты, адаптированные для современного микроволнового приготовления.",1991-06-18 00:00:00
PC1035,Но является ли это пользовательским?,Популярный конкурс,1389,22.95,7000.0,16.0,8780.0,"Опрос программного обеспечения для новичков, с упором на «дружелюбность» каждого из них.",30.06.1991 г.
PS7777,Эмоциональная безопасность: новый алгоритм,психология,736,7.99,4000.0,10.0,3336.0,Защита себя и своих близких от излишнего эмоционального напряжения в современном мире. Использование компьютера и пищевых добавок подчеркивается.,1991-06-12 00:00:00
PS2106,Жизнь без страха,психология,736,7.0,6000.0,10.0,111.0,"Новые упражнения, медитации и пищевые приемы, которые могут снизить шок от повседневных взаимодействий. Популярная аудитория. Вменюемые меню включены, видео упражнений доступно отдельно.",1991-10-05 00:00:00
TC3218,"Лук, чеснок и луковица: кулинарные секреты Средиземноморья",Трад-кук,877,20.95,7000.0,10.0,375.0,"Изображения в ярких цветах в этой книге делают ее прекрасным подарком для друга, интересующегося кулинарией.",1991-10-21 00:00:00
TC4203,Пятьдесят лет в кухнях Букингемского дворца,Трад-кук,877,11.95,4000.0,14.0,15096.0,"Более анекдотов от любимого повара королевы, рассказывающих о жизни среди английской королевской семьи. Рецепты, техники, трогательные заметки.",1991-06-12 00:00:00
PC9999,Интернет Этикет,Популярный конкурс,1389,,,,,Необходимая для компьютерной конференции чтение.,2014-11-07 10:39:37
PC8888,Тайны Силиконовой долины,Популярный конкурс,1389,20.0,8000.0,10.0,4095.0,Разоблачительная журналистика о крупнейших в мире производителях компьютерного оборудования и программного обеспечения.,12.06.1994 г.
PS2091,Гнев — враг?,психология,736,10.95,2275.0,12.0,2045.0,Тщательно исследованное изучение влияния сильных эмоций на организм. Включены таблицы метаболических процессов.,1991-06-15 00:00:00
MC3026,Психология компьютерного приготовления пищи,недecided,877,,,,,,2014-11-07 10:39:37
BU1111,Программирование на компьютере: скрытые балансовые отчеты,бизнес,1389,11.95,5000.0,10.0,3876.0,Советы по эффективному использованию электронных ресурсов.,1991-06-09 00:00:00
PS1372,Компьютерно-фобические и не-компьютерно-фобические личности: вариации поведения,психология,877,21.59,7000.0,10.0,375.0,"Всё необходимо для специалиста, эта книга изучает разницу между теми, кто ненавидит и боится компьютеров, и теми, кто не ненавидит и не боится компьютеров.",1991-10-21 00:00:00
PS3333,Продолжительное отсутствие данных: Четыре примеры случаев,психология,736,19.99,2000.0,10.0,4072.0,"Что происходит, когда данные заканчиваются? Поиск оценок последствий нехватки информации.",1991-06-12 00:00:00
TC7777,"Суши, кто есть?",Трад-кук,877,14.99,8000.0,10.0,4095.0,Детальные инструкции по приготовлению настоящего японского салата в вашем свободное время.,1991-06-12 00:00:00
MC2222,Гастрономические изыски Кремниевой долины,mod_cook,877,19.99,0.0,12.0,2032.0,"Любимые рецепты быстрых, простых и элегантных блюд.",1991-06-09 00:00:00
BU7832,Прямолинейный разговор о компьютерах,бизнес,1389,19.99,5000.0,10.0,4095.0,"Аннотированный анализ того, что могут сделать компьютеры для вас: руководство для критически настроенного пользователя без излишеств.",1991-06-22 00:00:00
BU2075,Вы можете бороться со стрессом от компьютера!,бизнес,736,2.99,10125.0,24.0,18722.0,Последние медицинские и психологические техники для работы с электронным офисом. Простые объяснения.,30.06.1991 г.
