hofid,yearid,votedby,ballots,needed,votes,inducted,category
brownmo01h,1938,ББВАА,262.0,197.0,54.0,Н,Игрок
medwijo01h,1958,ББВАА,266.0,200.0,50.0,Н,Игрок
hoopeha01h,1948,ББВАА,121.0,91.0,2.0,Н,Игрок
stephri01h,1958,ББВАА,266.0,200.0,1.0,Н,Игрок
larsedo01h,1980,ББВАА,385.0,289.0,31.0,Н,Игрок
gossari01h,2007,ББВАА,545.0,409.0,388.0,Н,Игрок
hodgegi01h,1981,ББВАА,401.0,301.0,241.0,Н,Игрок
wilsoha01h,1952,ББВАА,234.0,176.0,21.0,Н,Игрок
piazzmi01h,2013,ББВАА,569.0,427.0,329.0,Н,Игрок
trillma01h,1995,ББВАА,460.0,345.0,0.0,Н,Игрок
grimebu01h,1948,ББВАА,121.0,91.0,7.0,Н,Игрок
allendi01h,1989,ББВАА,447.0,336.0,35.0,Н,Игрок
harribu01h,1960,ББВАА,269.0,202.0,31.0,Н,Менеджер
foxne01h,1983,ББВАА,374.0,281.0,173.0,Н,Игрок
cuyleki01h,1955,ББВАА,251.0,189.0,35.0,Н,Игрок
flanami01h,1998,ББВАА,473.0,355.0,2.0,Н,Игрок
peckiro01h,1942,ББВАА,233.0,175.0,2.0,Н,Игрок
hodgegi01h,1980,ББВАА,385.0,289.0,230.0,Н,Игрок
camildo01h,1948,ББВАА,121.0,91.0,1.0,Н,Игрок
gossari01h,2002,ББВАА,472.0,354.0,203.0,Н,Игрок
hernake01h,2003,ББВАА,496.0,372.0,30.0,Н,Игрок
marioma01h,1968,ББВАА,283.0,213.0,89.0,Н,Игрок
burnsge01h,1950,ББВАА,168.0,126.0,2.0,Н,Игрок
grimsro02h,1988,ББВАА,427.0,321.0,0.0,Н,Игрок
lombaer01h,1950,ББВАА,168.0,126.0,3.0,Н,Игрок
roepr01h,1971,ББВАА,360.0,270.0,3.0,Н,Игрок
scottev01h,1942,ББВАА,233.0,175.0,1.0,Н,Игрок
huggimi01h,1945,ББВАА,247.0,186.0,133.0,Н,Менеджер
francjo01h,2011,ББВАА,581.0,436.0,27.0,Н,Игрок
griffcl01h,1942,ББВАА,233.0,175.0,71.0,Н,Пионер/Исполнительный
wanerll01h,1949,ББВАА,153.0,115.0,3.0,Н,Игрок
comisch01h,1936,Ветераны,78.0,59.0,6.0,Н,Игрок
bondsbo01h,1997,ББВАА,473.0,353.0,20.0,Н,Игрок
minosmi01h,1993,ББВАА,423.0,318.0,67.0,Н,Игрок
newhoha01h,1966,ББВАА,302.0,227.0,32.0,Н,Игрок
mazerbi01h,1986,ББВАА,425.0,319.0,100.0,Н,Игрок
ferrewe01h,1948,ББВАА,121.0,91.0,1.0,Н,Игрок
bresnro01h,1945,ББВАА,247.0,186.0,133.0,Н,Игрок
garvest01h,2005,ББВАА,516.0,387.0,106.0,Н,Игрок
boyercl02h,1978,ББВАА,379.0,285.0,1.0,Н,Игрок
fieldce01h,2004,ББВАА,506.0,380.0,1.0,Н,Игрок
wrighgl01h,1953,ББВАА,264.0,198.0,3.0,Н,Игрок
griffcl01h,1937,ББВАА,201.0,151.0,4.0,Н,Пионер/Исполнительный
hermabi01h,1948,ББВАА,121.0,91.0,1.0,Н,Игрок
cronijo01h,1954,ББВАА,252.0,189.0,85.0,Н,Игрок
griffke01h,1997,ББВАА,473.0,353.0,22.0,Н,Игрок
ellioju01h,1958,ББВАА,266.0,200.0,1.0,Н,Игрок
shockur01h,1948,ББВАА,121.0,91.0,1.0,Н,Игрок
shockur01h,1939,ББВАА,274.0,206.0,1.0,Н,Игрок
walshed01h,1945,ББВАА,247.0,186.0,137.0,Н,Игрок
slaugen01h,1969,ББВАА,340.0,255.0,128.0,Н,Игрок
yawketo99h,1980,Ветераны,,,,Y,Пионер/Исполнительный
carribi02h,1939,ББВАА,274.0,206.0,2.0,Н,Игрок
galvipu01h,1965,Ветераны,,,,Y,Игрок
snidedu01h,1972,ББВАА,396.0,297.0,84.0,Н,Игрок
walkedi02h,1969,ББВАА,340.0,255.0,9.0,Н,Игрок
benchjo01h,1989,ББВАА,447.0,336.0,431.0,Y,Игрок
schoere01h,1979,ББВАА,432.0,324.0,159.0,Н,Игрок
shockur01h,1938,ББВАА,262.0,197.0,1.0,Н,Игрок
lazzeto01h,1958,ББВАА,266.0,200.0,80.0,Н,Игрок
floodcu01h,1977,ББВАА,383.0,288.0,16.0,Н,Игрок
bunniji01h,1983,ББВАА,374.0,281.0,138.0,Н,Игрок
flickel01h,1938,ББВАА,262.0,197.0,1.0,Н,Игрок
stanked01h,1960,ББВАА,269.0,202.0,3.0,Н,Игрок
fisheed02h,1979,ББВАА,432.0,324.0,0.0,Н,Игрок
shockur01h,1949,ББВАА,153.0,115.0,2.0,Н,Игрок
hoernjo01h,1983,ББВАА,374.0,281.0,0.0,Н,Игрок
randowi01h,1998,ББВАА,473.0,355.0,5.0,Н,Игрок
sherdbi01h,1960,ББВАА,269.0,202.0,2.0,Н,Игрок
howarfr01h,1979,ББВАА,432.0,324.0,6.0,Н,Игрок
milancl01h,1938,ББВАА,262.0,197.0,1.0,Н,Игрок
hoopeha01h,1937,ББВАА,201.0,151.0,6.0,Н,Игрок
gowdyha01h,1955,ББВАА,251.0,189.0,90.0,Н,Игрок
heilmha01h,1939,ББВАА,274.0,206.0,8.0,Н,Игрок
raineti01h,2008,ББВАА,543.0,408.0,132.0,Н,Игрок
schalra01h,1946,Выдвижение кандидатур,202.0,,36.0,Н,Игрок
ruelmu01h,1951,ББВАА,226.0,170.0,1.0,Н,Игрок
wallabo01h,1953,Ветераны,,,,Y,Игрок
meusebo01h,1945,ББВАА,247.0,186.0,1.0,Н,Игрок
altroni01h,1953,ББВАА,264.0,198.0,1.0,Н,Игрок
combsea01h,1970,Ветераны,,,,Y,Игрок
mcmilro01h,1972,ББВАА,396.0,297.0,9.0,Н,Игрок
gelbech01h,1949,ББВАА,153.0,115.0,2.0,Н,Игрок
sherdbi01h,1958,ББВАА,266.0,200.0,2.0,Н,Игрок
schoere01h,1978,ББВАА,379.0,285.0,130.0,Н,Игрок
vandejo01h,1960,ББВАА,269.0,202.0,31.0,Н,Игрок
facero01h,1981,ББВАА,401.0,301.0,23.0,Н,Игрок
gehrich01h,1945,ББВАА,247.0,186.0,10.0,Н,Игрок
roushed01h,1946,Выдвижение кандидатур,202.0,,11.0,Н,Игрок
coopewa01h,1969,ББВАА,340.0,255.0,5.0,Н,Игрок
kaatji01h,1990,ББВАА,444.0,333.0,79.0,Н,Игрок
dimagdo01h,1968,ББВАА,283.0,213.0,8.0,Н,Игрок
milancl01h,1950,ББВАА,168.0,126.0,1.0,Н,Игрок
coopemo01h,1956,ББВАА,193.0,145.0,2.0,Н,Игрок
mageesh01h,1937,ББВАА,201.0,151.0,2.0,Н,Игрок
kerrdi01h,1954,ББВАА,252.0,189.0,13.0,Н,Игрок
seguida01h,2010,ББВАА,539.0,405.0,1.0,Н,Игрок
durocle01h,1949,ББВАА,153.0,115.0,1.0,Н,Игрок
lyonste01h,1950,ББВАА,168.0,126.0,42.0,Н,Игрок
newsobo01h,1962,ББВАА,160.0,120.0,3.0,Н,Игрок
klingjo01h,1938,ББВАА,262.0,197.0,26.0,Н,Игрок
kinerra01h,1966,ББВАА,302.0,227.0,74.0,Н,Игрок
nehfar01h,1955,ББВАА,251.0,189.0,7.0,Н,Игрок
gomezle01h,1960,ББВАА,269.0,202.0,51.0,Н,Игрок
nichoki01h,1936,Ветераны,78.0,59.0,3.0,Н,Игрок
mcnalda01h,1982,ББВАА,415.0,312.0,5.0,Н,Игрок
whiteea01h,1960,ББВАА,269.0,202.0,3.0,Н,Игрок
willibi01h,1984,ББВАА,403.0,303.0,202.0,Н,Игрок
willsma01h,1991,ББВАА,443.0,333.0,61.0,Н,Игрок
bushjo01h,1958,ББВАА,266.0,200.0,5.0,Н,Игрок
doerrbo01h,1962,ББВАА,160.0,120.0,10.0,Н,Игрок
wheatza01h,1947,ББВАА,161.0,121.0,37.0,Н,Игрок
wilsoji01h,1956,ББВАА,193.0,145.0,17.0,Н,Игрок
thomsbo01h,1968,ББВАА,283.0,213.0,13.0,Н,Игрок
willicy01h,1938,ББВАА,262.0,197.0,1.0,Н,Игрок
vanslan01h,2001,ББВАА,515.0,387.0,0.0,Н,Игрок
hartnga01h,1936,ББВАА,226.0,170.0,0.0,Н,Игрок
cavarph01h,1969,ББВАА,340.0,255.0,37.0,Н,Игрок
vaughar01h,1962,ББВАА,160.0,120.0,6.0,Н,Игрок
bishoma01h,1960,ББВАА,269.0,202.0,5.0,Н,Игрок
luzingr01h,1990,ББВАА,444.0,333.0,1.0,Н,Игрок
rizzuph01h,1972,ББВАА,396.0,297.0,103.0,Н,Игрок
boonebr01h,2011,ББВАА,581.0,436.0,1.0,Н,Игрок
smithle02h,2011,ББВАА,581.0,436.0,263.0,Н,Игрок
lemonbo01h,1969,ББВАА,340.0,255.0,56.0,Н,Игрок
greenha01h,1945,ББВАА,247.0,186.0,3.0,Н,Игрок
ruelmu01h,1960,ББВАА,269.0,202.0,9.0,Н,Игрок
kleinch01h,1956,ББВАА,193.0,145.0,44.0,Н,Игрок
marioma01h,1964,ББВАА,201.0,151.0,50.0,Н,Игрок
bendech01h,1938,ББВАА,262.0,197.0,33.0,Н,Игрок
newhoha01h,1971,ББВАА,360.0,270.0,94.0,Н,Игрок
haineje01h,1948,ББВАА,121.0,91.0,2.0,Н,Игрок
kuennha01h,1987,ББВАА,413.0,310.0,144.0,Н,Игрок
gibsobo01h,1981,ББВАА,401.0,301.0,337.0,Y,Игрок
lucasre01h,1950,ББВАА,168.0,126.0,1.0,Н,Игрок
powervi01h,1971,ББВАА,360.0,270.0,2.0,Н,Игрок
lowebo01h,1942,ББВАА,233.0,175.0,1.0,Н,Игрок
mcgrajo01h,1936,Ветераны,78.0,59.0,17.0,Н,Игрок
luquedo01h,1937,ББВАА,201.0,151.0,1.0,Н,Игрок
allendi01h,1990,ББВАА,444.0,333.0,58.0,Н,Игрок
singebi01h,1983,ББВАА,374.0,281.0,0.0,Н,Игрок
tiantlu01h,1993,ББВАА,423.0,318.0,62.0,Н,Игрок
crossla01h,1942,ББВАА,233.0,175.0,1.0,Н,Игрок
willibi01h,1983,ББВАА,374.0,281.0,153.0,Н,Игрок
kellech01h,1969,ББВАА,340.0,255.0,14.0,Н,Игрок
whitewi01h,1975,ББВАА,362.0,272.0,7.0,Н,Игрок
brownga01h,1981,ББВАА,401.0,301.0,1.0,Н,Игрок
wittwh01h,1949,ББВАА,153.0,115.0,1.0,Н,Игрок
burgesm01h,1974,ББВАА,365.0,274.0,2.0,Н,Игрок
clarkja01h,1998,ББВАА,473.0,355.0,7.0,Н,Игрок
seweljo01h,1977,Ветераны,,,,Y,Игрок
earnsge01h,1955,ББВАА,251.0,189.0,2.0,Н,Игрок
ageeto01h,1979,ББВАА,432.0,324.0,0.0,Н,Игрок
parkeda01h,2004,ББВАА,506.0,380.0,53.0,Н,Игрок
wheatza01h,1952,ББВАА,234.0,176.0,30.0,Н,Игрок
donovbi01h,1937,ББВАА,201.0,151.0,3.0,Н,Игрок
tiantlu01h,1995,ББВАА,460.0,345.0,45.0,Н,Игрок
kerrdi01h,1945,ББВАА,247.0,186.0,1.0,Н,Игрок
darkal01h,1971,ББВАА,360.0,270.0,54.0,Н,Игрок
cepedor01h,1987,ББВАА,413.0,310.0,179.0,Н,Игрок
sislege01h,1937,ББВАА,201.0,151.0,106.0,Н,Игрок
brownmo01h,1946,Выдвижение кандидатур,202.0,,56.0,Н,Игрок
kerrdi01h,1949,ББВАА,153.0,115.0,1.0,Н,Игрок
minosmi01h,1998,ББВАА,473.0,355.0,76.0,Н,Игрок
planked01h,1937,ББВАА,201.0,151.0,23.0,Н,Игрок
warnelo01h,1949,ББВАА,153.0,115.0,2.0,Н,Игрок
rixeyep01h,1960,ББВАА,269.0,202.0,142.0,Н,Игрок
minosmi01h,1989,ББВАА,447.0,336.0,59.0,Н,Игрок
willibi01h,1982,ББВАА,415.0,312.0,97.0,Н,Игрок
rickebr01h,1942,ББВАА,233.0,175.0,3.0,Н,Пионер/Исполнительный
groteje01h,1987,ББВАА,413.0,310.0,0.0,Н,Игрок
raschvi01h,1972,ББВАА,396.0,297.0,4.0,Н,Игрок
stephri01h,1956,ББВАА,193.0,145.0,2.0,Н,Игрок
burdele01h,1978,ББВАА,379.0,285.0,76.0,Н,Игрок
chancfr01h,1946,Окончательное голосование,263.0,198.0,150.0,Н,Игрок
bakerfr01h,1937,ББВАА,201.0,151.0,13.0,Н,Игрок
garvest01h,2002,ББВАА,472.0,354.0,134.0,Н,Игрок
youngro01h,1948,ББВАА,121.0,91.0,19.0,Н,Игрок
mccarjo99h,1947,ББВАА,161.0,121.0,2.0,Н,Менеджер
mattido01h,2010,ББВАА,539.0,405.0,87.0,Н,Игрок
bladera01h,1960,ББВАА,269.0,202.0,1.0,Н,Игрок
kuhnbo99h,2008,Ветераны,,,,Y,Пионер/Исполнительный
combsea01h,1956,ББВАА,193.0,145.0,14.0,Н,Игрок
thomsbo01h,1979,ББВАА,432.0,324.0,11.0,Н,Игрок
hubbeca01h,1945,ББВАА,247.0,186.0,24.0,Н,Игрок
malonji01h,1979,ББВАА,432.0,324.0,2.0,Н,Игрок
scottev01h,1951,ББВАА,226.0,170.0,2.0,Н,Игрок
niekrph01h,1993,ББВАА,423.0,318.0,278.0,Н,Игрок
pafkoan01h,1967,ББВАА,292.0,219.0,1.0,Н,Игрок
larsedo01h,1983,ББВАА,374.0,281.0,22.0,Н,Игрок
santoro01h,1994,ББВАА,456.0,342.0,150.0,Н,Игрок
trammal01h,2005,ББВАА,516.0,387.0,87.0,Н,Игрок
hoytwa01h,1948,ББВАА,121.0,91.0,7.0,Н,Игрок
chancfr01h,1936,ББВАА,226.0,170.0,5.0,Н,Игрок
loberha01h,1938,ББВАА,262.0,197.0,1.0,Н,Игрок
crigelo01h,1936,ББВАА,226.0,170.0,7.0,Н,Игрок
sundbji01h,1995,ББВАА,460.0,345.0,1.0,Н,Игрок
willicy01h,1950,ББВАА,168.0,126.0,9.0,Н,Игрок
cavarph01h,1968,ББВАА,283.0,213.0,23.0,Н,Игрок
hargrbu01h,1947,ББВАА,161.0,121.0,1.0,Н,Игрок
coninje01h,2013,ББВАА,569.0,427.0,0.0,Н,Игрок
bentola01h,1958,ББВАА,266.0,200.0,1.0,Н,Игрок
casege01h,1960,ББВАА,269.0,202.0,1.0,Н,Игрок
erskica01h,1969,ББВАА,340.0,255.0,4.0,Н,Игрок
houttar01h,1964,ББВАА,201.0,151.0,2.0,Н,Игрок
donlimi01h,1938,ББВАА,262.0,197.0,5.0,Н,Игрок
rommeed01h,1960,ББВАА,269.0,202.0,12.0,Н,Игрок
morrija02h,2002,ББВАА,472.0,354.0,97.0,Н,Игрок
wertzvi01h,1971,ББВАА,360.0,270.0,2.0,Н,Игрок
bondsbo01h,1989,ББВАА,447.0,336.0,29.0,Н,Игрок
coopewa01h,1971,ББВАА,360.0,270.0,7.0,Н,Игрок
ferrewe01h,1962,ББВАА,160.0,120.0,1.0,Н,Игрок
schilcu01h,2013,ББВАА,569.0,427.0,221.0,Н,Игрок
gleaski01h,1939,ББВАА,274.0,206.0,1.0,Н,Игрок
virdobi01h,1974,ББВАА,365.0,274.0,3.0,Н,Игрок
bunniji01h,1986,ББВАА,425.0,319.0,279.0,Н,Игрок
newsobo01h,1971,ББВАА,360.0,270.0,17.0,Н,Игрок
grimmch01h,1949,ББВАА,153.0,115.0,10.0,Н,Игрок
schoere01h,1980,ББВАА,385.0,289.0,164.0,Н,Игрок
perezto01h,1992,ББВАА,430.0,323.0,215.0,Н,Игрок
facero01h,1980,ББВАА,385.0,289.0,21.0,Н,Игрок
derripa01h,1958,ББВАА,266.0,200.0,15.0,Н,Игрок
burkeje01h,1945,ББВАА,247.0,186.0,2.0,Н,Игрок
ruffire01h,1950,ББВАА,168.0,126.0,12.0,Н,Игрок
kleinch01h,1955,ББВАА,251.0,189.0,25.0,Н,Игрок
