playerid,usefirst,firstname,middlename,lastname,namegiven,fullgivenname,namesuffix,namenick,pos,firstseason,lastseason,height,weight,college,collegeother,birthdate,birthcity,birthstate,birthcountry,highschool,hscity,hsstate,hscountry,deathdate,race
hillgr01,Грант,Грант,Henry,Гора,,,,,"Я готова к переводу. Пожалуйста, предоставьте текст для перевода.",0.0,0.0,80.0,225.0,Дюк,,1972-10-05,Даллас,ТХ,США,Южные озера,Рестон,Да,США,0000-00-00,Добро пожаловать! Как я могу вам помочь?
laettch01,Христиан,Христиан,Donald,Леттнер,,,,,Ф-С,0.0,0.0,83.0,235.0,Дюк,,1969-08-17,Ангола,НЮ,США,Школа Ничолса,Баффало,НЮ,США,0000-00-00,"Добро пожаловать в Чатбот-Сервис! Я готов помочь вам с переводом текста с английского на русский язык. Пожалуйста, предоставьте текст, который вы хотите перевести."
lewismi01,Майк,Майкл,J.,Луи,,,,Майк,С-Ф,0.0,0.0,80.0,225.0,Дюк,,1946-03-18,Миссула,"Да, я могу помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",США,Миссула,Миссула,"Да, я могу помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",США,0000-00-00,"Добро пожаловать в Чатбот-Сервис! Я готов помочь вам с переводом текста с английского на русский язык. Пожалуйста, предоставьте текст, который вы хотите перевести."
marinja01,Джек,Джон,Warren,Марин,,,,Джек,Ф-Г,0.0,0.0,78.5,200.0,Дюк,,1944-10-12,Шэрон,ПА,США,Фэрелл,Фэрелл,ПА,США,0000-00-00,"Добро пожаловать в Чатбот-Сервис! Я готов помочь вам с переводом текста с английского на русский язык. Пожалуйста, предоставьте текст, который вы хотите перевести."
vergabo01,Боб,Роберт,Bruce,Вергу,,,,Боб,Здравствуйте! Как я могу Вам помочь?,0.0,0.0,72.0,180.0,Дюк,,1945-09-07,Нептун,НГ,США,Святой Розы,Бельмар,НГ,США,0000-00-00,"Добро пожаловать в Чатбот-Сервис! Я готов помочь вам с переводом текста с английского на русский язык. Пожалуйста, предоставьте текст, который вы хотите перевести."
menceer01,,Эрв,,Мэнсел,,,,,Здравствуйте! Как я могу Вам помочь?,0.0,0.0,72.0,170.0,Южный,,0000-00-00,,,,,,,,0000-00-00,"Добро пожаловать в Чатбот-Сервис! Я готов помочь вам с переводом текста с английского на русский язык. Пожалуйста, предоставьте текст, который вы хотите перевести."
palmeer01,Эрол,Эрол,,Пальмер,,,,,"Я готова к переводу. Пожалуйста, предоставьте текст для перевода.",0.0,0.0,77.0,195.0,Депу́л,,0000-00-00,,,,Хэран,Чикаго,ЙЛ,США,0000-00-00,Добро пожаловать! Как я могу вам помочь?
anslemi01,Майкл,Майкл,Antonio,Анслей,,,,,"Я готова к переводу. Пожалуйста, предоставьте текст для перевода.",0.0,0.0,79.0,225.0,Алабама,,1967-02-08,Бирмингем,АЛ,США,Джексон-Олин,Бирмингем,АЛ,США,0000-00-00,Добро пожаловать! Как я могу вам помочь?
loughke01,Кевин,Кевин,Michael,Лоугери,,,,Мурф,Здравствуйте! Как я могу Вам помочь?,0.0,0.0,75.0,190.0,Сент-Джонс (Нью-Йорк),Бостонский колледж,1940-03-28,Бруклин,НЮ,США,Кардинал Хейс,Брукс,НЮ,США,0000-00-00,"Добро пожаловать в Чатбот-Сервис! Я готов помочь вам с переводом текста с английского на русский язык. Пожалуйста, предоставьте текст, который вы хотите перевести."
buckwbu01,Буки,Буки,,Бэквиллер,,,,,,0.0,0.0,0.0,0.0,,,0000-00-00,,,,,,,,0000-00-00,
wilcoto01,,Антон,,Уилкокс,,,,Тони,Даже,0.0,0.0,80.0,200.0,Виттенберг,,0000-00-00,,,,Восток,Кливленд,ОХ,США,0000-00-00,Добро пожаловать! Как я могу вам помочь?
moncrsi01,Сидней,Сидней,Alvin,Монкрифф,,,,"Квадратная морская мордашка, сэр Сид",Здравствуйте! Как я могу Вам помочь?,0.0,0.0,75.0,180.0,Арканзас,,1957-09-21,Малый Рок,АЯ,США,Зал,Малый Рок,АЯ,США,0000-00-00,Добро пожаловать! Как я могу вам помочь?
nagodja01,,Якоб,,Нагоде,,,,Джейк,Ф-Г,0.0,0.0,74.0,170.0,Северо-Западный,,1915-07-11,,,,Ваукеган,Ваукеган,ЙЛ,США,0000-00-00,"Добро пожаловать в Чатбот-Сервис! Я готов помочь вам с переводом текста с английского на русский язык. Пожалуйста, предоставьте текст, который вы хотите перевести."
presspa01,Пол,Пол,Matthew,Пресси,,,,Пресс,Г-Ф,0.0,0.0,77.0,185.0,Тулса,Западный Техас,1958-12-24,Ричмонд,Да,США,Джордж Уайет,Ричмонд,Да,США,0000-00-00,Добро пожаловать! Как я могу вам помочь?
lujacal01,Ал,Алоизий,R.,Луцак,,,,Ал,"Я готова к переводу. Пожалуйста, предоставьте текст для перевода.",0.0,0.0,75.0,220.0,Джорджтаун,,1920-10-05,Коннеллсвилл,ПА,США,Коннеллсвилл,Коннеллсвилл,ПА,США,2002-12-26,"Добро пожаловать в Чатбот-Сервис! Я готов помочь вам с переводом текста с английского на русский язык. Пожалуйста, предоставьте текст, который вы хотите перевести."
alexaco01,Кори,Кори,Lynn,Александр,,,,,Здравствуйте! Как я могу Вам помочь?,0.0,0.0,73.0,185.0,Вирджиния,,1973-06-22,Вэйнсборо,Да,США,Академия Оук Хилл,Уильямсон-плейн,Да,США,0000-00-00,Добро пожаловать! Как я могу вам помочь?
rosegl01,Глен,Глен,,Роза,,,,,,,,,,,,,,,,,,,,0000-00-00,
mcnamma01,Марк,Марк,Robert,Макнамара,,,,,С-Ф,0.0,0.0,83.0,235.0,Калифорния,Санта-Клара,1959-06-08,Сан-Хосе,Калифорния,США,Дел-Мар,Сан-Хосе,Калифорния,США,0000-00-00,"Добро пожаловать в Чатбот-Сервис! Я готов помочь вам с переводом текста с английского на русский язык. Пожалуйста, предоставьте текст, который вы хотите перевести."
rodmade01,Деннис,Деннис,Keith,Родман,,,,Слипа,"Я готова к переводу. Пожалуйста, предоставьте текст для перевода.",0.0,0.0,79.0,210.0,"Оклахома, США",Кукский округ ЮК,1961-05-13,Трентон,НГ,США,Южный Оук-Клайф (DNP),Даллас,ТХ,США,0000-00-00,Добро пожаловать! Как я могу вам помочь?
sandefr01,Франки,Франки,J.,Сандерс,,,,,Ф-Г,0.0,0.0,78.0,195.0,Южный,,1957-01-23,Деньтон,ОХ,США,Стиверсы,Деньтон,ОХ,США,0000-00-00,Добро пожаловать! Как я могу вам помочь?
pinonjo01,Джон,Джон,Gabriel,Пинооне,,,Jr.,,"Я готова к переводу. Пожалуйста, предоставьте текст для перевода.",0.0,0.0,80.0,230.0,Вилланова,,1961-02-19,Хартафорд,СИ,США,Южный католик,Хартафорд,СИ,США,0000-00-00,"Добро пожаловать в Чатбот-Сервис! Я готов помочь вам с переводом текста с английского на русский язык. Пожалуйста, предоставьте текст, который вы хотите перевести."
faircjo01,Джон,Джон,Russell,Фэйрчайлд,,,Jr.,,"Я готова к переводу. Пожалуйста, предоставьте текст для перевода.",0.0,0.0,79.5,205.0,Бригам Янг,Перпинский университет / Общий колледж Палос-Виста,1943-04-28,Энсинитас,Калифорния,США,Академия Сан-Диего-Хито,Энсинитас,Калифорния,США,0000-00-00,"Добро пожаловать в Чатбот-Сервис! Я готов помочь вам с переводом текста с английского на русский язык. Пожалуйста, предоставьте текст, который вы хотите перевести."
henrybi01,Билл,Уильям,Gambrell,Генри,,,,"Билл, Большой Билл",Даже,0.0,0.0,81.0,215.0,Рис,,1924-12-27,Даллас,ТХ,США,Высокий парк,Даллас,ТХ,США,0000-00-00,"Добро пожаловать в Чатбот-Сервис! Я готов помочь вам с переводом текста с английского на русский язык. Пожалуйста, предоставьте текст, который вы хотите перевести."
krystla01,Ларри,Ларри,Brett,Кристковьяк,,,,"Специальный К, Кристо",Ф-С,0.0,0.0,81.0,220.0,Монтана,,1964-09-23,Миссула,"Да, я могу помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",США,Большой sky,Миссула,"Да, я могу помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",США,0000-00-00,"Добро пожаловать в Чатбот-Сервис! Я готов помочь вам с переводом текста с английского на русский язык. Пожалуйста, предоставьте текст, который вы хотите перевести."
westbru01,Рассел,Рассел,,Вестбрук,,,,,Здравствуйте! Как я могу Вам помочь?,0.0,0.0,75.0,187.0,УЦЛА,,1988-11-12,Долгий пляж,Калифорния,США,Лейцзингер,Лоуделль,Калифорния,США,0000-00-00,Добро пожаловать! Как я могу вам помочь?
johnsra01,Ральф,Дэвид,Ralph,Джонсон,,,,Ральф Боаг,Здравствуйте! Как я могу Вам помочь?,0.0,0.0,71.0,170.0,Хантингтон,,1921-12-06,,,,Центр Союза,Хингтонский округ,В,США,2005-07-13,"Добро пожаловать в Чатбот-Сервис! Я готов помочь вам с переводом текста с английского на русский язык. Пожалуйста, предоставьте текст, который вы хотите перевести."
volkoal01,Александр,Александр,,Волков,,,,Саша,"Я готова к переводу. Пожалуйста, предоставьте текст для перевода.",0.0,0.0,81.0,218.0,Киевский институт,,1964-03-29,Омск,,САР,,,,,0000-00-00,"Добро пожаловать в Чатбот-Сервис! Я готов помочь вам с переводом текста с английского на русский язык. Пожалуйста, предоставьте текст, который вы хотите перевести."
kloppbo01,Боб,Боб,,Клоппенбург,,,,,,0.0,0.0,0.0,0.0,,,0000-00-00,,,,,,,,0000-00-00,
liberma01,Маркус,Маркус,,Свобода,,,,Документ,"Я готова к переводу. Пожалуйста, предоставьте текст для перевода.",0.0,0.0,80.0,205.0,Иллинойс,,1968-10-27,Чикаго,ЙЛ,США,Мартин Лютер Кинг,Чикаго,ЙЛ,США,0000-00-00,Добро пожаловать! Как я могу вам помочь?
driggna01,Наташа,Натан,Allen,Дриггеры,,,,Наташа,Здравствуйте! Как я могу Вам помочь?,0.0,0.0,77.0,215.0,Монtevелло,,1973-10-12,Чикаго,ЙЛ,США,Корлисс,Чикаго,ЙЛ,США,0000-00-00,Добро пожаловать! Как я могу вам помочь?
ganttfr01,,Фред,,Гантт,,,,,Ф-Г,0.0,0.0,75.0,170.0,Ричмонд,,0000-00-00,,,,,,,,0000-00-00,"Добро пожаловать в Чатбот-Сервис! Я готов помочь вам с переводом текста с английского на русский язык. Пожалуйста, предоставьте текст, который вы хотите перевести."
portmbo01,Боб,Роберт,M.,Портман,,,,Боб,"Я готова к переводу. Пожалуйста, предоставьте текст для перевода.",0.0,0.0,77.0,200.0,Крестон,,1947-03-22,Сан-Франциско,Калифорния,США,Святой Игнатий,Сан-Франциско,Калифорния,США,0000-00-00,"Добро пожаловать в Чатбот-Сервис! Я готов помочь вам с переводом текста с английского на русский язык. Пожалуйста, предоставьте текст, который вы хотите перевести."
rossqu01,Квентин,Квентин,Lenord,Росс,,,,,Здравствуйте! Как я могу Вам помочь?,0.0,0.0,78.0,193.0,Южно-Методский,,1981-04-30,Даллас,ТХ,США,Джастин Ф. Кимбалл,Даллас,ТХ,США,0000-00-00,Добро пожаловать! Как я могу вам помочь?
doziete01,Тери,Тери,Linnard,Дозьер,,,,,"Я готова к переводу. Пожалуйста, предоставьте текст для перевода.",0.0,0.0,81.0,210.0,Южная Каролина,,1966-06-29,Балтимор,МД,США,Дунбар,Балтимор,МД,США,0000-00-00,Добро пожаловать! Как я могу вам помочь?
tylerbj01,Б.Дж.,Брэндон,Joel,Тейлор,,,,Б.Дж.,Здравствуйте! Как я могу Вам помочь?,0.0,0.0,73.0,185.0,Техас,Депу́л,1971-04-30,Галвестон,ТХ,США,Линкольн,Порт-Артур,ТХ,США,0000-00-00,Добро пожаловать! Как я могу вам помочь?
mcrobjo01,Джош,Иоахим,Scott,МакРобертс,,,,Джош,"Я готова к переводу. Пожалуйста, предоставьте текст для перевода.",0.0,0.0,82.0,240.0,Дюк,,1987-02-28,Индианаполис,В,США,Кармел,Кармел,В,США,0000-00-00,"Добро пожаловать в Чатбот-Сервис! Я готов помочь вам с переводом текста с английского на русский язык. Пожалуйста, предоставьте текст, который вы хотите перевести."
greenwi01,Уилли,Уилли,J.,Зеленый,,,,,Здравствуйте! Как я могу Вам помочь?,0.0,0.0,76.0,200.0,Детройт Мери,,1981-07-28,Детройт,МI,США,Кули,Детройт,МI,США,0000-00-00,Добро пожаловать! Как я могу вам помочь?
