playerid,award,year,lgid,note,pos
cousybo01,Самый ценный игрок,1956,NBA,,
cambyma01,Защитная команда второй сборной,2004,NBA,,
malonka01,Ваша команда All-NBA первой сборной,1991,NBA,,"Я готова к переводу. Пожалуйста, предоставьте текст для перевода."
paytoga01,Вторая команда всех звезд НБА,1996,NBA,,Здравствуйте! Как я могу Вам помочь?
robinda01,Защитник года,1991,NBA,,
chanedo01,Защитная команда второй сборной,1976,NBA,,
princta01,Защитная команда второй сборной,2004,NBA,,
cheniph01,Вторая команда всех звезд НБА,1974,NBA,,Здравствуйте! Как я могу Вам помочь?
malonmo01,Защитная команда второй сборной,1978,NBA,,
phillan01,Вторая команда всех звезд НБА,1951,NBA,,
willibu01,Всеобъемлющая оборонительная команда первого состава,1990,NBA,,
isselda01,Вторая команда All-ABA,1973,ABA,,"Я готова к переводу. Пожалуйста, предоставьте текст для перевода."
colemde01,Третья команда All-NBA,1992,NBA,,"Я готова к переводу. Пожалуйста, предоставьте текст для перевода."
bayloel01,Ваша команда All-NBA первой сборной,1966,NBA,,"Я готова к переводу. Пожалуйста, предоставьте текст для перевода."
duckwke01,Самый прогрессирующий игрок,1987,NBA,,
princta01,Защитная команда второй сборной,2006,NBA,,
westbru01,Вторая команда всех звезд НБА,2010,NBA,,Здравствуйте! Как я могу Вам помочь?
rodmade01,Всеобъемлющая оборонительная команда первого состава,1994,NBA,,
jonesed02,Защитная команда второй сборной,1999,NBA,,
englial01,Вторая команда всех звезд НБА,1982,NBA,,"Я готова к переводу. Пожалуйста, предоставьте текст для перевода."
stockjo01,Третья команда All-NBA,1990,NBA,,Здравствуйте! Как я могу Вам помочь?
drexlcl01,Вторая команда всех звезд НБА,1990,NBA,,Здравствуйте! Как я могу Вам помочь?
westje01,Вторая команда всех звезд НБА,1967,NBA,,Здравствуйте! Как я могу Вам помочь?
johnsde01,Ваша команда All-NBA первой сборной,1980,NBA,,Здравствуйте! Как я могу Вам помочь?
mcgratr01,Третья команда All-NBA,2007,NBA,,Здравствуйте! Как я могу Вам помочь?
marbust01,Третья команда All-NBA,2002,NBA,,Здравствуйте! Как я могу Вам помочь?
whitejo01,Финальный игрок самого ценного игрока,1975,NBA,,
cambyma01,Всеобъемлющая оборонительная команда первого состава,2007,NBA,,Даже
cartevi01,Новичок года,1998,NBA,,
duncati01,Третья команда All-NBA,2009,NBA,,"Я готова к переводу. Пожалуйста, предоставьте текст для перевода."
curryst01,Присуждение за спортивное мастерство,2010,NBA,,
lovebo01,Вторая команда всех звезд НБА,1970,NBA,,"Я готова к переводу. Пожалуйста, предоставьте текст для перевода."
birdla01,Самый ценный игрок,1985,NBA,,
gilmoar01,Защитная команда всех звёзд,1972,ABA,,
terryja01,Шестой игрок года,2008,NBA,,
johnswe01,Все-новичок второй команды,2010,NBA,,Здравствуйте! Как я могу Вам помочь?
jamesle01,Ваша команда All-NBA первой сборной,2011,NBA,,"Я готова к переводу. Пожалуйста, предоставьте текст для перевода."
ellispe01,Самый прогрессирующий игрок,1991,NBA,,
artesro01,Всеобъемлющая оборонительная команда первого состава,2005,NBA,,
richmmi01,Вторая команда всех звезд НБА,1993,NBA,,Здравствуйте! Как я могу Вам помочь?
onealsh01,Ваша команда All-NBA первой сборной,2003,NBA,,Даже
duranke01,Ваша команда All-NBA первой сборной,2010,NBA,,"Я готова к переводу. Пожалуйста, предоставьте текст для перевода."
stockjo01,Вторая команда всех звезд НБА,1991,NBA,,Здравствуйте! Как я могу Вам помочь?
breweji01,Защитная команда второй сборной,1976,NBA,,
johnsma02,Финальный игрок самого ценного игрока,1979,NBA,,
farieke01,Все-новенькая первая команда,2011,NBA,,"Я готова к переводу. Пожалуйста, предоставьте текст для перевода."
francst01,Новичок года,1999,NBA,кисть,
evansty01,Новичок года,2009,NBA,,
allenra02,Вторая команда всех звезд НБА,2004,NBA,,Здравствуйте! Как я могу Вам помочь?
westppa01,Ваша команда All-NBA первой сборной,1976,NBA,,Здравствуйте! Как я могу Вам помочь?
birdla01,Новичок года,1979,NBA,,
duncati01,Всеобъемлющая оборонительная команда первого состава,2002,NBA,,
garmadi01,Вторая команда всех звезд НБА,1956,NBA,,Здравствуйте! Как я могу Вам помочь?
cousybo01,Ваша команда All-NBA первой сборной,1951,NBA,,
robbire01,Вторая команда All-ABA,1969,ABA,,Даже
wadedw01,Финальный игрок самого ценного игрока,2005,NBA,,
hollili01,Защитная команда второй сборной,1978,NBA,,
