id,draftyear,draftround,draftselection,draftoverall,tmid,firstname,lastname,suffixname,playerid,draftfrom,lgid
8,1967,0,0,0,ANA,Эдгар,Лацци,,lacyed01,УЦЛА,ABA
10,1967,0,0,0,ANA,Маколей,Укрепляющий,,,Сиэтл,ABA
18,1967,0,0,0,DNR,Ваугн,Харпер,,,Сиракузы,ABA
24,1967,0,0,0,DNR,Билл,Тёрнер,,turnebi01,Акра́н,ABA
33,1967,0,0,0,DLC,Дуейн,Гекман,,,Дикинсон,ABA
55,1967,0,0,0,INA,Жери,Джонс,,,Айова,ABA
56,1967,0,0,0,INA,Рон,Козлицкий,,kozliro01,Северо-Западный,ABA
64,1967,0,0,0,KEN,Уилли,Вольтеры,,,Бостонский колледж,ABA
72,1967,0,0,0,KEN,Джон,Сміт,,,Кент-Стейт,ABA
100,1967,0,0,0,NOB,Джордж,Картер,,cartege01,Сент-Бонифаций,ABA
108,1967,0,0,0,OAK,Ричи,Моур,,mooreri01,Хирам Скотт,ABA
116,1967,0,0,0,OAK,Билл,Морган,,,Новая Мексика,ABA
126,1967,0,0,0,PTP,Майк,Риордан,,riordmi01,Провиденс,ABA
131,1968,0,0,0,DNR,Вальтер,Пиатовский,,piatkwa01,Боулинг-Грин,ABA
132,1968,0,0,0,DNR,Билл,Хевитт,,hewitbi01,Южная Калифорния,ABA
135,1968,0,0,0,DNR,Чарли,Парки,,parksch01,Идахо-стейт,ABA
140,1968,0,0,0,DNR,Мелвин,Джонс,,,"Говернатор: Кайиус Р. Бентон

Столица: Атланта

Население: около 10,7 миллионов человек

Площадь: около 106 000 кв. миль

Флаг штата: содержит три полосы красного цвета с белым перекрестком посередине, на котором изображен белый лиловый цветок хризантемы",ABA
145,1968,0,0,0,DLC,Рич,Джонс,,jonesri01,Мемфис Стейт,ABA
164,1968,0,0,0,HSM,Аарон,Продавцы,,,Джексон-Стейт,ABA
168,1968,0,0,0,HSM,Майк,Северный лес,,,Алабама,ABA
177,1968,0,0,0,INA,Дон,Мэй,,maydo01,Деньтон,ABA
188,1968,0,0,0,INA,Том,Ниемер,,,Эвансвилл,ABA
189,1968,0,0,0,KEN,Уэйн,Чепман,,chapmwa01,Западный Кентукки,ABA
203,1968,0,0,0,KEN,Боб,Зоретич,,,Депу́л,ABA
207,1968,0,0,0,KEN,Добро,Вьєнандт,,,Вандервиль,ABA
244,1968,0,0,0,MNP,Сам,Уильямс,,willisa01,Айова,ABA
255,1968,0,0,0,NOB,Майк,Бутлер,,,Мемфис Стейт,ABA
263,1968,0,0,0,NOB,Дэйв,Уильямс,,,Миссисипи Стейт,ABA
283,1968,0,0,0,OAK,Боб,Кауфман,,kauffbo01,Гилфорд,ABA
301,1969,0,0,0,CAR,Джесси,Цена,,,Милликен,ABA
310,1969,0,0,0,DNR,Боб,Пресли,,,Калифорния,ABA
319,1969,0,0,0,DNR,Гарри,Зал,,,Уайоминг,ABA
344,1969,0,0,0,INA,Джим,Степсон,,,メイン州,ABA
353,1969,0,0,0,KEN,Дэн,Садлер,,,Деньтон,ABA
370,1969,0,0,0,MMF,Ларри,Пушек,,cannola01,Ласалл,ABA
399,1969,0,0,0,NOB,Джеймс,Уайтт,,,Северо-западная Луизиана,ABA
446,1970,0,0,0,DNR,Джим,Пеникс,,,Боулинг-Грин,ABA
463,1970,0,0,0,INA,"Извините, я не понимаю ваш запрос. Пожалуйста, уточните ваш вопрос или предоставьте дополнительную информацию для перевода.",Оливер,,,Стивен Ф. Остин,ABA
465,1970,0,0,0,INA,Рик,Эриксон,,,Вашингтон,ABA
469,1970,0,0,0,INA,Хейвард,Дотсон,,,Колумбия,ABA
474,1970,0,0,0,KEN,Пет,Перекресток,,crosspe01,Сан-Франциско,ABA
550,1970,0,0,0,UTS,Руди,Томич,,tomjaru01,Мичиган,ABA
556,1970,0,0,0,UTS,Кевин,Уилсон,,,Ашленд (Ко),ABA
561,1970,0,0,0,UTS,Лу,Маленький,,,Невада-Лас-Вегас,ABA
