coachid,year,tmid,lgid,stint,notes,g,w,l,t,postg,postw,postl,postt
lemaija01c,1997,NJD,NHL,1,,82,48,23,11,6,2,4,0
neilsro01c,1981,VAN,NHL,2,,5,4,0,1,17,11,6,0
irvindi01c,1935,TOR,NHL,1,,48,23,19,6,9,4,5,0
staplpa01c,1978,IND,WHA,1,,25,5,18,2,,,,
therrmi01c,2007,PIT,NHL,1,,82,47,27,8,20,14,6,0
gordosc01c,2009,NYI,NHL,1,,82,34,37,11,,,,
rossar01c,1944,BOS,NHL,1,,50,16,30,4,7,3,4,0
nealeha01c,1985,DET,NHL,1,,35,8,23,4,,,,
sutteda01c,1999,SJS,NHL,1,,82,35,37,10,12,5,7,0
suttedu01c,2000,FLO,NHL,2,,46,16,24,6,,,,
nolanch01c,1910,QU1,NHA,1,,16,4,12,0,,,,
cleghod01c,1928,PIP,NHL,1,,44,9,27,8,,,,
mckenke01c,1925,EDE,WCHL,1,,30,19,11,0,2,0,1,1
boudrbr01c,2007,WAS,NHL,2,,61,37,17,7,7,3,4,0
sherofr01c,1973,PHI,NHL,1,,78,50,16,12,17,12,5,0
muldope01c,1914,PO1,PCHA,1,,18,9,9,0,,,,
tortojo01c,2002,TBL,NHL,1,,82,36,30,16,11,5,6,0
odonoge01c,1922,TRS,NHL,1,,5,2,3,0,,,,
angotlo01c,1983,PIT,NHL,1,,80,16,58,6,,,,
constke01c,1995,SJS,NHL,1,,25,3,18,4,,,,
hannajo01c,1974,CLC,WHA,1,,33,14,18,1,,,,
demerja01c,1975,IND,WHA,2,,75,34,35,6,7,3,4,0
gerared01c,1925,MTM,NHL,1,,36,20,11,5,8,5,1,2
hitchke01c,2001,DAL,NHL,1,,50,23,21,6,,,,
henryca01c,1972,NRA,WHA,1,,77,32,43,2,,,,
sathegl01c,1982,EDM,NHL,1,,80,47,21,12,16,11,5,0
boilema01c,1975,PIT,NHL,1,,43,15,23,5,,,,
kellypa01c,1978,COR,NHL,1,,21,3,14,4,,,,
abelsi01c,1971,STL,NHL,1,,10,3,6,1,,,,
irvindi01c,1954,MTL,NHL,1,,70,41,18,11,12,7,5,0
glovefr01c,1971,CLF,NHL,1,,3,0,1,2,,,,
angotlo01c,1974,STL,NHL,1,,9,2,5,2,,,,
laviope01c,2007,CAR,NHL,1,,82,43,33,6,,,,
dineebi01c,1992,PHI,NHL,1,,84,36,37,11,,,,
plageba01c,1979,STL,NHL,1,,24,7,14,3,,,,
dorvana01c,1912,MOC,NHA,1,,20,9,11,0,,,,
champwe01c,1924,REG,WCHL,1,,28,8,20,0,,,,
irvindi01c,1930,CHI,NHL,1,,44,24,17,3,9,5,3,1
gadsbbi01c,1969,DET,NHL,1,,2,2,0,0,,,,
crispte01c,1995,TBL,NHL,1,,82,38,32,12,6,2,4,0
kishla01c,1982,HAR,NHL,1,,49,12,32,5,,,,
schoeji01c,1994,WAS,NHL,1,,48,22,18,8,7,3,4,0
wattto01c,1983,WIN,NHL,1,,21,6,13,2,,,,
arniesc01c,2011,CBS,NHL,1,,41,11,25,5,,,,
mccaste01c,1973,LAS,WHA,2,,59,20,39,0,,,,
noelcl01c,2011,WPG,NHL,1,,82,37,35,10,,,,
laviope01c,2002,NYI,NHL,1,,82,35,36,11,5,1,4,0
lapoiro01c,1988,QUE,NHL,1,,33,11,20,2,,,,
vigneal01c,1997,MTL,NHL,1,,82,37,32,13,10,4,6,0
stirlst01c,2005,NYI,NHL,1,,42,18,22,2,,,,
burnspa01c,1992,TOR,NHL,1,,84,44,29,11,21,11,10,0
stanlba01c,1921,CAT,WCHL,1,,24,14,10,0,2,0,1,1
patrile01c,1923,VC1,PCHA,1,,30,11,18,1,,,,
dandule01c,1934,MTL,NHL,2,,32,14,15,3,2,0,2,0
cookbi01c,1951,NYR,NHL,2,,47,17,22,8,,,,
tippeda01c,2011,PHO,NHL,1,,82,42,27,13,16,9,7,0
sonmogl01c,1980,MNS,NHL,1,,80,35,28,17,19,12,7,0
gilbegr01c,2001,CAL,NHL,1,,82,32,38,12,,,,
murrate01c,1989,WAS,NHL,2,,34,18,14,2,15,8,7,0
perroje01c,1988,QUE,NHL,2,,47,16,26,5,,,,
crawfma01c,1998,VAN,NHL,2,,37,8,23,6,,,,
mcleljo01c,1972,TOR,NHL,1,,78,27,41,10,,,,
sherofr01c,1972,PHI,NHL,1,,78,37,30,11,11,5,6,0
gulutgl01c,2011,DAL,NHL,1,,82,42,35,5,,,,
kinasra01c,1972,ALB,WHA,1,,78,38,37,3,,,,
lesuepe01c,1923,HAM,NHL,1,,10,3,7,0,,,,
carlyra01c,2009,AND,NHL,1,,82,39,32,11,,,,
sindeha01c,1967,BOS,NHL,1,,74,37,27,10,4,0,4,0
ruelcl01c,1979,MTL,NHL,2,,50,32,11,7,10,6,4,0
watsoph01c,1959,NYR,NHL,1,,15,3,9,3,,,,
quinnmi01c,1916,QU1,NHA,1,,20,10,10,0,,,,
carrofr01c,1920,TRS,NHL,1,,24,15,9,0,2,0,2,0
needhbi01c,1972,CLC,WHA,1,,78,43,32,3,9,5,4,0
colvine01c,1950,NYR,NHL,1,,70,20,29,21,,,,
mccarja01c,1973,MFS,WHA,2,interim,2,2,0,0,,,,
livined01c,1915,TBS,NHA,1,,24,9,14,1,,,,
greenga01c,1979,WAS,NHL,2,,64,23,30,11,,,,
murraan01c,2003,LAK,NHL,1,,82,28,38,16,,,,
mauripa01c,2008,CAR,NHL,2,,57,33,19,5,18,8,10,0
demerja01c,1993,MTL,NHL,1,,84,41,29,14,7,3,4,0
abelsi01c,1953,CHI,NHL,1,,70,12,51,7,,,,
dudleri01c,1990,BUF,NHL,1,,80,31,30,19,6,2,4,0
vachoro01c,1987,LAK,NHL,2,,1,0,1,0,,,,
mcleljo01c,1969,TOR,NHL,1,,76,29,34,13,,,,
quennjo01c,2000,STL,NHL,1,,82,43,27,12,15,9,6,0
ingraro01c,1977,IND,WHA,1,,51,16,31,4,,,,
gainebo01c,1993,DAL,NHL,1,,84,42,29,13,9,5,4,0
kellyre01c,1972,PIT,NHL,1,,42,17,19,6,,,,
hitchke01c,2008,CBS,NHL,1,,82,41,31,10,4,0,4,0
martija02c,2002,OTT,NHL,1,,82,52,22,8,18,11,7,0
demerja01c,1988,DET,NHL,1,,80,34,34,12,6,2,4,0
lindste01c,1980,DET,NHL,1,,20,3,14,3,,,,
adamsja01c,1942,DET,NHL,1,,50,25,14,11,10,8,2,0
staplpa01c,1974,CHC,WHA,1,,78,30,47,1,,,,
sherofr01c,1980,NYR,NHL,1,,20,4,13,3,,,,
kennege01c,1915,MOC,NHA,1,,24,16,7,1,,,,
livined01c,1916,TBS,NHA,1,,14,7,7,0,,,,
