playerid,year,stint,tmid,s,g,gdg
brunean01,2008,1,MIN,1,0,0
bollada01,2008,1,CHI,3,0,0
santomi01,2009,1,NAS,3,3,1
sobotvl01,2010,1,STL,1,0,0
datsypa01,2005,1,DET,6,3,1
kubinpa01,2005,1,TBL,1,0,0
willsbr01,2005,1,WAS,9,3,1
emingst01,2005,1,WAS,1,0,0
mooredo01,2011,1,TBL,2,4,2
maddejo01,2007,1,NJD,2,0,0
bouchpi02,2011,1,MIN,1,5,0
hagmani01,2006,1,DAL,1,0,0
halisma01,2011,1,NAS,0,2,0
wolskwo01,2009,1,COL,8,1,1
kunitch01,2006,1,AND,6,2,0
bouchpi02,2006,1,MIN,6,1,1
havlama01,2010,1,MIN,2,0,0
dvorara01,2005,1,EDM,2,1,1
williju01,2008,2,LAK,1,1,1
sullist01,2010,1,NAS,4,1,1
morrobr01,2005,1,DAL,1,1,1
mccleja01,2005,1,STL,4,2,0
ferribe01,2009,1,SJS,1,0,0
nieuwjo01,2005,1,FLO,7,2,2
pennedu01,2010,2,LAK,1,0,0
kunitch01,2010,1,PIT,5,2,2
ruututu01,2008,1,CAR,6,3,1
wolskwo01,2010,1,PHO,1,0,0
hemskal01,2008,1,EDM,6,2,2
wilsoco01,2011,1,NAS,1,3,1
peltovi01,2007,1,FLO,4,0,0
samsose01,2005,1,BOS,3,0,0
dumonjp01,2007,1,NAS,4,0,0
jokinol01,2009,2,NYR,1,0,0
belesma01,2009,1,AND,1,0,0
pruchpe01,2006,1,NYR,6,0,0
johanry01,2011,1,CBS,0,2,0
okposky01,2007,1,NYI,2,1,0
prospva01,2007,1,TBL,1,1,1
aucoiad01,2009,1,PHO,9,6,6
osullpa01,2007,1,LAK,5,4,3
giontbr01,2009,1,MTL,5,3,1
morribr01,2010,1,CAL,2,0,0
peltovi01,2008,1,FLO,1,0,0
stewach02,2009,1,COL,7,3,3
cluttca01,2009,1,MIN,1,0,0
recchma01,2005,2,CAR,1,0,0
legwada01,2008,1,NAS,3,1,1
yorkmi01,2007,1,PHO,1,1,0
nashri01,2007,1,CBS,10,4,2
bochebr01,2006,1,CHI,1,0,0
eavespa01,2005,1,OTT,1,0,0
johnsja02,2011,1,LAK,0,4,0
demitpa01,2007,1,MIN,4,1,0
clymebe01,2005,1,WAS,2,0,0
boedkmi01,2010,1,PHO,2,0,0
raymoma01,2010,1,VAN,6,2,0
cullema01,2007,1,CAR,3,2,0
smythry01,2011,1,EDM,0,2,0
prongch01,2006,1,AND,1,0,0
kozlovy01,2007,1,ATL,14,5,1
huntetr01,2007,1,NYI,3,0,0
bozakty01,2009,1,TOR,1,0,0
barnest01,2006,1,DAL,2,1,1
sedinhe01,2008,1,VAN,1,0,0
widemde01,2007,1,BOS,1,0,0
fleisto01,2007,1,WAS,1,0,0
royde01,2011,1,BUF,2,5,2
antroni01,2009,1,ATL,2,0,0
vrbatra01,2011,1,PHO,4,13,0
yandlke01,2007,1,PHO,1,0,0
bourqre01,2006,1,CHI,1,0,0
simjo01,2006,1,ATL,2,1,1
pominja01,2005,1,BUF,2,0,0
letesma01,2011,2,CBS,2,5,0
mayorma01,2010,1,CBS,2,1,1
stumpjo01,2005,1,FLO,3,0,0
pothibr01,2006,1,WAS,1,0,0
kozlovy01,2005,1,ATL,7,5,2
bergepa01,2005,1,BOS,9,2,1
leinovi01,2011,1,BUF,0,1,0
mitchto01,2009,1,SJS,1,0,0
thornjo01,2009,1,SJS,2,0,0
yandlke01,2009,1,PHO,1,0,0
sykorpe01,2005,2,NYR,6,5,3
rozsimi01,2007,1,NYR,1,0,0
staaler01,2007,1,CAR,2,1,0
stumpjo01,2007,1,FLO,3,1,1
wisnija01,2011,1,CBS,1,2,0
letankr01,2010,1,PIT,13,3,1
rydermi01,2006,1,MTL,4,1,1
alfreda01,2009,1,OTT,7,2,1
spurgja01,2011,1,MIN,0,1,0
spezzja01,2009,1,OTT,7,3,1
toewsjo01,2008,1,CHI,10,6,2
shattke01,2011,1,STL,1,5,1
pennedu01,2007,1,EDM,1,0,0
tyutife01,2011,1,CBS,0,1,0
sharppa01,2006,1,CHI,3,2,1
huntetr01,2008,1,NYI,3,0,0
bozakty01,2010,1,TOR,4,3,1
