playerid,year,stint,tmid,lgid,gp,min,w,l,t/ol,eng,sho,ga,sa,postgp,postmin,postw,postl,postt,posteng,postsho,postga,postsa
perrebo01,1958,1,DET,NHL,3,180,2,1,0,,1,9,,,,,,,,,,
charpse01,2003,1,WAS,NHL,7,369,0,6,0,2,0,21,168,,,,,,,,,
gardnge01,1966,1,DET,NHL,11,560,3,6,0,0,0,36,,,,,,,,,,
auldal01,2006,1,FLO,NHL,27,1471,7,13,5,5,1,82,729,,,,,,,,,
worslgu01,1956,1,NYR,NHL,68,4080,26,28,14,,3,220,,5,315,1,4,,,0,22,
hextaro01,1998,1,PHI,NHL,23,1235,10,7,4,0,0,52,464,,,,,,,,,
thomati01,2005,1,BOS,NHL,38,2187,12,13,10,3,1,101,1213,,,,,,,,,
broderi01,1987,2,HAR,NHL,6,340,4,2,0,1,0,15,142,4,200,1,3,,0,0,12,87
gardich01,1927,1,CHI,NHL,40,2420,6,32,2,,3,114,,,,,,,,,,
blancbo01,1974,1,SDM,WHA,3,179,2,1,0,2,1,7,70,,,,,,,,,
eklunbr01,2005,1,TBL,NHL,1,58,0,1,0,0,0,3,19,,,,,,,,,
bergeje01,1996,1,LAK,NHL,1,56,0,1,0,0,0,4,35,,,,,,,,,
toskave01,2003,1,SJS,NHL,28,1541,12,8,4,3,1,53,760,,,,,,,,,
bouchbr01,2009,1,PHI,NHL,33,1742,9,18,3,2,1,80,796,12,656,6,6,,3,1,27,298
vasilmi01,1977,1,SOV,WHA,3,180,0,3,0,0,0,19,87,,,,,,,,,
shawji01,1975,1,TOT,WHA,16,777,4,7,1,0,0,63,506,,,,,,,,,
courtma01,1943,1,BOS,NHL,6,360,2,4,0,,0,33,,,,,,,,,,
hornere01,1931,1,TOR,NHL,1,1,0,0,0,,0,1,,,,,,,,,,
riggipa01,1978,1,BIR,WHA,46,2511,16,22,5,1,1,158,1322,,,,,,,,,
liutmi01,1986,1,HAR,NHL,59,3476,31,22,5,3,4,187,1625,6,332,2,4,,1,0,25,159
thomati01,2010,1,BOS,NHL,57,3364,35,11,9,3,9,112,1811,25,1542,16,9,,2,4,51,849
josepcu01,1996,1,EDM,NHL,72,4100,32,29,9,3,6,200,2144,12,767,5,7,,1,2,36,405
tallaro01,1996,1,BOS,NHL,28,1244,8,12,1,1,1,69,587,,,,,,,,,
pangda01,1984,1,CHI,NHL,1,60,0,1,0,0,0,4,22,,,,,,,,,
chabolo01,1934,1,CHI,NHL,48,2940,26,17,5,,8,88,,2,124,0,1,1,,1,1,
kiprumi01,2005,1,CAL,NHL,74,4380,42,20,11,5,10,151,1951,7,428,3,4,,1,0,16,202
hodsoke01,2002,1,TBL,NHL,7,283,0,3,1,1,0,12,101,,,,,,,,,
denisma01,2007,1,TBL,NHL,10,415,1,5,0,2,0,28,199,,,,,,,,,
melocgi01,1970,1,CHI,NHL,2,120,2,0,0,0,0,6,,,,,,,,,,
larsscu01,1975,1,WIJ,WHA,23,1287,11,10,1,0,0,83,635,2,110,2,0,,0,0,6,
markkju01,2001,1,EDM,NHL,14,784,6,4,2,0,2,24,336,,,,,,,,,
fuhrgr01,1990,1,EDM,NHL,13,778,6,4,3,0,1,39,380,17,1019,8,7,,1,0,51,488
essenbo01,1990,1,WIN,NHL,55,2916,19,24,6,5,4,153,1496,,,,,,,,,
masonst01,2010,1,CBS,NHL,54,3027,24,21,7,1,3,153,1541,,,,,,,,,
roypa01,1985,1,MTL,NHL,47,2651,23,18,3,3,1,148,1185,20,1218,15,5,,2,1,39,506
vachoro01,1975,1,LAK,NHL,51,3060,26,20,5,1,5,160,,7,439,4,3,,1,1,17,
grattgi01,1976,1,NYR,NHL,41,2034,11,18,7,2,0,143,,,,,,,,,,
norrija01,1973,1,EDO,WHA,53,2954,23,24,1,5,2,158,1546,3,111,0,2,,0,0,9,73
yorkal01,2011,1,CBS,NHL,11,417,3,2,0,2,0,16,199,,,,,,,,,
fernama01,2001,1,MIN,NHL,44,2463,12,24,5,1,1,125,1157,,,,,,,,,
schneco01,2011,1,VAN,NHL,33,1833,20,8,1,2,3,60,945,3,183,1,2,,0,0,4,101
worslgu01,1961,1,NYR,NHL,60,3531,22,27,9,,2,174,,6,384,2,4,,,0,22,
brownan01,1972,1,DET,NHL,7,337,2,1,2,0,0,20,,,,,,,,,,
noronmi01,2005,2,VAN,NHL,4,170,1,1,0,0,0,10,77,,,,,,,,,
