playerid,year,stint,tmid,lgid,pos,gp,g,a,pts,pim,+/-,ppg,ppa,shg,sha,gwg,gtg,sog,postgp,postg,posta,postpts,postpim,post+/-,postppg,postppa,postshg,postsha,postgwg,postsog
shankda01,1989,1,DET,NHL,R,57,11,13,24,143,1,0,0,0,0,1,0,61,,,,,,,,,,,,
watsoji01,1970,1,BUF,NHL,D,78,2,9,11,147,-28,0,,0,,0,1,114,,,,,,,,,,,,
herrido01,1973,1,NYJ,WHA,L,44,11,21,32,59,,2,,0,,1,,,,,,,,,,,,,,
litzeed01,1954,2,CHI,NHL,R,44,16,24,40,28,,,,,,,,,,,,,,,,,,,,
mcdonab01,1964,1,BOS,NHL,L,60,9,9,18,6,,2,,0,,3,0,,,,,,,,,,,,,
crossco01,1995,1,TBL,NHL,D,75,2,14,16,66,4,0,0,0,0,0,0,57,6,0,0,0,22,-4,0,0,0,0,0,6
primewa01,2008,1,CAL,NHL,C,24,0,4,4,14,-3,0,0,0,0,0,,22,,,,,,,,,,,,
whitmka01,1990,1,HAR,NHL,G,18,0,1,1,4,0,0,,0,,0,0,0,,,,,,,,,,,,
mandeke01,2000,1,PHI,NHL,C,82,5,10,15,47,-2,0,0,3,1,2,0,136,6,1,2,3,2,2,0,0,0,1,0,8
drouipo01,1936,1,MTL,NHL,L,4,0,0,0,0,,,,,,,,,,,,,,,,,,,,
goldsle01,1930,1,DTF,NHL,R,12,1,0,1,2,,,,,,,,,,,,,,,,,,,,
richtmi01,1994,1,NYR,NHL,G,35,0,0,0,2,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
marshbr01,1981,1,CAL,NHL,D,17,0,1,1,10,-16,0,,0,,0,0,17,,,,,,,,,,,,
howelha01,1975,1,CAC,WHA,D,31,0,3,3,6,4,0,,0,,0,,26,2,0,0,0,2,1,,,,,,
malikma01,2000,1,CAR,NHL,D,61,6,14,20,34,-4,1,3,0,0,1,0,72,3,0,0,0,6,-3,0,0,0,0,0,1
cravemu01,1989,1,PHI,NHL,L,76,25,50,75,42,2,7,15,2,2,3,0,175,,,,,,,,,,,,
wrighty01,1999,1,PIT,NHL,C,50,12,10,22,45,4,0,0,0,0,1,0,68,11,3,1,4,17,0,0,0,0,0,0,13
cairner01,1997,1,NYR,NHL,D,39,0,3,3,92,-3,0,0,0,0,0,0,17,,,,,,,,,,,,
holmeha01,1927,1,DTC,NHL,G,44,0,0,0,0,,,,,,,,,,,,,,,,,,,,
howego01,1973,1,HOU,WHA,R,70,31,69,100,46,,9,,3,,5,,,13,3,14,17,34,,,,,,1,
roberda01,1997,1,VAN,NHL,L,13,1,1,2,4,-1,0,0,0,0,0,0,14,,,,,,,,,,,,
odonnse01,2001,1,BOS,NHL,D,80,3,22,25,89,27,1,3,0,0,2,0,112,6,0,2,2,4,-2,0,1,0,0,0,6
