playerid,year,ppa,sha
franclo01,1990,1,1
proppbr01,1989,9,
konrost01,1988,1,1
kurveto01,1990,15,
charbjo01,1988,1,
lawtobr01,1988,4,
wilsoca01,1987,9,3
skrikpe01,1990,5,
rousebo01,1988,,1
maclebr01,1988,8,
thibagi01,1989,2,
stastpe01,1989,23,
hardyma01,1988,5,
laughcr01,1987,3,
broteaa01,1990,1,
hullbr01,1987,10,
butchga01,1990,3,2
mcintjo01,1990,,2
kaspest01,1988,6,2
donnemi01,1987,2,
wellsja01,1989,3,2
coxecr01,1987,1,
pederba01,1989,7,1
petitmi01,1987,9,1
creigad01,1988,7,
bassebo01,1988,,1
momesse01,1990,1,
simpscr01,1987,10,1
nichobe01,1989,37,1
grahadi01,1987,7,1
vaiveri01,1988,15,
brookbo01,1989,1,2
joycebo01,1989,3,
zezelpe01,1988,17,
brownro01,1990,10,
gartnmi01,1988,9,
hunteda01,1988,,1
maroima01,1988,3,
mcbeawa01,1988,1,
brownje02,1989,24,
dineego01,1987,2,
hunteda01,1987,1,4
paslagr01,1990,3,1
ruotsre01,1989,9,
cyrpa01,1987,1,
quinnda01,1989,15,1
tantito01,1989,9,
broteaa01,1989,3,
huberwi01,1987,14,
tuckejo01,1989,6,
carpebo01,1988,4,
josepch01,1987,6,
bullami01,1988,13,
ramagro01,1987,19,2
kontoch01,1987,6,
manthmo01,1988,9,
duguaro01,1987,2,
dineego01,1988,2,
murphla01,1988,22,
lemiejo01,1989,1,1
halwado01,1988,1,
foligmi01,1990,1,
iafraal01,1990,11,1
crossdo01,1990,21,
huntema01,1990,4,
lawlepa01,1987,3,
sandsto01,1989,20,
hardyma01,1987,10,1
ledyagr01,1988,6,
samueul01,1990,,2
loisecl01,1990,1,1
macivno01,1988,19,
murphla01,1990,19,
