playerid,year,stint,tmid,w,l,sa,ga
nabokev01,2011,1,NYI,5,1,18,4
thomati01,2006,1,BOS,8,2,46,8
drouije01,2008,1,EDM,1,0,3,0
sabouda01,2008,1,PIT,3,2,19,5
macdojo01,2006,1,DET,0,1,7,3
valiqst01,2008,1,NYR,1,2,12,3
fleurma01,2005,1,PIT,0,2,5,4
clemmsc01,2011,1,FLO,2,3,20,7
bishobe01,2010,1,STL,1,0,4,2
masonst01,2010,1,CBS,4,5,31,10
masonst01,2008,1,CBS,6,5,31,9
ellisda01,2007,1,NAS,2,1,9,4
priceca01,2008,1,MTL,5,6,35,13
markkju01,2005,1,EDM,1,3,16,8
denisma01,2005,1,CBS,3,1,18,4
crawfco01,2011,1,CHI,6,4,32,6
elliobr01,2010,2,COL,2,1,10,1
leclapa01,2005,1,CBS,4,2,18,4
lalimpa01,2009,1,BUF,0,2,13,5
brodema01,2010,1,NJD,1,1,9,2
ellisda01,2010,1,TBL,2,3,24,6
thibajo01,2005,1,PIT,1,1,12,3
fleurma01,2008,1,PIT,3,4,22,6
rolosdw01,2006,1,EDM,3,2,21,6
mclenja01,2006,1,CAL,0,1,11,4
mcelhcu01,2009,2,AND,1,2,8,4
theodjo01,2009,1,WAS,2,2,16,7
hedbejo01,2005,1,DAL,4,0,17,3
luongro01,2010,1,VAN,3,5,26,12
kolziol01,2006,1,WAS,1,5,17,9
gustajo01,2010,1,TOR,2,1,10,4
bryzgil01,2008,1,PHO,2,3,20,10
dipieri01,2010,1,NYI,2,1,9,3
sanfocu01,2005,1,STL,3,5,25,10
conklty01,2008,1,DET,2,2,13,4
weekeke01,2006,1,NYR,0,1,3,1
legacma01,2007,1,STL,2,3,17,4
auldal01,2009,1,DAL,2,2,15,2
backsni01,2008,1,MIN,5,2,21,5
theodjo01,2011,1,FLO,4,7,37,14
bryzgil01,2007,1,AND,0,1,3,1
masonch02,2006,1,NAS,4,2,20,6
lindban01,2011,1,NAS,1,0,3,0
norrefr01,2007,1,CBS,0,4,10,4
legacma01,2006,1,STL,5,3,25,7
thomati01,2005,1,BOS,2,6,31,9
ersbeer01,2007,1,LAK,1,1,10,2
peterju01,2010,1,CAR,0,1,2,2
dubiewa01,2009,1,MIN,1,0,2,0
bironma01,2005,1,BUF,2,3,12,5
rolosdw01,2010,1,NYI,0,1,3,2
lehtoka01,2011,1,DAL,7,3,39,9
johnsbr02,2010,1,PIT,2,1,11,1
khabini01,2007,1,CHI,2,4,19,7
clemmsc01,2010,1,FLO,2,6,23,12
enrotjh01,2011,1,BUF,2,3,22,8
wardca01,2007,1,CAR,1,3,11,6
millery01,2008,1,BUF,8,2,40,9
howarji01,2010,1,DET,3,2,17,2
legacma01,2008,1,STL,3,1,13,4
josepcu01,2008,1,TOR,2,1,11,3
schneco01,2010,1,VAN,1,0,3,0
legacma01,2005,1,DET,2,2,17,7
nabokev01,2007,1,SJS,6,6,40,18
smithmi02,2009,1,TBL,1,3,14,5
reimeja01,2011,1,TOR,2,1,8,3
hardijo01,2007,1,MIN,2,2,14,6
clemmsc01,2008,1,NJD,2,1,12,3
johnsbr02,2011,1,PIT,0,1,3,2
poulike01,2010,1,NYI,0,1,3,2
bironma01,2010,1,NYR,2,0,7,2
ersbeer01,2008,1,LAK,1,4,20,8
labarja01,2011,1,PHO,0,2,11,7
quickjo01,2008,1,LAK,4,1,14,4
garonma01,2005,1,LAK,4,1,16,3
huetcr01,2007,2,WAS,2,0,5,0
toskave01,2007,1,TOR,2,3,15,6
schneco01,2011,1,VAN,2,1,8,3
ellisda01,2009,1,NAS,2,1,10,2
leclapa01,2009,1,OTT,3,1,10,5
huetcr01,2008,1,CHI,2,2,12,5
sanfocu01,2011,1,CBS,2,3,15,5
bryzgil01,2006,1,AND,0,4,13,6
andercr01,2009,1,COL,7,4,51,16
toivoha01,2007,1,STL,1,2,9,2
elliobr01,2009,1,OTT,2,4,21,7
bironma01,2011,1,NYR,0,2,7,3
weekeke01,2005,1,NYR,3,1,13,6
morrimi01,2005,1,EDM,5,2,24,6
kiprumi01,2010,1,CAL,8,4,41,12
norrefr01,2006,1,CBS,3,3,22,8
