name,id,award,year,lgid,note
Bill Chadwick,chadwbi01h,Patrick,1974,NHL,
Cam Neely,neelyca01,Patrick,2009,NHL,
Cammi Granato,,Patrick,2006,NHL,
Cooney Weiland,weilaco01,Patrick,1971,NHL,
Eddie Shore,shoreed01,Patrick,1969,NHL,
Harry Sinden,sindeha01c,Patrick,1998,NHL,
Jim Hendy,hendyji01h,Patrick,1969,NHL,posthumous
Keith Allen,allenke01,Patrick,1987,NHL,
Mark Messier,messima01,Patrick,2008,NHL,
Milt Schmidt,schmimi01,Patrick,1995,NHL,
Raymond Bourque,bourqra01,Patrick,2002,NHL,
Steve Yzerman,yzermst01,Patrick,2005,NHL,
Walter Brown,brownwa02h,Patrick,1967,NHL,posthumous
Wayne Gretzky,gretzwa01,Patrick,1993,NHL,
Weston Adams,adamswe01h,Patrick,1973,NHL,posthumous
William Wirtz,wirtzwi01h,Patrick,1977,NHL,
Mike Richter,richtmi01,Patrick,2008,NHL,
1960 U.S. Olympic Hockey Team,,Patrick,2001,NHL,
John Mayasich,,Patrick,1997,NHL,
Ron DeGregorio,,Patrick,2002,NHL,
Dan Kelly,kellyda01,Patrick,1988,NHL,
Peter Karmanos,,Patrick,1997,NHL,
Ken Morrow,morroke01,Patrick,1995,NHL,
Herb Brooks,brookhe01c,Patrick,2001,NHL,
Alex Delvecchio,delveal01,Patrick,1973,NHL,
Len Ceglarski,,Patrick,1989,NHL,
George Leader,,Patrick,1975,NHL,
Art Ross,rossar01,Patrick,1983,NHL,posthumous
John Kilpatrick,kilpajo01h,Patrick,1967,NHL,posthumous
Frank Mathers,mathefr01,Patrick,1986,NHL,
Hoby Baker,bakerho01h,Patrick,1986,NHL,posthumous
Mario Lemieux,lemiema01,Patrick,1999,NHL,
Pat LaFontaine,lafonpa01,Patrick,1996,NHL,
Arthur Wirtz,wirtzar01h,Patrick,1984,NHL,
Lou Nanne,nannelo01,Patrick,1988,NHL,
Phil Housley,houslph01,Patrick,2007,NHL,
Rod Gilbert,gilbero01,Patrick,1990,NHL,
Reed Larson,larsore01,Patrick,2005,NHL,
John Davidson,davidjo01,Patrick,2003,NHL,
Dave Andrews,,Patrick,2009,NHL,
Gary Bettman,,Patrick,2000,NHL,
Jeff Sauer,,Patrick,2010,NHL,
Ray Miron,,Patrick,2003,NHL,
Neal Broten,brotene01,Patrick,1997,NHL,
Bob Johnson,johnsbo02c,Patrick,1987,NHL,
Fred Shero,sherofr01,Patrick,1979,NHL,
James D. Norris,norrija03h,Patrick,1971,NHL,posthumous
Jack Butterfield,butteja01h,Patrick,1984,NHL,
William Tutt,tuttwi01h,Patrick,1977,NHL,
Bud Poile,poilebu01,Patrick,1988,NHL,
Bill Torrey,torrebi01h,Patrick,1982,NHL,
Al Arbour,arboual01,Patrick,1991,NHL,
Jerry York,,Patrick,2009,NHL,
Bob Naegele,,Patrick,2007,NHL,
Terry Sawchuk,sawchte01,Patrick,1970,NHL,posthumous
Fred Cusick,,Patrick,1987,NHL,
John Bucyk,bucykjo01,Patrick,1976,NHL,
George Gund,,Patrick,1995,NHL,
Lynn Patrick,patrily01,Patrick,1988,NHL,posthumous
Craig Patrick,patricr01,Patrick,1999,NHL,
Bruce Norris,norribr01h,Patrick,1975,NHL,
Lou Vairo,,Patrick,1999,NHL,
Charles L. Crovat,,Patrick,1973,NHL,posthumous
Murray Armstrong,armstmu01,Patrick,1976,NHL,
Seymour H. Knox III,,Patrick,1996,NHL,posthumous
Max McNab,mcnabma01,Patrick,1997,NHL,
Tony Rossi,,Patrick,2010,NHL,
Bobby Clarke,clarkbo01,Patrick,1979,NHL,
Donald Clark,,Patrick,1974,NHL,
Gil Stein,,Patrick,1992,NHL,
John Mariucci,mariujo01,Patrick,1976,NHL,
Art Berglund,,Patrick,1991,NHL,
1998 U.S. Olympic Women's Hockey Team,,Patrick,1998,NHL,
Lou Lamoriello,lamorlo01c,Patrick,1991,NHL,
Gordie Howe,howego01,Patrick,1966,NHL,
Jack Adams,adamsja01,Patrick,1965,NHL,
Red Berenson,berenre01,Patrick,2005,NHL,
James Norris,norrija02h,Patrick,1966,NHL,posthumous
Brian Burke,,Patrick,2007,NHL,
Tom Fitzgerald,,Patrick,1977,NHL,
Emile Francis,francem01,Patrick,1981,NHL,
Bobby Hull,hullbo01,Patrick,1968,NHL,
Clarence Campbell,campbcl01h,Patrick,1971,NHL,
Bob Fleming,,Patrick,1994,NHL,
William Jennings,jenniwi01h,Patrick,1970,NHL,
Mike Emrick,,Patrick,2003,NHL,
Charles Adams,adamsch01h,Patrick,1966,NHL,posthumous
Marcel Dionne,dionnma01,Patrick,2005,NHL,
Ted Lindsay,lindste01,Patrick,2007,NHL,
Larry Pleau,pleaula01,Patrick,2001,NHL,
Murray Murdoch,murdomu01,Patrick,1973,NHL,
Bobby Orr,orrbo01,Patrick,1978,NHL,
Willie O'Ree,oreewi01,Patrick,2002,NHL,
Scotty Bowman,bowmasc01c,Patrick,2000,NHL,
Thomas Lockhart,lockhth01h,Patrick,1967,NHL,
Jack Parker,,Patrick,2009,NHL,
John MacInnes,,Patrick,1985,NHL,
Walter Bush,bushwa01h,Patrick,1972,NHL,
Frank Boucher,bouchfr01,Patrick,1992,NHL,
John Ziegler,ziegljo01h,Patrick,1983,NHL,
David Poile,,Patrick,2000,NHL,
Stan Fischler,,Patrick,2006,NHL,
Bruce McNall,,Patrick,1992,NHL,
John B. Sollenberger,,Patrick,1970,NHL,posthumous
Jim Devellano,,Patrick,2008,NHL,
Tommy Ivan,ivanto01c,Patrick,1974,NHL,
Mark Johnson,johnsma02,Patrick,2010,NHL,
Ed Jeremiah,jeremed01,Patrick,1968,NHL,posthumous
Phil Esposito,esposph01,Patrick,1977,NHL,
Bob Pulford,pulfobo01,Patrick,2010,NHL,
Jack Riley,rileyja01,Patrick,1985,NHL,
Ed Snider,snideed01h,Patrick,1979,NHL,
Brian Mullen,mullebr01,Patrick,1994,NHL,
