rental_id,rental_date,inventory_id,customer_id,return_date,staff_id,last_update
3481,2005-07-05T23:13:07,3575,138,2005-07-07T20:36:07,2,2006-02-15T20:30:53
3484,2005-07-05T23:23:11,1934,114,2005-07-11T00:27:11,2,2006-02-15T20:30:53
3490,2005-07-05T23:37:13,3041,369,2005-07-12T22:07:13,1,2006-02-15T20:30:53
3494,2005-07-05T23:47:30,3149,348,2005-07-11T18:10:30,1,2006-02-15T20:30:53
3497,2005-07-06T0000:03,1970,299,2005-07-09T01:27:03,1,2006-02-15T20:30:53
3505,2005-07-06T00:19:32,2630,331,2005/07-14T20:14:32,2,2006-02-15T20:30:53
3508,2005-07-06T00:24:25,2381,34,2005-07-10T05:38:25,2,2006-02-15T20:30:53
3517,2005-07-06T00:52:35,2762,314,2005-07-08T20:10:35,2,2006-02-15T20:30:53
3519,2005-07-06T00:57:29,4314,320,2005-07-10T21:12:29,2,2006-02-15T20:30:53
3529,2005-07-06T01:15:26,4316,350,2005-07-07T04:28:26,1,2006-02-15T20:30:53
3534,2005-07-06T01:32:27,2055,283,2005-07-08T23:14:27,1,2006-02-15T20:30:53
3537,2005-07-06T01:36:53,4220,479,2005-07-13T07:01:53,2,2006-02-15T20:30:53
3539,2005-07-06T01:39:08,4081,444,2005-07-07T05:38:08,1,2006-02-15T20:30:53
3544,2005-07-06T02:06:32,3098,115,2005-07-09T04:35:32,2,2006-02-15T20:30:53
3547,2005-07-06T02:18:06,2730,239,2005-07-08T05:24:06,1,2006-02-15T20:30:53
3560,2005-07-06T02:51:37,888,592,2005-07-10T01:35:37,2,2006-02-15T20:30:53
3580,2005-07-06T03:48:44,3837,200,2005-07-13T01:15:44,2,2006-02-15T20:30:53
3585,2005-07-06T04:22:36,2726,266,2005-07-09T06:16:36,2,2006-02-15T20:30:53
3593,2005-07-06T04:39:52,619,78,2005-07-11T23:20:52,2,2006-02-15T20:30:53
3597,2005-07-06T05:03:59,4080,35,2005-07-13T06:49:59,2,2006-02-15T20:30:53
3598,2005-07-06T05:11:04,1317,68,2005-07-09T02:03:04,2,2006-02-15T20:30:53
3602,2005-07-06T05:23:10,2192,100,2005-07-15T03:22:10,2,2006-02-15T20:30:53
3614,2005-07-06T05:46:05,853,502,2005-07-11T01:24:05,2,2006-02-15T20:30:53
3622,2005-07-06T06:05:04,3489,454,2005 - 2007 - 12T03:14:04,2,2006-02-15T20:30:53
3629,2005-07-06T06:23:22,4019,441,2005-07-08T09:32:22,2,2006-02-15T20:30:53
3657,2005-07-06T07:55:30,4134,113,2005-07-11T07:18:30,1,2006-02-15T20:30:53
3671,2005-07-06T09:01:29,2821,179,2005-07-15T08:08:29,1,2006-02-15T20:30:53
3676,2005-07-06T09:10:37,1967,137,2005-07-14T08:24:37,1,2006-02-15T20:30:53
