city_id,city,country_id,last_update
1,А Коруа (Ла Коруа),87,2006-02-15T03:45:25
6,Аддис-Абеба,31,2006-02-15T03:45:25
20,Альмирант Браун,6,2006-02-15T03:45:25
28,Aparecida de Goinia,15,2006-02-15T03:45:25
42,Аврора,103,2006-02-15T03:45:25
44,Мешок,15,2006-02-15T03:45:25
57,Батя Ям,48,2006-02-15T03:45:25
68,Бени-Меллаль,62,2006-02-15T03:45:25
70,Бергамо,49,2006-02-15T03:45:25
73,Бхавнагар,44,2006-02-15T03:45:25
87,Ботшабело,85,2006-02-15T03:45:25
111,Шарлотта Амали,106,2006-02-15T03:45:25
116,Чунхо,92,2006-02-15T03:45:25
123,Кларксвилль,103,2006-02-15T03:45:25
125,Коатзакоалько,60,2006-02-15T03:45:25
146,Доность-Сан-Себастин,87,2006-02-15T03:45:25
154,Эль-Фуэрте,60,2006-02-15T03:45:25
156,Элиста,80,2006-02-15T03:45:25
157,Эмейшан,23,2006-02-15T03:45:25
158,Эммен,67,2006-02-15T03:45:25
161,Эскобар,6,2006-02-15T03:45:25
164,Этава,44,2006-02-15T03:45:25
167,Фаа,36,2006-02-15T03:45:25
180,Газиантеп,97,2006-02-15T03:45:25
185,Великий Прерий,103,2006-02-15T03:45:25
187,Гринсборо,103,2006-02-15T03:45:25
195,Халдиа,44,2006-02-15T03:45:25
198,Халле/Сале,38,2006-02-15T03:45:25
199,Хами,23,2006-02-15T03:45:25
202,Идальго,60,2006-02-15T03:45:25
208,Хошиарпур,44,2006-02-15T03:45:25
214,Хунуко,74,2006-02-15T03:45:25
224,Исесаки,50,2006-02-15T03:45:25
246,Джос Азуета,60,2006-02-15T03:45:25
256,Камакура,50,2006-02-15T03:45:25
286,Курск,80,2006-02-15T03:45:25
294,Лапу-Лапу,75,2006-02-15T03:45:25
298,Ленгшуйцзян,23,2006-02-15T03:45:25
305,Лима,74,2006-02-15T03:45:25
307,Линц,9,2006-02-15T03:45:25
309,Ливорно,49,2006-02-15T03:45:25
314,Люблин,76,2006-02-15T03:45:25
331,Мэтсю,50,2006-02-15T03:45:25
332,Мейсиан,23,2006-02-15T03:45:25
342,Монива,64,2006-02-15T03:45:25
344,Мосул,47,2006-02-15T03:45:25
349,Миингян,64,2006-02-15T03:45:25
360,Намибе,4,2006-02-15T03:45:25
373,Ocumare del Tuy,104,2006-02-15T03:45:25
376,Окаяма,50,2006-02-15T03:45:25
379,Омдурман,89,2006-02-15T03:45:25
384,Османийе,97,2006-02-15T03:45:25
391,Озами,75,2006-02-15T03:45:25
404,Пеориа,103,2006-02-15T03:45:25
419,Пурвакарта,45,2006-02-15T03:45:25
430,Ричмонд Хилл,20,2006-02-15T03:45:25
443,Саль,62,2006-02-15T03:45:25
455,Сана,107,2006-02-15T03:45:25
467,Шахр-э Корд,46,2006-02-15T03:45:25
485,"Итак, Бернардо ду Кампо",15,2006-02-15T03:45:25
489,Сонгхла,94,2006-02-15T03:45:25
490,Сорокаба,15,2006-02-15T03:45:25
500,Стокпорт,102,2006-02-15T03:45:25
506,Сьюми,100,2006-02-15T03:45:25
512,Szkesfehrvr,43,2006-02-15T03:45:25
514,Табриз,46,2006-02-15T03:45:25
517,Тагиг,75,2006-02-15T03:45:25
519,Талавера,75,2006-02-15T03:45:25
521,Тама,50,2006-02-15T03:45:25
525,Тангаил,12,2006-02-15T03:45:25
532,Tegal,45,2006-02-15T03:45:25
543,Тулон,34,2006-02-15T03:45:25
546,Цаотун,92,2006-02-15T03:45:25
562,Валье-де-ла-Паскуа,104,2006-02-15T03:45:25
579,Сянтан,23,2006-02-15T03:45:25
585,Яунд,19,2006-02-15T03:45:25
586,Ереван,7,2006-02-15T03:45:25
587,Иньчуань,23,2006-02-15T03:45:25
592,Залантун,23,2006-02-15T03:45:25
597,Зелезногорск,80,2006-02-15T03:45:25
