film_id,title,description
6,АГЕНТ ТРУМАН,"Вспыльчивая панорама робота и мальчика, который должен сбежать из сумо-рестлера в Древнем Китае"
8,ЗАГРЯЗНЯЮЩАЯ ВЕЩЕСТВА,"Эпическая история о музе и девушке, которая должна встретить обезьяну в древней Индии"
21,АМЕРИКАНСКИЙ ЦЕРКУС,"Разумная драма девушки и астронавта, которая должна встретиться с администратором базы данных в акульем танке"
27,ЧЕЛОВЕЧЕСКОЕ ЧЕЛОВЕЧЕСТВО,"Удивительное отражение администратора базы данных и астронавта, который должен выпустить администратора базы данных в акульем танке"
38,АРК-МОДЕЛИРОВАНИЕ,"Прекрасная ярна пионера и обезьяны, которые должны преследовать исследователь в пустыне Сахара"
52,БАЛЛОРНЫЙ МОКИНГ БОЛЛОРДА,"Ужасный документальный фильм композитора и обезьяны, которые должны найти феминистку в Калифорнии"
70,БИКИНИСКИЕ БОРРОУРЫ,"Поразительная драма астронавта и кошки, которая должна открыть женщину на первой пилотируемой космической станции"
94,ЧЕЛОВЕЧЕСКОЕ СОСТОЯНИЕ,"Рассказ о собаке и пасторе, который должен сражаться с девушкой в Берлине"
99,ГИСТЕРИЧЕСКИЕ ДВИЖЕНИЯ,"Ужасная сага акулы и технический писатель, который должен найти женщину в лодке"
108,Щелчок.,"Недостаток ярны феминистки и администратора базы данных, который должен встретиться с охотником в Новом Орлеане"
116,КАНДИДАТНЫЙ ПЕРИОД,"Блестящий пример композитора и администратора базы данных, который должен победить безумного учёного на первой пилотируемой космической станции"
123,СУПЕР КАСАБЛАНКИ,"Удивительная панорама крокодила и судебно-психиатра, который должен преследовать секретного агента на первой пилотируемой космической станции"
146,ЦЫПЛЕНОК,"Скучное зрелище лодки и администратор базы данных, который должен убить сумо-рестлера на первой пилотируемой космической станции"
150,СЛЕДУЮЩАЯ СЛЕДУЮЩАЯ СЕССИЯ,"Потрясающий характер исследования композитора и безумной коровы, который должен усыпить кота в Советской Грузии"
164,КРАЙНЯЯ РЫНКА,"Поразительный документальный фильм о безумной коре и пионере, который должен бросить вызов дворецкому в пустыне Сахара"
190,КЕЙПЕРЫ КАНЕ,"Тревожное воспоминание о белке и лодке, которая должна выгнать машину в джетовом лодке"
194,ГРЕЙСКИЙ ХАРАКТЕР,"Внушающий благоговение документальный фильм о женщине и муже, который должен поймать администратора базы данных на первой пилотируемой космической станции"
243,ПРЕЗИДЕНТ ДВЕРЕЙ,"Тревожное представление белки и женщины, которая должна превзойти мальчика в Мексиканском заливе"
258,ДИНАМИТ НАД НАРКОТИЧЕСКИМИ СРЕДСТВАМИ,"Эпическая показка крокодила и крокодила, который должен встретить собаку в заброшенном парке развлечений"
270,ЗЕМЛЕПОЛЬЗОВАНИЕ НА ЗЕМЛЕПОЛЬЗОВАНИЕ,"Потрясающая драма дворецкого и безумного человека, который должен выгнать женщину в древней Индии"
282,КОНСУЛЬТАТИВНЫЕ МЕРОПРИЯТИЯ,"Знаменитый волшебник и жених, который должен построить лодку в Новом Орлеане"
293,ИСПОРСКИЙ СТОЛ,"Прикасающаяся драма собаки и сумо-рестлер, который должен победить безумного учёного в Берлине"
