raceid,year,round,circuitid,name,date,time,url
40,2007,5,6,Monaco Grand Prix,2007-05-27,12:00:00,http://en.wikipedia.org/wiki/2007_Monaco_Grand_Prix
42,2007,7,19,United States Grand Prix,2007-06-17,17:00:00,http://en.wikipedia.org/wiki/2007_United_States_Grand_Prix
62,2006,10,19,United States Grand Prix,2006-07-02,14:00:00,http://en.wikipedia.org/wiki/2006_United_States_Grand_Prix
123,2003,16,22,Japanese Grand Prix,2003-10-12,,http://en.wikipedia.org/wiki/2003_Japanese_Grand_Prix
163,2000,6,20,European Grand Prix,2000-05-21,,http://en.wikipedia.org/wiki/2000_European_Grand_Prix
187,1999,13,14,Italian Grand Prix,1999-09-12,,http://en.wikipedia.org/wiki/1999_Italian_Grand_Prix
200,1998,10,23,Austrian Grand Prix,1998-07-26,,http://en.wikipedia.org/wiki/1998_Austrian_Grand_Prix
212,1997,6,4,Spanish Grand Prix,1997-05-25,,http://en.wikipedia.org/wiki/1997_Spanish_Grand_Prix
228,1996,5,21,San Marino Grand Prix,1996-05-05,,http://en.wikipedia.org/wiki/1996_San_Marino_Grand_Prix
239,1996,16,22,Japanese Grand Prix,1996-10-13,,http://en.wikipedia.org/wiki/1996_Japanese_Grand_Prix
254,1995,15,28,Pacific Grand Prix,1995-10-22,,http://en.wikipedia.org/wiki/1995_Pacific_Grand_Prix
266,1994,10,11,Hungarian Grand Prix,1994-08-14,,http://en.wikipedia.org/wiki/1994_Hungarian_Grand_Prix
269,1994,13,27,Portuguese Grand Prix,1994-09-25,,http://en.wikipedia.org/wiki/1994_Portuguese_Grand_Prix
270,1994,14,26,European Grand Prix,1994-10-16,,http://en.wikipedia.org/wiki/1994_European_Grand_Prix
285,1993,13,14,Italian Grand Prix,1993-09-12,,http://en.wikipedia.org/wiki/1993_Italian_Grand_Prix
336,1990,16,29,Australian Grand Prix,1990-11-04,,http://en.wikipedia.org/wiki/1990_Australian_Grand_Prix
348,2010,12,11,Hungarian Grand Prix,2010-08-01,12:00:00,http://en.wikipedia.org/wiki/2010_Hungarian_Grand_Prix
359,1989,4,32,Mexican Grand Prix,1989-05-28,,http://en.wikipedia.org/wiki/1989_Mexican_Grand_Prix
376,1988,5,7,Canadian Grand Prix,1988-06-12,,http://en.wikipedia.org/wiki/1988_Canadian_Grand_Prix
381,1988,10,11,Hungarian Grand Prix,1988-08-07,,http://en.wikipedia.org/wiki/1988_Hungarian_Grand_Prix
393,1987,6,34,French Grand Prix,1987-07-05,,http://en.wikipedia.org/wiki/1987_French_Grand_Prix
419,1986,16,29,Australian Grand Prix,1986-10-26,,http://en.wikipedia.org/wiki/1986_Australian_Grand_Prix
438,1984,3,40,Belgian Grand Prix,1984-04-29,,http://en.wikipedia.org/wiki/1984_Belgian_Grand_Prix
446,1984,11,10,German Grand Prix,1984-08-05,,http://en.wikipedia.org/wiki/1984_German_Grand_Prix
450,1984,15,20,European Grand Prix,1984-10-07,,http://en.wikipedia.org/wiki/1984_European_Grand_Prix
466,1983,15,30,South African Grand Prix,1983-10-15,,http://en.wikipedia.org/wiki/1983_South_African_Grand_Prix
486,1981,4,21,San Marino Grand Prix,1981-05-03,,http://en.wikipedia.org/wiki/1981_San_Marino_Grand_Prix
489,1981,7,45,Spanish Grand Prix,1981-06-21,,http://en.wikipedia.org/wiki/1981_Spanish_Grand_Prix
490,1981,8,41,French Grand Prix,1981-07-05,,http://en.wikipedia.org/wiki/1981_French_Grand_Prix
529,1978,3,30,South African Grand Prix,1978-03-04,,http://en.wikipedia.org/wiki/1978_South_African_Grand_Prix
532,1978,6,40,Belgian Grand Prix,1978-05-21,,http://en.wikipedia.org/wiki/1978_Belgian_Grand_Prix
547,1977,5,45,Spanish Grand Prix,1977-05-08,,http://en.wikipedia.org/wiki/1977_Spanish_Grand_Prix
552,1977,10,9,British Grand Prix,1977-07-16,,http://en.wikipedia.org/wiki/1977_British_Grand_Prix
569,1976,10,20,German Grand Prix,1976-08-01,,http://en.wikipedia.org/wiki/1976_German_Grand_Prix
572,1976,13,14,Italian Grand Prix,1976-09-12,,http://en.wikipedia.org/wiki/1976_Italian_Grand_Prix
580,1975,5,6,Monaco Grand Prix,1975-05-11,,http://en.wikipedia.org/wiki/1975_Monaco_Grand_Prix
581,1975,6,40,Belgian Grand Prix,1975-05-25,,http://en.wikipedia.org/wiki/1975_Belgian_Grand_Prix
596,1974,7,47,Swedish Grand Prix,1974-06-09,,http://en.wikipedia.org/wiki/1974_Swedish_Grand_Prix
597,1974,8,39,Dutch Grand Prix,1974-06-23,,http://en.wikipedia.org/wiki/1974_Dutch_Grand_Prix
601,1974,12,23,Austrian Grand Prix,1974-08-18,,http://en.wikipedia.org/wiki/1974_Austrian_Grand_Prix
606,1973,2,18,Brazilian Grand Prix,1973-02-11,,http://en.wikipedia.org/wiki/1973_Brazilian_Grand_Prix
631,1972,12,46,United States Grand Prix,1972-10-08,,http://en.wikipedia.org/wiki/1972_United_States_Grand_Prix
634,1971,3,6,Monaco Grand Prix,1971-05-23,,http://en.wikipedia.org/wiki/1971_Monaco_Grand_Prix
651,1970,9,23,Austrian Grand Prix,1970-08-16,,http://en.wikipedia.org/wiki/1970_Austrian_Grand_Prix
673,1968,7,38,British Grand Prix,1968-07-20,,http://en.wikipedia.org/wiki/1968_British_Grand_Prix
685,1967,7,20,German Grand Prix,1967-08-06,,http://en.wikipedia.org/wiki/1967_German_Grand_Prix
698,1966,9,32,Mexican Grand Prix,1966-10-23,,http://en.wikipedia.org/wiki/1966_Mexican_Grand_Prix
699,1965,1,56,South African Grand Prix,1965-01-01,,http://en.wikipedia.org/wiki/1965_South_African_Grand_Prix
723,1963,5,9,British Grand Prix,1963-07-20,,http://en.wikipedia.org/wiki/1963_British_Grand_Prix
733,1962,5,58,British Grand Prix,1962-07-21,,http://en.wikipedia.org/wiki/1962_British_Grand_Prix
