constructorstandingsid,raceid,constructorid,points,position,positiontext,wins
20819,685,167,21.0,2,2,1
23223,548,25,7.0,7,7,0
21017,673,82,6.0,8,8,0
6070,117,6,103.0,1,1,4
19579,735,176,0.0,8,8,0
6367,57,5,0.0,9,9,0
7770,328,32,1.0,10,10,0
20668,694,183,0.0,10,10,0
11311,498,6,0.0,7,7,0
2533,234,18,0.0,10,10,0
26027,908,208,8.0,8,8,0
24131,521,3,38.0,3,3,2
9927,421,27,1.0,7,7,0
24664,841,5,4.0,5,5,0
21092,678,11,14.0,6,6,0
1530,165,21,3.0,9,9,0
11324,499,51,2.0,9,9,0
24580,845,5,6.0,7,7,0
25277,892,207,0.0,11,11,0
9249,377,25,5.0,6,6,0
22023,631,6,33.0,4,4,1
11510,511,54,0.0,12,12,0
22220,590,63,0.0,9,9,0
20817,684,82,0.0,15,15,0
7800,330,18,0.0,11,11,0
9401,385,49,0.0,18,18,0
2461,228,22,18.0,3,3,0
9242,377,1,78.0,1,1,6
23611,536,4,0.0,15,15,0
11377,502,4,21.0,3,3,2
23568,534,25,25.0,3,3,1
7732,326,32,1.0,8,8,0
23120,574,27,20.0,5,5,0
11149,489,1,5.0,8,8,0
9268,378,18,1.0,9,9,0
5685,147,20,1.0,10,10,0
9558,396,1,49.0,2,2,2
10072,427,21,6.0,8,8,0
8445,316,17,13.0,5,5,0
25596,262,30,0.0,14,14,0
24754,859,9,650.0,1,1,12
8328,310,40,0.0,13,13,0
21630,652,34,35.0,3,3,1
5725,151,15,19.0,4,4,0
10205,435,45,0.0,10,10,0
19362,743,6,42.0,1,1,4
8354,311,29,0.0,17,17,0
23325,554,1,35.0,4,4,1
25113,878,6,367.0,2,2,3
26295,940,10,77.0,5,5,0
17817,772,105,6.0,5,5,0
6332,54,3,5.0,5,5,0
24644,850,3,4.0,9,9,0
25899,51,1,210.0,11,E,8
17775,767,118,8.0,3,3,1
24390,349,9,330.0,1,1,6
1804,73,1,19.0,3,3,0
25386,214,21,0.0,10,10,0
2502,231,17,9.0,7,7,0
24995,871,208,207.0,3,3,0
8902,362,48,3.0,11,11,0
3410,299,22,51.0,3,3,0
23010,568,182,0.0,18,18,0
6249,101,3,47.0,4,4,0
23002,568,32,6.0,7,7,0
9590,398,6,20.0,4,4,0
5544,184,20,3.0,8,8,0
26760,971,15,0.0,9,9,0
8234,305,33,1.0,5,5,0
25545,259,25,4.0,7,7,0
10403,447,53,9.0,7,7,0
7845,332,35,0.0,14,14,0
19323,738,167,0.0,5,5,0
