constructorresultsid,raceid,constructorid,points,status
1485,159,1,0.0,
2152,220,17,5.0,
3132,297,29,0.0,
377,53,9,1.0,
14047,349,6,12.0,
5469,449,53,3.0,
13188,547,6,6.0,
189,36,3,2.0,
4326,373,39,0.0,
3767,333,32,0.0,
664,80,9,0.0,
13449,530,54,0.0,
13734,516,3,0.0,
13364,558,1,4.0,
567,70,14,0.0,
4096,361,18,0.0,
1278,140,18,0.0,
2983,287,15,0.0,
5330,439,3,0.0,
2030,209,6,6.0,
11197,683,167,3.0,
8313,17,4,0.0,
4304,372,6,8.0,
9936,762,167,0.0,
317,48,1,18.0,D
38,21,11,3.0,
614,75,9,1.0,
12774,582,34,6.0,
14078,351,15,0.0,
15115,937,208,15.0,
5522,452,45,0.0,
2712,266,30,0.0,
2811,274,3,6.0,
15068,931,1,4.0,
4015,357,6,0.0,
1803,188,16,0.0,
11207,684,66,0.0,
1184,131,7,0.0,
10729,709,94,0.0,
12781,582,64,0.0,
1725,181,20,0.0,
756,89,6,0.0,
3350,310,40,0.0,
1136,127,15,0.0,
3419,314,26,0.0,
14182,845,10,0.0,
12489,600,79,0.0,
10619,727,54,0.0,
10764,714,6,9.0,
589,72,16,0.0,
12957,564,6,9.0,
1630,172,3,0.0,
13142,543,63,0.0,
15331,959,6,18.0,
174,34,10,0.0,
870,101,4,6.0,
2374,240,15,0.0,
2161,221,3,14.0,
11349,675,191,0.0,
3131,297,32,1.0,
14951,912,206,0.0,
2533,253,29,0.0,
411,56,2,0.0,
3093,294,25,0.0,
4478,381,35,0.0,
15394,964,209,0.0,
1558,166,3,2.0,
2330,236,18,0.0,
15399,965,5,8.0,
2628,260,15,0.0,
432,58,3,0.0,
575,71,7,0.0,
2321,235,6,0.0,
3088,294,27,0.0,
2746,269,27,0.0,
4978,415,27,0.0,
15010,918,6,6.0,
3155,298,36,0.0,
4576,387,22,2.0,
13465,531,56,0.0,
13980,343,3,0.0,
3933,12,6,10.0,
8309,17,5,1.0,
1783,186,16,0.0,
644,78,17,0.0,
11911,639,34,4.0,
5659,462,4,12.0,
5040,420,6,9.0,
3067,293,22,3.0,
11557,662,182,9.0,
14853,904,131,43.0,
1151,128,17,0.0,
14279,853,3,0.0,
15574,982,4,8.0,
654,79,4,0.0,
15106,936,5,12.0,
1313,144,3,10.0,
11149,698,191,6.0,
14288,854,131,6.0,
12191,607,80,0.0,
5632,460,51,0.0,
9640,771,118,3.0,
2858,277,32,0.0,
13259,551,37,0.0,
11312,672,196,4.0,
15540,979,6,43.0,
9883,764,124,0.0,
11742,646,37,6.0,
12484,600,58,1.0,
13181,546,27,0.0,
5127,426,1,4.0,
