qualifyid,raceid,driverid,constructorid,number,position,q1,q2,q3
1276,83,39,17,19,18,1:25.057,,
7245,974,832,5,55,6,1:13.526,1:13.397,1:13.162
3332,337,30,131,3,7,1:55.593,1:55.105,1:55.524
5620,888,17,9,2,3,1:31.428,1:30.217,1:29.608
532,43,4,1,1,10,1:15.322,1:15.084,
1983,214,79,18,20,21,1:17.563,,
2034,224,55,22,3,6,1:34.257,,
1656,191,57,1,8,1,1:30.010,,
2075,226,77,22,4,5,1:31.262,,
543,43,16,12,20,21,1:17.915,,
508,42,15,7,12,8,1:13.186,1:12.828,1:13.789
1555,161,56,19,7,9,1:26.818,,
3019,2,5,1,2,14,1:35.023,1:34.924,
3619,349,13,6,7,6,1:58.323,1:47.322,1:46.314
248,29,16,10,20,20,1:39.943,,
1838,208,49,3,4,8,1:16.971,,
1570,173,57,1,1,2,1:35.834,,
6652,944,830,5,33,10,1:12.824,1:12.712,1:12.739
7317,977,840,3,18,18,1:06.608,,
1083,68,26,5,21,11,1:46.222,1:45.851,
4854,855,30,131,7,7,1:33.748,1:32.116,
833,57,13,6,6,3,1:31.921,1:30.732,1:30.407
3154,9,8,6,4,9,1:31.869,1:41.730,1:34.710
1478,140,66,7,25,18,1:35.191,,
1671,191,63,21,17,16,1:33.927,,
3559,346,153,5,17,18,1:32.430,,
2231,242,71,3,5,4,1:27.512,,
1375,88,8,1,9,17,2:02.309,,
1308,85,23,7,17,10,1:22.266,,
897,60,4,4,1,1,1:21.018,1:20.271,1:20.253
1438,109,52,17,12,20,1:40.910,,
2757,264,22,17,14,6,1:26.271,,
3483,343,67,5,16,14,1:28.534,1:28.273,
6980,961,18,1,22,15,1:23.666,1:23.399,
4290,100,17,19,14,10,1:20.004,,
4499,74,40,18,20,19,1:26.484,1:30.564,
4436,71,40,18,20,16,1:50.864,1:37.499,
325,33,22,11,17,17,1:18.882,,
3734,354,807,3,10,1,1:20.050,1:19.144,1:14.470
2569,255,87,1,7,24,16:42.640,,
5184,869,807,10,12,5,1:16.271,1:39.467,1:43.501
947,62,18,11,12,7,1:12.238,1:11.865,1:12.523
499,41,27,12,21,21,1:19.196,,
3384,339,808,4,12,11,1:47.952,1:48.760,
7204,972,817,9,3,5,1:35.560,1:35.483,1:34.905
1949,213,57,1,9,9,1:18.916,,
3014,2,8,6,4,9,1:35.476,1:34.456,1:36.170
6141,911,824,206,17,16,2:11.051,2:12.470,
919,61,4,4,1,1,1:15.350,1:14.726,1:14.942
2707,262,56,17,15,8,1:27.780,,
3037,3,5,1,2,12,1:36.646,1:36.032,
4840,854,808,4,10,18,1:49.835,,
370,36,4,1,1,2,1:26.697,1:25.326,1:26.493
1747,200,30,6,3,4,1:30.551,,
1275,83,27,18,21,17,1:24.443,,
924,61,3,3,10,6,1:16.404,1:15.269,1:16.012
505,42,2,2,9,5,1:12.543,1:12.188,1:12.847
4681,847,4,6,5,2,1:13.822,1:13.672,1:13.199
5302,874,155,15,14,4,1:32.042,1:31.886,1:31.700
41,19,7,5,14,19,1:36.677,,
6355,928,828,15,9,10,1:38.941,1:38.127,1:38.158
4248,98,44,7,17,8,1:11.167,,
3858,112,21,17,11,17,1:20.976,,
1128,70,37,1,4,12,1:11.825,1:11.658,
4688,847,2,4,9,9,1:15.096,1:14.467,1:14.062
2017,216,15,20,14,11,1:43.226,,
40,19,6,3,8,18,1:36.388,,
218,28,12,4,6,10,1:20.583,1:20.131,1:22.371
2348,246,79,25,3,19,1:21.930,,
4868,855,817,164,22,22,1:37.846,,
4331,102,17,19,14,11,1:20.730,,
2425,249,86,30,16,24,1:26.570,,
561,44,3,3,16,17,1:21.219,,
5543,884,18,1,5,14,1:23.166,1:22.355,
4838,854,153,5,19,16,1:49.588,1:49.862,
692,50,3,3,16,16,1:26.579,1:25.816,1:26.728
2497,252,98,30,16,24,1:32.769,,
5961,903,18,1,22,12,1:57.783,1:56.963,
4801,852,1,1,3,2,2:03.008,2:02.823,1:48.730
6720,949,836,209,94,16,1:32.806,,
904,60,31,1,4,8,1:22.169,1:20.816,1:21.107
4497,74,39,17,19,17,1:23.123,1:28.976,
4722,848,5,205,20,19,1:41.664,,
2739,263,79,25,3,14,1:18.192,,
3674,351,808,4,12,13,1:48.906,1:48.165,
6840,955,8,6,7,5,1:44.936,1:44.533,1:44.269
1325,86,30,6,1,7,1:47.476,,
1752,200,23,17,10,9,1:31.917,,
6042,907,817,9,3,5,1:10.395,1:09.638,1:09.466
3123,7,67,5,12,18,1:28.708,,
3180,10,12,4,8,15,1:21.278,1:21.389,
5330,875,807,10,12,8,1:38.981,1:38.428,1:38.266
963,63,30,6,5,1,1:15.865,1:15.111,1:15.493
4696,847,37,15,17,17,1:16.229,1:15.587,
6108,910,4,6,14,5,1:26.087,1:24.249,1:23.909
3343,337,153,5,17,18,1:57.071,,
5447,880,3,131,9,6,1:43.380,1:36.194,1:28.523
7272,975,832,5,55,13,1:14.051,1:13.756,
1108,69,17,3,9,14,1:31.647,1:31.276,
1274,83,17,3,7,16,1:23.495,,
4038,121,47,17,12,18,1:25.881,,
700,51,8,6,6,2,1:35.692,1:35.381,1:36.044
120,23,18,11,16,12,1:16.259,1:16.101,
