resultid,raceid,driverid,constructorid,number,grid,position,positiontext,positionorder,points,laps,time,milliseconds,fastestlap,rank,fastestlaptime,fastestlapspeed,statusid
6155,294,105,29,9,11,7.0,7,7,0.0,77,,,,,,,11
4971,250,30,22,1,16,1.0,1,1,10.0,44,1:36:47.875,5807875.0,,,,,1
18441,762,403,6,15,7,,R,14,0.0,5,,,,,,,3
13536,553,231,1,1,4,,R,13,0.0,32,,,,,,,48
2274,127,8,1,4,5,,R,14,0.0,44,,,,,,,43
18400,760,347,66,10,10,,R,18,0.0,37,,,,,,,23
15567,629,327,25,2,14,,R,23,0.0,14,,,,,,,5
7471,334,118,32,11,10,,R,11,0.0,63,,,,,,,6
9895,422,119,51,22,18,,R,25,0.0,4,,,,,,,5
4646,236,77,22,4,5,6.0,6,6,1.0,44,+29.896,5325021.0,,,,,1
7283,328,129,45,14,0,,F,27,0.0,0,,,,,,,81
14041,571,172,27,26,10,,R,16,0.0,53,,,,,,,44
7929,357,95,6,27,3,,R,18,0.0,23,,,,,,,6
5851,283,123,17,15,24,9.0,9,9,0.0,75,,,,,,,12
21580,874,818,5,17,19,13.0,13,13,0.0,53,+88.645,5424887.0,39.0,9.0,1:37.533,214.339,1
8663,377,119,3,6,10,,R,16,0.0,26,,,,,,,10
4813,243,93,31,11,22,15.0,15,15,0.0,61,,,,,,,14
4633,235,65,15,14,8,,R,13,0.0,35,,,,,,,5
5127,256,77,6,28,4,,R,13,0.0,34,,,,,,,5
9826,420,140,25,4,23,7.0,7,7,0.0,58,,,,,,,13
16933,696,402,172,20,20,9.0,9,9,0.0,63,,,,,,,15
5494,269,100,33,20,22,,R,24,0.0,27,,,,,,,22
5274,261,106,33,19,17,,R,26,0.0,0,,,,,,,5
8836,383,158,21,18,5,3.0,3,3,4.0,51,+35.532,4695276.0,,,,,1
22749,937,18,1,22,19,14.0,14,14,0.0,42,,,38.0,15.0,1:55.533,218.244,11
1476,88,21,4,6,3,2.0,2,2,8.0,53,+1.633,5343845.0,19.0,3.0,1:32.522,225.948,1
11897,494,203,6,27,16,,R,24,0.0,0,,,,,,,4
6044,290,131,17,32,15,,R,20,0.0,17,,,,,,,6
5042,252,97,29,9,20,,R,24,0.0,0,,,,,,,6
9231,397,122,37,16,23,11.0,11,11,0.0,49,,,,,,,13
4883,246,56,17,15,11,9.0,9,9,0.0,71,,,,,,,11
18992,789,619,87,26,22,11.0,11,11,0.0,88,,,,,,,53
15586,630,182,37,26,19,,D,15,0.0,64,,,,,,,2
23013,952,18,1,22,12,9.0,9,9,2.0,65,,,39.0,18.0,1:30.260,185.663,11
6335,299,90,38,34,0,,F,30,0.0,0,,,,,,,81
5615,274,112,33,19,11,7.0,7,7,0.0,70,,,,,,,11
1606,94,17,19,14,9,12.0,12,12,0.0,65,,,11.0,9.0,1:18.617,211.877,11
23341,967,807,10,27,8,7.0,7,7,6.0,71,+29.827,10891162.0,69.0,8.0,1:26.728,178.862,1
15147,613,223,66,19,10,7.0,7,7,0.0,67,+1:11.7,5430200.0,,,,,1
4676,237,71,3,5,1,,R,16,0.0,5,,,,,,,20
824,56,33,13,18,19,16.0,16,16,0.0,60,,,53.0,18.0,1:27.160,204.823,12
15064,609,199,34,10,7,,R,18,0.0,14,,,,,,,5
4739,240,22,17,14,16,,R,19,0.0,16,,,,,,,6
7074,322,109,46,36,0,,F,28,0.0,0,,,,,,,81
15512,627,305,63,14,16,,R,20,0.0,8,,,,,,,22
2231,125,17,18,23,21,,R,15,0.0,34,,,,,,,10
13053,536,219,4,15,12,,R,14,0.0,46,,,,,,,101
7125,324,95,6,2,7,,R,9,0.0,63,,,,,,,84
2649,145,14,1,4,3,5.0,5,5,2.0,65,+51.616,5514921.0,,,,,1
10076,429,160,53,20,19,,W,26,0.0,0,,,,,,,54
10760,455,190,45,31,26,,R,20,0.0,20,,,,,,,20
2681,146,4,18,21,18,,R,15,0.0,38,,,,,,,6
14513,589,239,64,25,18,,R,13,0.0,46,,,,,,,3
6268,297,70,18,23,0,,F,27,0.0,0,,,,,,,81
1472,87,38,18,20,18,,R,18,0.0,34,,,16.0,18.0,1:15.792,204.670,5
17088,703,356,183,8,8,,W,21,0.0,0,,,,,,,54
2965,159,48,18,20,18,,R,13,0.0,31,,,,,,,5
7994,359,99,39,40,17,6.0,6,6,1.0,68,,,,,,,11
3413,179,22,24,16,7,,D,22,0.0,64,,,,,,,2
21638,876,37,164,22,22,,R,23,0.0,43,,,39.0,24.0,1:32.864,198.677,3
2978,160,22,6,4,4,4.0,4,4,3.0,62,+1:29.276,5589052.0,,,,,1
17485,722,397,172,22,0,,W,21,0.0,0,,,,,,,54
21561,873,811,3,19,22,18.0,18,18,0.0,57,,,27.0,9.0,1:53.610,160.749,31
22244,905,807,10,27,11,5.0,5,5,10.0,77,,,38.0,9.0,1:20.767,148.872,11
15410,623,280,37,22,9,,R,19,0.0,58,,,,,,,3
19684,818,529,150,27,30,,R,24,0.0,93,,,,,,,51
1408,84,39,17,19,18,14.0,14,14,0.0,55,,,42.0,19.0,1:29.286,215.227,13
20574,347,22,3,9,8,12.0,12,12,0.0,66,,,63.0,13.0,1:17.029,213.768,11
18407,760,465,170,54,0,,F,25,0.0,0,,,,,,,81
6280,298,123,27,25,8,7.0,7,7,0.0,45,+1:37.180,4799212.0,,,,,1
2901,156,22,6,2,5,15.0,15,15,0.0,71,,,,,,,5
15838,641,317,180,3,7,5.0,5,5,2.0,63,,,,,,,11
18560,768,555,113,15,14,,R,18,0.0,122,,,,,,,37
22354,910,13,3,19,6,5.0,5,5,10.0,70,+29.841,6814899.0,51.0,7.0,1:28.229,178.757,1
3117,166,2,20,15,16,12.0,12,12,0.0,71,,,,,,,11
5403,266,94,18,23,15,,R,17,0.0,58,,,,,,,20
2993,160,2,20,15,22,,R,19,0.0,22,,,,,,,9
12318,509,95,32,43,0,,F,25,0.0,0,,,,,,,81
21857,886,822,3,17,3,14.0,14,14,0.0,69,,,63.0,14.0,1:18.004,201.266,11
5017,251,85,30,17,21,,R,23,0.0,0,,,,,,,3
7206,326,102,1,27,3,20.0,20,20,0.0,63,,,,,,,27
20791,841,15,205,21,20,13.0,13,13,0.0,56,,,52.0,16.0,1:32.550,206.275,12
6684,311,137,22,20,7,8.0,8,8,0.0,70,,,,,,,12
21711,879,815,15,15,12,,R,24,0.0,0,,,,0.0,,,4
22047,896,1,131,10,3,6.0,6,6,8.0,60,+52.475,5524662.0,53.0,15.0,1:29.052,207.182,1
18915,786,611,113,4,13,2.0,2,2,6.0,200,+0:20.45,14029290.0,,,,,1
1292,78,21,4,6,4,,R,18,0.0,32,,,24.0,5.0,1:14.890,209.635,9
22496,916,826,5,26,17,15.0,15,15,0.0,55,,,53.0,3.0,1:41.689,195.171,11
21760,882,18,1,5,8,5.0,5,5,10.0,56,+35.285,5822230.0,56.0,2.0,1:38.058,200.122,1
16867,692,341,167,10,2,,R,16,0.0,5,,,,,,,69
2665,145,37,19,19,20,,R,21,0.0,5,,,,,,,4
9179,395,123,22,20,6,,R,11,0.0,26,,,,,,,5
