city_id,city,country_id,last_update
13,Ал-Хава,82,2006-02-15 03:45:25
17,Александррия,49,2006-02-15 03:45:25
23,Амстердам,67,2006-02-15 03:45:25
40,Атлитско,60,2006-02-15 03:45:25
53,Бандар СериБегаван,16,2006-02-15 03:45:25
56,Базель,91,2006-02-15 03:45:25
57,Бейт-Ям,48,2006-02-15 03:45:25
61,Бебей,75,2006-02-15 03:45:25
64,Бейра,63,2006-02-15 03:45:25
65,Белвью,103,2006-02-15 03:45:25
82,Бислиг,75,2006-02-15 03:45:25
107,Чандрапур,44,2006-02-15 03:45:25
108,Чангхва,92,2006-02-15 03:45:25
116,Чунго,92,2006-02-15 03:45:25
118,Чиомас,45,2006-02-15 03:45:25
123,Кларксвилл,103,2006-02-15 03:45:25
133,Честохова,76,2006-02-15 03:45:25
137,Двинск,54,2006-02-15 03:45:25
148,Дюссельдорф,38,2006-02-15 03:45:25
149,Дандек,102,2006-02-15 03:45:25
152,Эффон-Алайе,69,2006-02-15 03:45:25
161,Эскобар,6,2006-02-15 03:45:25
164,Этауа,44,2006-02-15 03:45:25
174,Фюю,23,2006-02-15 03:45:25
175,Фузhou,23,2006-02-15 03:45:25
186,Грац,9,2006-02-15 03:45:25
190,Гуа́с Линдас де Гояс,15,2006-02-15 03:45:25
202,Хидалго,60,2006-02-15 03:45:25
206,Ходиада,107,2006-02-15 03:45:25
227,Ивакуни,50,2006-02-15 03:45:25
237,Едда,82,2006-02-15 03:45:25
243,Джодхпур,44,2006-02-15 03:45:25
248,Суд за пределами,15,2006-02-15 03:45:25
256,Камакура,50,2006-02-15 03:45:25
257,Камахатти,44,2006-02-15 03:45:25
260,Каназа,50,2006-02-15 03:45:25
290,Ла-Романа,27,2006-02-15 03:45:25
298,Лэньшуйцзян,23,2006-02-15 03:45:25
302,Лиаочэнг,23,2006-02-15 03:45:25
306,Линкольн,103,2006-02-15 03:45:25
308,Липецк,80,2006-02-15 03:45:25
318,Мадиун,45,2006-02-15 03:45:25
321,Мальм,90,2006-02-15 03:45:25
324,Манди Бхадурдин,72,2006-02-15 03:45:25
326,Маракабо,104,2006-02-15 03:45:25
332,Мьсян,23,2006-02-15 03:45:25
336,Мирадж,44,2006-02-15 03:45:25
344,Мосул,47,2006-02-15 03:45:25
346,Мунгер (Монгхир),44,2006-02-15 03:45:25
359,Нам Динь,105,2006-02-15 03:45:25
372,Ноюр,52,2006-02-15 03:45:25
384,Османье,97,2006-02-15 03:45:25
400,Патиала,44,2006-02-15 03:45:25
403,Пемаланг,45,2006-02-15 03:45:25
410,По,15,2006-02-15 03:45:25
418,Пурня,44,2006-02-15 03:45:25
419,Пурвакарта,45,2006-02-15 03:45:25
423,Кансех,46,2006-02-15 03:45:25
427,Рампур,44,2006-02-15 03:45:25
439,Саарбикен,38,2006-02-15 03:45:25
448,Самбхал,44,2006-02-15 03:45:25
451,Сан-Фелипе-дель-Прогресо,60,2006-02-15 03:45:25
461,Санто-Андре,15,2006-02-15 03:45:25
465,Савхадж,29,2006-02-15 03:45:25
481,Сирян,46,2006-02-15 03:45:25
494,Саутгемптон,102,2006-02-15 03:45:25
498,Старой Загорой,17,2006-02-15 03:45:25
499,Стерлинг Хайтс,103,2006-02-15 03:45:25
509,Суракарт,45,2006-02-15 03:45:25
511,Сиракузы,49,2006-02-15 03:45:25
525,Тангай,12,2006-02-15 03:45:25
533,Тель-Авив-Яффо,48,2006-02-15 03:45:25
548,Тугuegарао,75,2006-02-15 03:45:25
552,Уеда,50,2006-02-15 03:45:25
560,Вадуз,55,2006-02-15 03:45:25
566,Варанаси (Бенярес),44,2006-02-15 03:45:25
567,Виктория Лопес,6,2006-02-15 03:45:25
577,Вроцлав,76,2006-02-15 03:45:25
583,Янгёр,65,2006-02-15 03:45:25
586,Ереван,7,2006-02-15 03:45:25
