year,round,series,tmidwinner,lgidwinner,tmidloser,lgidloser,w,l,t,goalswinner,goalsloser,note
1952,SCF,C,MTL,NHL,BOS,NHL,4,1,0,16,9,
1950,SF,B,TOR,NHL,BOS,NHL,4,1,1,17,5,
1992,DSF,E,STL,NHL,CHI,NHL,4,0,0,13,6,
1950,SF,A,MTL,NHL,DET,NHL,4,2,0,13,12,
1978,QF,F,MTL,NHL,TOR,NHL,4,0,0,19,10,
1983,DF,J,NYI,NHL,WAS,NHL,4,1,0,20,13,
1930,QF,B,CHI,NHL,TOR,NHL,1,0,1,4,3,TG
1993,SCF,O,NYR,NHL,VAN,NHL,4,3,0,21,19,
2005,CF,N,EDM,NHL,ANA,NHL,4,1,0,16,13,
1978,Pre,D,PIT,NHL,BUF,NHL,2,1,0,9,9,
2010,CF,N,VAN,NHL,SJS,NHL,4,1,0,20,13,
1925,SF,,MTM,NHL,PIP,NHL,1,0,1,6,4,TG
1931,SCF,E,TOR,NHL,NYR,NHL,3,0,0,18,10,
1920,F,,OTS,NHL,TRS,NHL,2,0,0,7,0,TG
1982,CF,N,EDM,NHL,CHI,NHL,4,0,0,25,11,
1992,DSF,G,VAN,NHL,WIN,NHL,4,2,0,21,17,
1982,DF,L,EDM,NHL,CAL,NHL,4,1,0,35,13,
1921,SF,,REG,WCHL,CAT,WCHL,1,0,1,2,1,TG
1974,SF,,HOU,WHA,SDM,WHA,4,0,0,17,5,
1978,Pre,B,NYR,NHL,LAK,NHL,2,0,0,9,2,
2007,CQF,E,DET,NHL,NAS,NHL,4,2,0,17,12,
1924,SCF,,VIC,WCHL,MTL,NHL,3,1,0,16,8,
1977,Pre,C,TOR,NHL,LAK,NHL,2,0,0,11,3,
1972,DSF,,CLC,WHA,PHB,WHA,4,0,0,19,6,
2000,CF,N,COL,NHL,STL,NHL,4,1,0,17,11,
1967,SCF,G,MTL,NHL,STL,NHL,4,0,0,11,7,
2005,CQF,D,BUF,NHL,PHI,NHL,4,2,0,27,14,
2000,CQF,C,PIT,NHL,WAS,NHL,4,2,0,14,10,
1979,QF,J,BUF,NHL,CHI,NHL,4,0,0,16,7,
1986,DF,L,EDM,NHL,WIN,NHL,4,0,0,17,9,
1974,Pre,C,PIT,NHL,STL,NHL,2,0,0,9,6,
1963,SF,A,TOR,NHL,MTL,NHL,4,3,0,17,14,
1982,DF,J,NYI,NHL,NYR,NHL,4,2,0,28,15,
1995,CQF,D,FLO,NHL,BOS,NHL,4,1,0,22,16,
