year,lgid,tmid,hw,hl,ht,hotl,rw,rl,rt,rotl,sepw,sepl,sept,sepol,octw,octl,octt,octol,novw,novl,novt,novol,decw,decl,dect,decol,janw,janl,jant,janol,febw,febl,febt,febol,marw,marl,mart,marol,aprw,aprl,aprt,aprol
1990,NHL,BUF,15,13,12.0,,16,17,7.0,,,,,,3,5,4,,6,4,2,,5,7,3,,7,5,1.0,,3,4,6.0,,7,5,3,,,,,
1961,NHL,NYR,16,11,8.0,,10,21,4.0,,,,,,6,4,2,,4,2,4,,4,7,2,,2,10,0.0,,6,5,3.0,,4,4,1,,,,,
1990,NHL,MTL,23,12,5.0,,16,18,6.0,,,,,,7,6,1,,6,5,2,,6,6,2,,10,3,0.0,,3,5,3.0,,7,5,3,,,,,
1953,NHL,TOR,22,6,7.0,,10,18,7.0,,,,,,4,4,2,,7,3,3,,6,3,2,,7,5,1.0,,5,4,4.0,,3,5,2,,,,,
2000,NHL,EDM,23,9,7.0,2,16,19,5.0,1,,,,,6,5,2,0,8,5,1,0,4,5,3,1,7,6,2.0,0,5,3,1.0,1,8,3,1,1,1,1,2,0
1978,NHL,MNS,19,15,6.0,,9,25,6.0,,,,,,1,4,2,,4,10,0,,9,4,1,,5,5,4.0,,4,4,3.0,,4,10,1,,1,3,1,
2002,NHL,NYI,18,18,5.0,0,17,16,6.0,2,,,,,3,6,1,0,5,7,2,0,8,3,2,0,8,4,0.0,2,5,4,3.0,0,5,8,2,0,1,2,1,0
1991,NHL,PHI,22,11,7.0,,10,26,4.0,,,,,,4,5,1,,4,8,1,,4,4,5,,4,7,2.0,,7,5,2.0,,8,6,0,,1,2,0,
1945,NHL,NYR,8,12,5.0,,5,16,4.0,,,,,,0,1,0,,3,8,1,,2,6,2,,3,6,1.0,,2,4,5.0,,3,3,0,,,,,
1987,NHL,QUE,15,23,2.0,,17,20,3.0,,,,,,5,4,1,,5,7,0,,6,6,1,,5,8,1.0,,5,8,1.0,,6,8,1,,0,2,0,
1940,NHL,DET,14,5,5.0,,7,11,6.0,,,,,,,,,,4,1,4,,5,5,1,,4,5,3.0,,4,3,2.0,,4,2,1,,,,,
2009,NHL,TOR,18,17,,6,12,21,,8,,,,,1,7,,4,5,5,,3,8,6,,2,3,10,,2,2,3,,0,9,5,,2,2,2,,1
1933,NHL,MTM,11,6,7.0,,8,12,4.0,,,,,,,,,,3,3,2,,1,6,3,,6,4,3.0,,6,4,1.0,,3,1,2,,,,,
1915,PCHA,VA1,3,4,0.0,,2,9,0.0,,,,,,,,,,,,,,2,3,0,,1,5,0.0,,2,5,0.0,,,,,,,,,
1937,NHL,CHI,10,10,4.0,,4,15,5.0,,,,,,,,,,2,6,2,,4,3,1,,3,5,4.0,,2,8,2.0,,3,3,0,,,,,
1927,NHL,CHI,2,18,2.0,,5,16,1.0,,,,,,,,,,1,3,2,,2,8,0,,1,10,1.0,,3,6,0.0,,0,7,0,,,,,
2009,NHL,COL,24,14,,3,19,16,,6,,,,,10,2,,2,5,6,,3,8,5,,1,7,5,,0,5,2,,0,6,8,,1,2,2,,2
1985,NHL,NYI,22,11,7.0,,17,18,5.0,,,,,,4,3,1,,6,5,4,,5,5,4,,8,4,1.0,,7,5,0.0,,7,5,2,,2,2,0,
1990,NHL,CAL,29,8,3.0,,17,18,5.0,,,,,,9,4,0,,5,5,3,,8,5,1,,5,6,1.0,,8,2,2.0,,11,4,1,,,,,
1997,NHL,BUF,20,13,8.0,,16,16,9.0,,,,,,4,7,2,,3,5,3,,7,7,1,,5,2,4.0,,3,0,4.0,,9,5,1,,5,3,2,
1938,NHL,DET,14,8,2.0,,4,16,4.0,,,,,,,,,,2,7,0,,4,5,2,,4,4,3.0,,3,5,1.0,,5,3,0,,,,,
1912,PCHA,VA1,7,1,0.0,,3,4,0.0,,,,,,,,,,,,,,2,1,0,,4,1,0.0,,3,2,0.0,,1,1,0,,,,,
1952,NHL,NYR,11,14,10.0,,6,23,6.0,,,,,,1,6,2,,2,6,4,,2,6,5,,5,7,1.0,,4,5,3.0,,3,7,1,,,,,
