playerid,coachid,hofid,firstname,lastname,namenote,namegiven,namenick,height,weight,shootcatch,legendsid,ihdbid,hrefid,firstnhl,lastnhl,firstwha,lastwha,pos,birthyear,birthmon,birthday,birthcountry,birthstate,birthcity,deathyear,deathmon,deathday,deathcountry,deathstate,deathcity
mcleaar01,,,Archie,McLean,,Archibald,,,,,,,,,,,,D,,,,,,,,,,,,
tordjjo01,,,Josh,Tordjman,,,,73,157,L,22173,70728,tordjjo01,2008,2008,,,G,1985,1,11,Canada,QC,Montreal,,,,,,
dunlafr01,,,Frank,Dunlap,,Franklin Egan,Judge/Bill,72,185,L,12509,14580,dunlafr01,1943,1943,,,R,1924,8,10,Canada,ON,Ottawa,1993,12,26,Canada,ON,Ottawa
descoma01,,,Matthieu,Descoteaux,,,,75,216,L,11654,20197,descoma01,2000,2000,,,D,1977,9,23,Canada,QC,Pierreville,,,,,,
kopakru01,,,Russ,Kopak,,Russell,,70,158,L,13217,13798,kopakru01,1943,1943,,,C,1924,4,26,Canada,AB,Edmonton,1998,11,25,,,
burnsga01,,,Gary,Burns,,Gary,,73,190,L,12157,6591,burnsga01,1980,1981,,,F,1955,1,16,USA,MA,Cambridge,,,,,,
gagejo01,,,Jody,Gage,,Joseph William,,72,190,R,10508,1804,gagejo01,1980,1991,,,R,1959,11,29,Canada,ON,Toronto,,,,,,
joliare01,,,Rene,Joliat,,Rene Robert,Bobby,65,140,L,13132,29880,joliare01,1924,1924,,,R,1898,4,25,Canada,ON,Ottawa,1953,8,10,Canada,ON,Ottawa
dineeke01,dineeke01c,,Kevin,Dineen,,Kevin William,,71,198,R,10364,1368,dineeke01,1984,2002,,,R,1963,10,28,Canada,QC,Quebec City,,,,,,
brownse01,,,Sean,Brown,,Sean Paul Roy,,75,215,L,10513,19346,brownse01,1996,2005,,,D,1976,11,5,Canada,ON,Oshawa,,,,,,
wallmi01,,,Michael,Wall,,,,74,209,L,21905,62546,wallmi01,2006,2006,,,G,1985,7,25,Canada,BC,Telkwa,,,,,,
,,adamswe01h,Weston,Adams,,Weston W. (Sr.),,,,,B197201,,,,,,,,1904,8,9,USA,MA,Springfield,1973,3,19,,,
delzomi01,,,Michael,Del Zotto,,,,73,191,L,,96525,delzomi01,2009,2011,,,D,1990,6,24,Canada,ON,Stouffville,,,,,,
viaupi01,,,Pierre,Viau,,Pierre,,74,185,L,,11711,viaupi01,,,1972,1972,D,1952,1,29,Canada,QC,Montreal,,,,,,
majesiv01,,,Ivan,Majesky,,,,77,230,R,20439,56028,majesiv01,2002,2005,,,D,1976,9,2,Czech Republic,,Bystrica,,,,,,
westwto01,,,Tom,Westwick,,Thomas Frederick,,68,150,R,,,,,,,,,1887,6,28,Canada,ON,Ottawa,,,,,,
dagosma01,,,Matt,D'Agostini,,,,72,182,R,21806,80171,dagosma01,2007,2011,,,R,1986,10,23,Canada,ON,Sault Ste. Marie,,,,,,
duprari01,,,Rich,Dupras,,Richard,,72,185,L,,10211,duprari01,,,1973,1973,C,1950,1,1,Canada,QC,Montreal,,,,,,
kocerja01,,,Jaroslav,Kocer,,,,,,,,40829,kocerja01,,,1977,1977,D,,,,,,,,,,,,
frasego01,,,Gord,Fraser,,Gordon Charles,Brick,72,180,L,12645,22847,frasego01,1926,1930,,,D,1902,1,3,Canada,ON,Pembroke,1966,,,,,
hilleja01,,,Jack,Hillen,,,,70,190,L,22634,73773,hilleja01,2007,2011,,,D,1986,1,24,USA,MN,Minnetonka,,,,,,
larioig01,,larioig01h,Igor,Larionov,,Igor,The Professor,69,170,L,P200802,2973,larioig01,1989,2003,,,C,1960,12,3,Russia,,Voskresensk,,,,,,
mccleja01,,,Jay,McClement,,,,73,199,L,20149,50112,mccleja01,2005,2011,,,C,1983,3,2,Canada,ON,Kingston,,,,,,
colvine01,colvine01c,colvine01h,Neil,Colville,,Neil MacNeil,,71,175,R,P196702,1056,colvine01,1935,1948,,,C,1914,8,4,Canada,AB,Edmonton,1987,12,26,,,
lundbbr01,,,Brian,Lundberg,,Brian Frederick,,70,190,R,13436,6454,lundbbr01,1982,1982,,,D,1960,6,5,Canada,BC,Burnaby,,,,,,
macnebe01,,,Bernie,MacNeil,,Bernard Stephen,,71,190,L,13481,6832,macnebe01,1973,1973,1972,1975,L,1950,3,7,Canada,ON,Sudbury,,,,,,
mcardke01,,,Kenndal,McArdle,,,,71,190,L,21639,71968,mcardke01,2008,2011,,,L,1987,1,4,Canada,ON,Toronto,,,,,,
jeffrla01,,,Larry,Jeffrey,,Lawrence Joseph,,71,189,L,13092,2520,jeffrla01,1961,1968,,,L,1940,10,12,Canada,ON,Goderich,,,,,,
kerrda01,,,Dave,Kerr,,David Alexander,,70,160,R,18579,2696,kerrda01,1930,1940,,,G,1910,1,11,Canada,ON,Toronto,1978,5,11,,,
glovefr01,glovefr01c,,Fred,Glover,,Frederick Austin,,69,170,R,12733,1934,glovefr01,1948,1952,,,C,1928,1,5,Canada,ON,Toronto,2001,8,16,,,
sparrem01,,,Emory,Sparrow,,Emory William,Spunk,71,180,R,14401,24563,sparrem01,1924,1924,,,C,1898,9,15,Canada,MB,Hartney,1965,2,2,,,
sharpma01,,,MacGregor,Sharp,,,,73,185,L,,69009,sharpma01,2009,2009,,,C,1985,10,1,Canada,AB,Red Deer,,,,,,
orlovdm01,,,Dmitri,Orlov,,,,72,210,,,,orlovdm01,2011,2011,,,D,1991,7,23,,,,,,,,,
riouxpi01,,,Pierre,Rioux,,Pierre,,69,165,R,14126,6176,riouxpi01,1982,1982,,,R,1962,2,1,Canada,QC,Quebec City,,,,,,
reekijo01,,,Joe,Reekie,,Joseph James,,75,220,L,11355,4508,reekijo01,1985,2001,,,D,1965,2,22,Canada,BC,Victoria,,,,,,
kuznema01,,,Maxim,Kuznetsov,,,,77,230,L,10628,14463,kuznema01,2000,2003,,,D,1977,3,24,Russia,,Pavlodor,,,,,,
rycroma01,,,Mark,Rycroft,,,,72,192,R,20121,33895,rycroma01,2001,2006,,,R,1978,7,12,Canada,BC,Penticton,,,,,,
rivarfe01,,,Fern,Rivard,,Fernand Joseph,,69,160,L,18677,6854,rivarfe01,1968,1974,,,G,1946,1,18,Canada,QC,Grand'Mere,,,,,,
crowdbr01,,,Bruce,Crowder,,Bruce James,,72,180,R,12375,1171,crowdbr01,1981,1984,,,R,1957,3,25,Canada,ON,Essex,,,,,,
ruppmi01,,,Mike,Rupp,,Michael,,77,230,L,16896,31851,ruppmi01,2002,2011,,,C,1980,1,13,USA,OH,Cleveland,,,,,,
watsoji01,,,Jim,Watson,,James Arthur,Watty,74,186,L,14648,10284,watsoji01,1963,1971,1972,1975,D,1943,6,28,Canada,QC,Malartic,,,,,,
negrijo01,,,John,Negrin,,,,75,200,L,22275,82961,negrijo01,2008,2008,,,D,1989,3,25,Canada,BC,West Vancouver,,,,,,
nickuer01,,,Eric,Nickulas,,Eric,,71,206,R,10893,26653,nickuer01,1998,2005,,,R,1975,3,25,USA,MA,Hyannis,,,,,,
hickebi01,,,Bill,Hicke,,William Lawrence,,68,164,L,12929,2265,hickebi01,1958,1971,1972,1972,R,1938,3,31,Canada,SK,Regina,2005,7,18,Canada,SK,Albert Park
foligma01,,,Marcus,Foligno,,,,74,215,,,,foligma01,2011,2011,,,L,1991,8,10,,,,,,,,,
smithst03,,,Stu,Smith,,Stuart Gordon,,73,205,R,14380,6428,smithst03,1979,1982,,,D,1960,3,17,Canada,ON,Toronto,,,,,,
zanusro01,,,Ron,Zanussi,,Ronald Kenneth,,71,180,R,14746,5850,zanusro01,1977,1981,,,R,1956,8,31,Canada,ON,Toronto,,,,,,
hulljo01,,,Jody,Hull,,Jody,,74,195,R,10682,2412,hulljo01,1988,2003,,,R,1969,2,2,Canada,ON,Petrolia,,,,,,
lalonri01,,,Rick,Lalonde,,Richard,,72,200,R,,11913,lalonri01,,,1975,1975,D,1955,2,19,Canada,ON,Ottawa,,,,,,
