playerid,year,stint,tmid,lgid,pos,gp,g,a,pts,pim,+/-,ppg,ppa,shg,sha,gwg,gtg,sog,postgp,postg,posta,postpts,postpim,post+/-,postppg,postppa,postshg,postsha,postgwg,postsog
bourgle01,1933,1,MTL,NHL,D/R,48.0,4.0,3.0,7.0,10.0,,,,,,,,,2,0,0,0,0,,,,,,,
hadfivi01,1963,1,NYR,NHL,L,69.0,14.0,11.0,25.0,151.0,,1,,0,,4,1,,,,,,,,,,,,,
daleypa01,1979,1,WIN,NHL,L,5.0,1.0,0.0,1.0,4.0,-2,0,,0,,0,0,6,,,,,,,,,,,,
petroro01,1994,1,HAR,NHL,C,2.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,,,,,,,,,,,,
kobasch01,2009,1,BOS,NHL,R,7.0,0.0,1.0,1.0,2.0,-2,0,0,0,0,0,,13,,,,,,,,,,,,
murrapa01,1991,1,PHI,NHL,L,9.0,1.0,0.0,1.0,0.0,3,0,0,0,0,0,0,8,,,,,,,,,,,,
zrymije01,1975,2,TOT,WHA,D,17.0,0.0,5.0,5.0,21.0,-14,0,,0,,0,,13,,,,,,,,,,,,
hilleja01,2009,1,NYI,NHL,D,69.0,3.0,18.0,21.0,44.0,-5,1,4,0,1,0,,78,,,,,,,,,,,,
sarjege01,1995,1,SJS,NHL,G,4.0,0.0,0.0,0.0,2.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
lorenji01,1971,2,NYR,NHL,C,7.0,0.0,0.0,0.0,0.0,-1,0,,0,,0,0,1,,,,,,,,,,,,
kasside01,1972,1,ALB,WHA,L,50.0,6.0,7.0,13.0,14.0,,1,,0,,,,,,,,,,,,,,,,
eavesmi01,1984,1,CAL,NHL,C,56.0,14.0,29.0,43.0,10.0,14,1,,2,,1,1,96,,,,,,,,,,,,
walkeja01,1914,1,TBS,NHA,,19.0,12.0,7.0,19.0,11.0,,,,,,,,,,,,,,,,,,,,
almonco01,2011,1,MIN,NHL,C,10.0,1.0,0.0,1.0,15.0,-5,0,0,0,0,0,,7,,,,,,,,,,,,
daiglal02,2005,1,MIN,NHL,R,46.0,5.0,23.0,28.0,12.0,-6,2,11,0,0,1,,59,,,,,,,,,,,,
kellyre01,1961,1,TOR,NHL,C/D,58.0,22.0,27.0,49.0,6.0,,,,,,,,,12,4,6,10,0,,,,,,1,
bragnri01,1975,1,WAS,NHL,C,19.0,2.0,10.0,12.0,8.0,-4,0,,0,,0,0,28,,,,,,,,,,,,
thompna01,2009,1,NYI,NHL,C,39.0,1.0,5.0,6.0,39.0,-14,0,0,0,0,0,,48,,,,,,,,,,,,
smithbi01,1976,1,NYI,NHL,G,36.0,0.0,1.0,1.0,12.0,0,0,,0,,0,0,0,10,0,0,0,8,,0,,0,,0,
perssri01,2001,1,OTT,NHL,D,34.0,2.0,7.0,9.0,42.0,3,0,1,0,1,0,0,35,2,0,0,0,15,0,0,0,0,0,0,1
stewaja01,1951,1,CHI,NHL,D,37.0,1.0,3.0,4.0,12.0,,,,,,,,,,,,,,,,,,,,
rychewa01,1990,1,CHI,NHL,L,,,,,,,,,,,,,,3,1,3,4,2,1,1,2,0,0,1,7
yaremke01,1988,1,TOR,NHL,C,11.0,1.0,0.0,1.0,2.0,-5,0,0,0,0,0,0,13,,,,,,,,,,,,
fishecr01,1990,1,PHI,NHL,C,2.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,2,,,,,,,,,,,,
macledo01,2005,1,DET,NHL,C,3.0,1.0,1.0,2.0,0.0,2,1,0,0,0,1,,3,,,,,,,,,,,,
laroscl01,1972,1,MTL,NHL,R,73.0,11.0,23.0,34.0,30.0,29,0,,0,,0,1,132,17,3,4,7,6,,0,,0,,0,
botelma01,1981,1,PHI,NHL,D,32.0,4.0,10.0,14.0,31.0,8,0,,0,,1,0,50,,,,,,,,,,,,
duchega01,1985,1,WAS,NHL,L,80.0,11.0,28.0,39.0,39.0,10,0,,1,,3,0,119,9,4,3,7,12,5,0,,1,,0,18
commomi01,2005,1,CAR,NHL,D,72.0,3.0,10.0,13.0,138.0,12,0,1,0,1,2,,72,25,2,2,4,33,1,0,0,1,0,0,27
potvije01,1979,1,NYI,NHL,D,32.0,2.0,13.0,15.0,26.0,-12,2,,0,,0,0,49,,,,,,,,,,,,
fonteva01,1970,1,PIT,NHL,L,70.0,4.0,9.0,13.0,0.0,-8,1,,1,,0,0,59,,,,,,,,,,,,
bentlma01,1950,1,TOR,NHL,C,67.0,21.0,41.0,62.0,34.0,,,,,,,,,11,2,11,13,4,,,,,,,
anderjo03,1925,1,VIC,WCHL,L,29.0,6.0,0.0,6.0,30.0,,,,,,,,,1,0,0,0,0,,,,,,,
lemiema01,1985,1,PIT,NHL,C,79.0,48.0,93.0,141.0,43.0,-6,17,,0,,4,0,276,,,,,,,,,,,,
saleiru01,2008,1,COL,NHL,D,70.0,4.0,17.0,21.0,72.0,-4,1,6,0,0,0,,93,,,,,,,,,,,,
