playerid,year,stint,tmid,w,l,sa,ga
osgooch01,2007,1,DET,2,3,16,8
lalimpa01,2009,1,BUF,0,2,13,5
wardca01,2010,1,CAR,5,4,25,6
leclapa01,2007,1,CBS,3,4,23,10
garnemi01,2005,1,ATL,0,2,8,4
khabini01,2005,1,CHI,2,1,15,5
bishobe01,2011,1,OTT,0,2,6,3
fernama01,2006,1,MIN,7,1,32,9
thibajo01,2007,1,BUF,0,2,10,3
johnsbr02,2006,1,WAS,0,5,20,7
garonma01,2010,1,CBS,1,3,12,4
vokouto01,2011,1,WAS,1,1,4,2
hardijo01,2007,1,MIN,2,2,14,6
priceca01,2008,1,MTL,5,6,35,13
howarji01,2009,1,DET,5,7,54,17
leclapa01,2008,1,CBS,0,1,3,2
dipieri01,2010,1,NYI,2,1,9,3
emeryra01,2006,1,OTT,1,4,19,8
dubiewa01,2007,1,NYI,2,1,13,4
emeryra01,2005,1,OTT,0,2,5,2
legacma01,2005,1,DET,2,2,17,7
theodjo01,2005,1,MTL,1,1,6,1
shielst01,2005,1,ATL,0,1,2,1
brustba01,2006,1,LAK,1,1,5,1
pavelon01,2009,1,ATL,0,4,11,6
hedbejo01,2011,1,NJD,5,2,20,7
clemmsc01,2009,1,FLO,2,1,11,1
fernama01,2008,1,BOS,0,2,9,4
wardca01,2009,1,CAR,1,3,13,7
brodema01,2007,1,NJD,8,4,43,11
millery01,2006,1,BUF,10,4,46,9
sauveph01,2005,1,CAL,1,0,3,0
masonst01,2009,1,CBS,0,7,28,12
dubiewa01,2005,1,NYI,1,0,3,0
auldal01,2006,1,FLO,0,3,8,6
emeryra01,2007,1,OTT,1,3,15,7
labarja01,2009,1,PHO,6,1,27,8
danisya01,2009,1,NJD,0,1,3,3
leclapa01,2005,1,CBS,4,2,18,4
labarja01,2010,1,PHO,1,1,5,2
pavelon01,2010,1,ATL,3,5,24,9
osgooch01,2006,1,DET,1,2,14,6
raycran01,2009,1,VAN,2,1,12,6
aubinje01,2006,1,TOR,1,1,11,3
denisma01,2006,1,TBL,4,1,20,2
fleurma01,2009,1,PIT,6,2,23,6
bouchbr01,2009,1,PHI,1,2,7,4
thomati01,2010,1,BOS,1,5,19,9
gigueje01,2009,2,TOR,1,2,8,4
tellqmi01,2008,1,PHO,1,0,8,1
enrotjh01,2010,1,BUF,3,0,19,5
lalimpa01,2008,1,BUF,0,3,10,4
gigueje01,2007,1,AND,6,5,30,10
niemian02,2011,1,SJS,8,4,40,9
rolosdw01,2008,1,EDM,4,4,24,5
labarja01,2008,2,VAN,0,2,9,5
bironma01,2011,1,NYR,0,2,7,3
vokouto01,2007,1,FLO,5,6,41,11
millery01,2007,1,BUF,4,7,33,14
macdojo01,2008,1,NYI,3,3,15,6
budajpe01,2007,1,COL,1,2,9,4
mclenja01,2005,1,FLO,0,1,4,2
sanfocu01,2007,1,VAN,0,1,4,2
johnsbr02,2005,1,WAS,3,1,13,2
markkju01,2006,1,EDM,0,1,3,2
huetcr01,2007,2,WAS,2,0,5,0
johnsch02,2009,1,NYR,0,1,5,2
hardijo01,2006,1,MIN,0,1,3,1
cloutda01,2007,1,LAK,1,0,4,1
peterju01,2011,1,CAR,0,2,6,3
labarja01,2007,1,LAK,2,1,10,5
quickjo01,2008,1,LAK,4,1,14,4
greisth01,2011,1,SJS,1,1,7,2
sabouda01,2006,1,VAN,0,1,4,2
dunhami01,2005,1,ATL,0,2,4,3
khabini01,2007,1,CHI,2,4,19,7
auldal01,2009,1,DAL,2,2,15,2
osgooch01,2005,1,DET,2,1,8,2
turcoma01,2007,1,DAL,3,3,23,9
andercr01,2008,1,FLO,0,4,11,7
kiprumi01,2008,1,CAL,3,2,14,3
tellqmi01,2007,1,PHO,0,2,16,4
greisth01,2009,1,SJS,1,0,6,0
fleurma01,2007,1,PIT,1,0,3,0
poggeju01,2008,1,TOR,0,1,2,2
macdojo01,2010,1,DET,1,2,9,2
rolosdw01,2010,1,NYI,0,1,3,2
auldal01,2007,2,BOS,2,3,15,5
lundqhe01,2005,1,NYR,4,3,37,9
gerbema01,2006,1,OTT,1,2,10,3
peterju01,2010,1,CAR,0,1,2,2
lalimpa01,2007,1,CHI,3,0,9,2
labarja01,2011,1,PHO,0,2,11,7
lindban01,2011,1,NAS,1,0,3,0
bachmri01,2011,1,DAL,0,1,3,1
fernama01,2007,1,BOS,1,0,3,0
neuvimi01,2010,1,WAS,3,3,21,6
masonch02,2010,1,ATL,2,2,17,4
ellisda01,2009,1,NAS,2,1,10,2
masonch02,2006,1,NAS,4,2,20,6
aebisda01,2005,1,COL,2,1,10,2
