coachid,year,tmid,lgid,stint,notes,g,w,l,t,postg,postw,postl,postt
imlacpu01c,1961,TOR,NHL,1,,70,37,22,11,12,8,4,0
plageba01c,1979,STL,NHL,1,,24,7,14,3,,,,
lalonne01c,1934,MTL,NHL,1,,16,5,8,3,,,,
shaugto01c,1929,CHI,NHL,1,,21,10,8,3,,,,
pronoma01c,1977,BUF,NHL,1,,80,44,19,17,8,3,5,0
murphmi01c,1996,TOR,NHL,1,,82,30,44,8,,,,
thomppa01c,1940,CHI,NHL,1,,48,16,25,7,5,2,3,0
laviope01c,2009,PHI,NHL,2,,57,28,24,5,23,14,9,0
suttebr02c,2007,NJD,NHL,1,,82,46,29,7,5,1,4,0
manthsy01c,1935,MTL,NHL,1,,48,11,26,11,,,,
constke01c,2001,NJD,NHL,2,,31,20,9,2,6,2,4,0
richato01c,2010,MIN,NHL,1,,82,39,35,8,,,,
irvindi01c,1937,TOR,NHL,1,,48,24,15,9,7,4,3,0
adamsja01c,1927,DTC,NHL,1,,44,19,19,6,,,,
nealeha01c,1983,VAN,NHL,2,,32,15,13,4,4,1,3,0
nealeha01c,1981,VAN,NHL,1,,75,26,33,16,,,,
fergujo01c,1975,NYR,NHL,2,,41,14,22,5,,,,
wilsoro02c,2005,SJS,NHL,1,,82,44,27,11,11,6,5,0
lowro01c,1998,EDM,NHL,1,,82,33,37,12,4,0,4,0
satorte01c,1988,BUF,NHL,1,,80,38,35,7,5,1,4,0
lemaija01c,2001,MIN,NHL,1,,82,26,44,12,,,,
mactacr01c,2007,EDM,NHL,1,,82,41,35,6,,,,
watsoph01c,1957,NYR,NHL,1,,70,32,25,13,6,2,4,0
hartlbo01c,2007,ATL,NHL,1,,6,0,6,0,,,,
cleghod01c,1927,PIP,NHL,1,,44,19,17,8,2,1,1,0
nealeha01c,1980,VAN,NHL,1,,80,28,32,20,3,0,3,0
cherrdo01c,1979,COR,NHL,1,,80,19,48,13,,,,
quinnpa01c,1979,PHI,NHL,1,,80,48,12,20,19,13,6,0
boudrbr01c,2011,AND,NHL,2,,58,27,23,8,,,,
kellyre01c,1969,PIT,NHL,1,,76,26,38,12,10,6,4,0
clappdi01c,1947,BOS,NHL,1,,60,23,24,13,5,1,4,0
mccambo01c,1981,PHI,NHL,2,,8,4,2,2,4,1,3,0
burnsch01c,1969,MNS,NHL,2,,44,10,22,12,6,2,4,0
dayha01c,1949,TOR,NHL,1,,70,31,27,12,7,3,4,0
nealeha01c,1984,VAN,NHL,2,,60,21,32,7,,,,
holmgpa01c,1995,HAR,NHL,1,,12,5,6,1,,,,
gretzwa01c,2006,PHO,NHL,1,,82,31,46,5,,,,
murrabr01c,2001,ANA,NHL,1,,82,29,45,8,,,,
sherofr01c,1971,PHI,NHL,1,,78,26,38,14,,,,
patrily01c,1954,BOS,NHL,1,,30,10,14,6,,,,
stuarbr02c,1910,OT1,NHA,1,,16,13,3,0,,,,
filioma01c,1980,QUE,NHL,1,,6,1,3,2,,,,
patrifr01c,1923,VAM,PCHA,1,,30,13,16,1,7,2,4,1
bowmasc01c,1983,BUF,NHL,1,,80,48,25,7,3,0,3,0
pleaula01c,1980,HAR,NHL,2,,20,6,12,2,,,,
murrate01c,1991,WAS,NHL,1,,80,45,27,8,7,3,4,0
adamsja01c,1946,DET,NHL,1,,60,22,27,11,5,1,4,0
savaged01c,1917,PO1,PCHA,1,,18,7,11,0,,,,
schoeji01c,1993,WAS,NHL,2,,37,19,12,6,11,5,6,0
rafteje01c,1977,CIN,WHA,2,interim,5,2,3,0,,,,
bergemi03c,1982,QUE,NHL,1,,80,34,34,12,4,1,3,0
sathegl01c,1982,EDM,NHL,1,,80,47,21,12,16,11,5,0
trotzba01c,2010,NAS,NHL,1,,82,44,27,11,12,6,6,0
murrate01c,2000,FLO,NHL,1,,36,6,23,7,,,,
berrybo01c,1982,MTL,NHL,1,,80,42,24,14,3,0,3,0
mauripa01c,2007,TOR,NHL,1,,82,36,35,11,,,,
bylsmda01c,2008,PIT,NHL,2,,25,18,3,4,24,16,8,0
quinnmi01c,1915,QU1,NHA,1,,24,10,12,2,,,,
schmimi01c,1975,WAS,NHL,1,,36,3,28,5,,,,
tobinbi01c,1929,CHI,NHL,2,,23,11,10,2,2,0,1,1
simsal01c,1996,SJS,NHL,1,,82,27,47,8,,,,
cherrdo01c,1976,BOS,NHL,1,,80,49,23,8,14,8,6,0
quinnmi01c,1913,QU1,NHA,1,,20,12,8,0,,,,
neilsro01c,1994,FLO,NHL,1,,48,20,22,6,,,,
wilsojo01c,1979,PIT,NHL,1,,80,30,37,13,5,2,3,0
brookhe01c,1982,NYR,NHL,1,,80,35,35,10,9,5,4,0
dayha01c,1940,TOR,NHL,1,,48,28,14,6,7,3,4,0
bylsmda01c,2009,PIT,NHL,1,,82,47,28,7,13,7,6,0
schmimi01c,1959,BOS,NHL,1,,70,28,34,8,,,,
staplpa01c,1973,CHC,WHA,1,,78,38,35,5,18,8,10,0
slatete01c,1972,LAS,WHA,1,,78,37,35,6,6,2,4,0
laviope01c,2007,CAR,NHL,1,,82,43,33,6,,,,
lemaija01c,2010,NJD,NHL,2,,49,29,17,3,,,,
pilouru01c,1974,WIJ,WHA,1,,37,18,17,2,,,,
lowro01c,1995,EDM,NHL,1,,82,30,44,8,,,,
abelsi01c,1969,DET,NHL,2,,74,38,21,15,4,0,4,0
adamsja01c,1935,DET,NHL,1,,48,24,16,8,7,6,1,0
pagepi01c,1996,CAL,NHL,1,,82,32,41,9,,,,
geoffbe01c,1972,ATF,NHL,1,,78,25,38,15,,,,
kingda01c,1992,CAL,NHL,1,,84,43,30,11,6,2,4,0
duttore01c,1940,NYA,NHL,1,,48,8,29,11,,,,
wilsoro02c,1999,WAS,NHL,1,,82,44,26,12,5,1,4,0
wilsojo01c,1971,DET,NHL,2,,67,30,27,10,,,,
suthebi01c,1979,WIN,NHL,2,,3,1,2,0,,,,
gormato01c,1928,NYA,NHL,1,,44,19,13,12,2,0,1,1
crawfma01c,1995,COL,NHL,1,,82,47,25,10,22,16,6,0
dayha01c,1945,TOR,NHL,1,,50,19,24,7,,,,
youngwe02c,1909,HAI,NHA,1,,12,4,8,0,,,,
carbogu01c,2008,MTL,NHL,1,,66,35,24,7,,,,
murraan01c,2007,STL,NHL,1,,82,33,36,13,,,,
mauripa01c,2001,CAR,NHL,1,,82,35,31,16,23,13,10,0
keenami01c,1985,PHI,NHL,1,,80,53,23,4,5,2,3,0
kitchmi01c,2003,STL,NHL,2,,21,10,7,4,5,1,4,0
johnsed01c,1995,PIT,NHL,1,,82,49,29,4,18,11,7,0
greenga01c,1980,WAS,NHL,1,,80,26,36,18,,,,
nealeha01c,1985,DET,NHL,1,,35,8,23,4,,,,
