playerid,year,stint,tmid,lgid,gp,min,w,l,t/ol,eng,sho,ga,sa,postgp,postmin,postw,postl,postt,posteng,postsho,postga,postsa
wreggke01,1994,1,PIT,NHL,38,2208,25,9,2,1,0,118,1219,11,661,5,6,,2,1,33,349
johnsed01,1972,1,BOS,NHL,45,2510,24,17,1,3,5,137,,3,160,1,2,,0,0,9,
cudewi01,1935,1,MTL,NHL,47,2940,11,26,10,,6,122,,,,,,,,,,
vachoro01,1974,1,LAK,NHL,54,3239,27,14,13,2,6,121,,3,199,1,2,,0,0,7,
bromlga01,1977,1,WIJ,WHA,39,2252,25,12,1,1,1,124,1090,5,268,4,0,,0,0,7,
lindsbe01,1916,1,MOW,NHA,15,903,4,11,0,,0,96,,,,,,,,,,
tobinbi01,1922,1,EDE,WCHL,1,60,1,0,0,,0,1,,,,,,,,,,
lairdbi01,1922,1,REG,WCHL,28,1701,16,12,0,,3,83,,2,150,0,1,1,,0,4,
chabolo01,1926,1,NYR,NHL,36,2307,22,9,5,,10,56,,2,120,0,1,1,,1,3,
roberea01,1936,1,DET,NHL,,,,,,,,,,6,340,3,2,,,2,8,
stanied01,1983,2,HAR,NHL,18,1041,6,9,1,0,0,74,556,,,,,,,,,
myreph01,1982,1,BUF,NHL,5,300,3,2,0,1,0,21,152,1,57,0,0,,0,0,7,
forbeja01,1932,1,NYA,NHL,1,70,0,0,1,,0,2,,,,,,,,,,
kolziol01,2005,1,WAS,NHL,59,3506,20,28,11,8,0,206,1987,,,,,,,,,
veisomi01,1974,1,CHI,NHL,9,460,1,5,1,0,0,36,,,,,,,,,,
irbear01,2002,1,CAR,NHL,34,1884,7,24,2,5,0,100,816,,,,,,,,,
ridlecu01,1977,1,VAN,NHL,40,2010,9,17,8,1,0,136,,,,,,,,,,
garnemi01,2005,1,ATL,NHL,24,1271,10,7,4,2,2,73,634,,,,,,,,,
nurmipa01,2001,1,ATL,NHL,9,465,2,5,0,1,0,28,275,,,,,,,,,
staubro01,1994,2,BUF,NHL,6,317,2,3,0,0,0,20,150,,,,,,,,,
millegr01,1979,1,PIT,NHL,44,2586,18,18,7,2,2,157,,5,300,2,3,,0,0,21,
beaurst01,1993,1,WIN,NHL,13,418,0,4,1,0,0,34,211,,,,,,,,,
storrja01,1998,1,LAK,NHL,28,1525,12,12,2,3,4,61,724,,,,,,,,,
maniace01,1976,1,VAN,NHL,47,2699,17,21,9,4,1,151,,,,,,,,,,
stewach01,1925,1,BOS,NHL,35,2173,16,14,4,,6,80,,,,,,,,,,
osgooch01,1994,1,DET,NHL,19,1087,14,5,0,0,1,41,496,2,68,0,0,,0,0,2,25
masonch02,1998,1,NAS,NHL,3,69,0,0,0,0,0,6,44,,,,,,,,,
moogan01,1993,1,DAL,NHL,55,3121,24,20,7,7,2,170,1604,4,246,1,3,,0,0,12,121
burkese01,1988,1,NJD,NHL,62,3590,22,31,9,7,3,230,1823,,,,,,,,,
herrode01,1976,1,PIT,NHL,34,1920,15,11,5,2,1,94,,3,180,1,2,,2,0,11,
emeryra01,2011,1,CHI,NHL,34,1774,15,9,4,1,0,83,834,,,,,,,,,
grahajo01,2002,2,TBL,NHL,17,914,6,5,4,1,2,34,424,1,111,0,1,,0,0,2,48
luongro01,2011,1,VAN,NHL,55,3162,31,14,8,2,5,127,1577,2,117,0,2,,1,0,7,64
mccarja01,1973,1,MFS,WHA,2,42,0,0,0,0,0,5,26,,,,,,,,,
vezinge01,1915,1,MOC,NHA,24,1482,16,7,1,,0,76,,,,,,,,,,
takkoka01,1985,1,MNS,NHL,1,60,0,1,0,1,0,3,34,,,,,,,,,
morrimi01,2005,1,EDM,NHL,21,892,10,4,2,0,0,42,361,,,,,,,,,
fowlehe01,1923,1,VC1,PCHA,30,1863,11,18,1,,0,103,,,,,,,,,,
lehmahu01,1912,1,NWR,PCHA,12,737,4,8,0,,0,51,,,,,,,,,,
knickri01,1992,1,LAK,NHL,10,532,6,4,0,0,0,35,292,,,,,,,,,
toskave01,2005,1,SJS,NHL,37,2039,23,7,4,1,2,87,878,11,686,6,5,,0,1,28,311
fisetst01,1990,1,QUE,NHL,3,186,0,2,1,0,0,12,123,,,,,,,,,
budajpe01,2006,1,COL,NHL,57,3199,31,16,6,6,3,143,1499,,,,,,,,,
larsscu01,1974,1,WIJ,WHA,26,1514,12,11,1,2,1,100,887,,,,,,,,,
micalco01,1983,1,DET,NHL,14,808,5,8,1,4,0,52,361,1,7,0,0,,0,0,2,5
pennest01,1987,1,WIN,NHL,8,385,2,4,1,1,0,30,186,,,,,,,,,
dipieri01,2007,1,NYI,NHL,63,3707,26,28,7,6,3,174,1779,,,,,,,,,
sauvebo01,1979,1,BUF,NHL,32,1880,20,8,4,1,4,74,,8,501,6,2,,1,2,17,
garrejo01,1982,2,VAN,NHL,17,934,7,6,3,2,1,48,506,1,60,1,0,,0,0,4,
belanyv01,1976,1,STL,NHL,3,140,2,0,0,0,0,7,,,,,,,,,,
conneal01,1929,1,OTS,NHL,44,2780,21,15,8,,3,118,,2,120,0,1,1,,0,6,
craigji01,1980,1,BOS,NHL,23,1272,9,7,6,1,0,78,,,,,,,,,,
turnbfr01,1975,1,EDO,WHA,3,106,0,1,0,0,0,9,65,,,,,,,,,
janasst01,1981,1,COR,NHL,2,100,0,1,0,0,0,13,,,,,,,,,,
moranpa01,1912,1,QU1,NHA,20,1215,16,4,0,,1,75,,,,,,,,,,
smithal02,1979,1,HAR,NHL,30,1754,11,10,8,2,2,107,,2,120,0,2,,0,0,10,
vachoro01,1976,1,LAK,NHL,68,4059,33,23,12,1,8,184,,9,520,4,5,,0,0,36,
fountmi01,1997,1,CAR,NHL,3,163,0,3,0,0,0,10,68,,,,,,,,,
holmeha01,1927,1,DTC,NHL,44,2740,19,19,6,,11,79,,,,,,,,,,
ouimete01,1968,1,STL,NHL,1,60,0,1,0,0,0,2,,,,,,,,,,
prusema01,2003,1,OTT,NHL,29,1528,16,6,3,0,3,54,651,1,40,0,0,,0,0,1,15
plassmi01,1970,1,STL,NHL,1,60,1,0,0,0,0,3,,,,,,,,,,
thibajo01,1997,1,MTL,NHL,47,2652,19,15,8,1,2,109,1109,2,43,0,0,,1,0,4,16
bromlga01,1980,1,VAN,NHL,20,978,6,6,4,0,0,62,,,,,,,,,,
bouchbr01,2002,1,PHO,NHL,45,2544,15,20,8,4,0,128,1210,,,,,,,,,
cudewi01,1933,2,DET,NHL,29,1860,15,6,8,,4,47,,9,593,4,5,0,,1,21,
bouchbr01,2001,1,PHI,NHL,41,2295,18,16,4,5,2,92,972,2,88,0,1,,0,0,2,33
wilsole01,1955,1,TOR,NHL,1,13,0,0,0,,0,0,,,,,,,,,,
brodema01,2011,1,NJD,NHL,59,3392,31,21,4,7,3,136,1472,24,1471,14,9,,5,1,52,629
dionmi01,1978,1,CIN,WHA,30,1681,10,14,2,3,0,93,735,,,,,,,,,
schwaco01,1995,1,NJD,NHL,10,331,0,3,0,0,0,12,119,,,,,,,,,
esposto01,1971,1,CHI,NHL,48,2780,31,10,6,0,9,82,,5,300,2,3,,1,0,16,
tugnuro01,1993,1,ANA,NHL,28,1520,10,15,1,4,1,76,828,,,,,,,,,
reaugda01,1990,1,HAR,NHL,20,1010,7,7,1,0,1,53,479,,,,,,,,,
holdema01,1982,1,MTL,NHL,2,87,0,1,1,0,0,6,42,,,,,,,,,
toppaje01,1960,1,BOS,NHL,1,1,0,0,0,,0,0,,,,,,,,,,
eschero01,1998,1,PHO,NHL,3,130,0,1,0,0,0,7,50,,,,,,,,,
hasekdo01,2001,1,DET,NHL,65,3872,41,15,8,2,5,140,1654,23,1455,16,7,,1,6,45,562
sidorpe01,1987,1,HAR,NHL,1,60,0,1,0,0,0,6,36,,,,,,,,,
taylobo02,1973,1,PHI,NHL,8,366,3,3,0,0,0,26,,,,,,,,,,
parenbe01,1974,1,PHI,NHL,68,4041,44,14,10,1,12,137,,15,922,10,5,,1,4,29,
millejo01,1927,1,NYA,NHL,28,1721,8,16,4,,5,77,,,,,,,,,,
danisya01,2011,1,EDM,NHL,1,32,0,0,0,0,0,2,12,,,,,,,,,
sawchte01,1955,1,BOS,NHL,68,4080,22,33,13,,9,181,,,,,,,,,,
tallaro01,1995,1,BOS,NHL,1,60,1,0,0,0,0,3,29,,,,,,,,,
hillejo01,2008,1,AND,NHL,46,2486,23,15,1,6,4,99,1217,13,807,7,6,,1,2,30,524
josepcu01,1994,1,STL,NHL,36,1914,20,10,1,0,1,89,904,7,392,3,3,,1,0,24,178
caronja01,1971,1,STL,NHL,28,1619,14,8,5,2,1,68,,9,499,4,5,,1,0,26,
exelbra01,1989,1,EDM,NHL,1,60,0,1,0,1,0,5,30,,,,,,,,,
kurtga01,1971,1,CLF,NHL,16,838,1,7,5,1,0,60,,,,,,,,,,
kolziol01,1989,1,WAS,NHL,2,120,0,2,0,0,0,12,63,,,,,,,,,
ranfobi01,1996,1,BOS,NHL,37,2147,12,16,8,0,2,125,1102,,,,,,,,,
bouchda01,1979,1,ATF,NHL,53,3076,23,19,10,5,2,163,,4,241,1,3,,0,0,14,
hrudeke01,1986,1,NYI,NHL,46,2634,21,15,7,1,0,145,1219,14,842,7,7,,2,0,38,464
