playerid,year,stint,tmid,s,g,gdg
franzjo01,2006,1,DET,2,1,1
willija01,2006,2,CHI,4,2,0
letowtr01,2005,1,CBS,4,2,1
bouchpi02,2005,1,MIN,1,0,0
hrdinja01,2005,1,CBS,2,0,0
perryco01,2010,1,AND,6,1,1
langeja01,2007,1,NJD,6,3,2
plekato01,2007,1,MTL,4,0,0
burnsbr01,2010,1,MIN,3,1,0
forsbpe01,2006,1,PHI,5,1,1
malhoma01,2009,1,SJS,1,0,0
axelspj01,2005,1,BOS,1,0,0
kotalal01,2008,2,EDM,2,2,1
malonry01,2010,1,TBL,3,2,2
parisza01,2007,1,NJD,11,4,3
greenmi03,2009,1,WAS,2,0,0
pennedu01,2009,1,EDM,6,1,0
tikhovi01,2008,1,PHO,2,1,1
brunean01,2005,1,COL,1,0,0
samuemi01,2006,1,DET,2,0,0
smythry01,2007,1,COL,3,1,1
prongch01,2008,1,AND,1,0,0
hartima01,2005,1,CBS,2,1,0
vermean01,2005,1,OTT,1,0,0
molleos01,2008,1,LAK,1,0,0
ottst01,2011,1,DAL,0,1,0
schnema01,2007,1,AND,3,2,2
hechtjo01,2006,1,BUF,1,0,0
cheecjo01,2008,1,SJS,3,2,2
lindrer01,2005,1,TOR,3,1,1
vermean01,2011,1,CBS,0,1,0
oneilje01,2006,1,TOR,2,1,1
foligni01,2008,1,OTT,2,0,0
oreilca01,2009,1,NAS,4,2,1
hornqpa01,2009,1,NAS,3,0,0
spezzja01,2008,1,OTT,10,3,1
hensitj01,2008,1,COL,1,0,0
burmial01,2010,1,ATL,3,1,1
johnsja02,2008,1,LAK,6,3,1
gocma01,2009,1,NAS,5,1,0
jokinol01,2006,1,FLO,6,1,0
vescery01,2009,1,SJS,1,0,0
brulegi01,2011,1,PHO,1,3,0
mooredo01,2011,2,SJS,0,1,0
larosch01,2009,1,CAR,1,1,1
chriser01,2011,1,NYR,1,3,0
fosteku01,2010,1,EDM,1,0,0
bulisja01,2006,1,VAN,1,0,0
burmial01,2011,1,WPG,0,2,0
orlovdm01,2011,1,WAS,0,1,0
alfreda01,2006,1,OTT,2,0,0
reinpst01,2005,2,PHO,1,1,1
aucoiad01,2009,1,PHO,9,6,6
rucinma01,2007,1,STL,1,0,0
royde01,2007,1,BUF,5,1,1
boothda01,2008,1,FLO,2,0,0
tangual01,2010,1,CAL,16,10,4
niedero01,2006,1,AND,2,0,0
nylanmi01,2006,1,NYR,13,5,1
wolskwo01,2010,2,NYR,8,4,1
holmsto01,2006,1,DET,2,0,0
bergepa01,2008,1,BOS,7,0,0
kesseph01,2006,1,BOS,7,4,4
dagenpi01,2005,1,MTL,2,2,2
zajactr01,2011,1,NJD,1,1,1
letankr01,2009,1,PIT,10,4,3
friesje01,2006,1,CAL,1,0,0
vermean01,2007,1,OTT,8,2,0
kovalal01,2010,2,PIT,6,3,2
miettan01,2011,1,WPG,0,1,0
kaberto01,2009,1,TOR,1,0,0
royde01,2009,1,BUF,5,1,0
