year,hofid,name,category
1972,adamswe01h,Weston Adams,Builder
1967,colvine01h,Neil Colville,Player
1962,humefr01h,Fred Hume,Builder
2008,larioig01h,Igor Larionov,Player
1963,goodfeb01h,Ebbie Goodfellow,Player
1945,morenho01h,Howie Morenz,Player
1980,worslgu01h,Gump Worsley,Player
1945,stuarho01h,Hod Stuart,Player
1961,brownge03h,George Brown,Builder
1992,dionnma01h,Marcel Dionne,Player
1962,hoopeto01h,Tom Hooper,Player
1988,hayesge01h,George Hayes,Referee/Linesman
1987,giacoed01h,Ed Giacomin,Player
1989,bauerda01h,David Bauer,Builder
1945,gardich01h,Charlie Gardiner,Player
1947,shoreed01h,Eddie Shore,Player
1961,waghofr01h,Fred Waghorne,Builder
1974,mooredi01h,Dickie Moore,Player
1950,lalonne01h,Newsy Lalonde,Player
1993,smithbi01h,Billy Smith,Player
1993,damicjo01h,John D'Amico,Referee/Linesman
1977,ballaha01h,Harold Ballard,Builder
1966,brimsfr01h,Frank Brimsek,Player
2008,scapira01h,Ray Scapinello,Referee/Linesman
1969,leadeal01h,Al Leader,Builder
1986,keonda01h,Dave Keon,Player
1945,gerared01h,Eddie Gerard,Player
1961,loicqpa01h,Paul Loicq,Builder
1958,bouchfr01h,Frank Boucher,Player
1959,thompti01h,Tiny Thompson,Player
2007,stevesc01h,Scott Stevens,Player
1969,abelsi01h,Sid Abel,Player
1963,mclaufr01h,Frederic McLaughlin,Builder
2009,yzermst01h,Steve Yzerman,Player
1947,nelsofr01h,Francis Nelson,Builder
2010,granaca01h,Cammi Granato,Player
1995,cookbu01h,Bun Cook,Player
1947,joliaau01h,Aurel Joliat,Player
1959,dennecy01h,Cy Denneny,Player
2004,bourqra01h,Raymond Bourque,Player
1961,conacch01h,Charlie Conacher,Player
2005,neelyca01h,Cam Neely,Player
2008,chynoed01h,Ed Chynoweth,Builder
1962,stanlba01h,Barney Stanley,Player
1965,scanlfr01h,Fred Scanlon,Player
1990,poilebu01h,Bud Poile,Builder
2007,gregoji01h,Jim Gregory,Builder
1983,hullbo01h,Bobby Hull,Player
1945,stanlfr01h,Frederick Stanley,Builder
1945,mcgeefr01h,Frank McGee,Player
1945,pulfoha01h,Harvey Pulford,Player
1976,wirtzwi01h,William Wirtz,Builder
1992,mathefr01h,Frank Mathers,Builder
1974,dundeto01h,Tommy Dunderdale,Player
1962,maxwest01h,Steamer Maxwell,Player
1999,morriia01h,Scotty Morrison,Builder
1966,prattba01h,Babe Pratt,Player
1978,tuttwi01h,William Tutt,Builder
1962,camerha01h,Harry Cameron,Player
1964,siebeba01h,Babe Siebert,Player
1977,delveal01h,Alex Delvecchio,Player
1966,bouchbu01h,Butch Bouchard,Player
1965,marshja02h,Jack Marshall,Player
1961,smeatco01h,Cooper Smeaton,Referee/Linesman
1966,reardke01h,Ken Reardon,Player
1973,molsoha01h,Hartland Molson,Builder
1979,howelha01h,Harry Howell,Player
1999,vanhean01h,Andy Van Hellemond,Referee/Linesman
1987,laperja01h,Jacques Laperriere,Player
1989,sittlda01h,Darryl Sittler,Player
1964,durnabi01h,Bill Durnan,Player
1974,haych01h,Charles Hay,Builder
1950,grantmi01h,Mike Grant,Player
1982,ullmano01h,Norm Ullman,Player
1993,knoxse01h,Seymour Knox,Builder
1988,laflegu01h,Guy Lafleur,Player
1986,boivile01h,Leo Boivin,Player
1947,bowieru01h,Russell Bowie,Player
1947,clappdi01h,Dit Clapper,Player
1998,murraat01h,Athol Murray,Builder
1947,robincl01h,Claude Robinson,Builder
1965,russebl01h,Blair Russell,Player
1950,malonjo01h,Joe Malone,Player
1966,lindste01h,Ted Lindsay,Player
1971,wirtzar01h,Arthur Wirtz,Builder
1974,vossca01h,Carl Voss,Builder
1962,westwha01h,Harry Westwick,Player
1960,selkefr01h,Frank Selke,Builder
1998,conacro01h,Roy Conacher,Player
1967,brodatu01h,Turk Broda,Player
2000,mullejo01h,Joe Mullen,Player
1960,adamsch01h,Charles Adams,Builder
1960,manthsy01h,Sylvio Mantha,Player
1962,hylanha01h,Harry Hyland,Player
1977,hortoti01h,Tim Horton,Player
1958,conneal01h,Alec Connell,Player
1968,cowlebi01h,Bill Cowley,Player
2001,gartnmi01h,Mike Gartner,Player
1991,bossymi01h,Mike Bossy,Player
1991,pulfobo01h,Bob Pulford,Player
2009,leetcbr01h,Brian Leetch,Player
1979,orrbo01h,Bobby Orr,Player
2002,federbe01h,Bernie Federko,Player
1961,ellioch01h,Chaucer Elliott,Referee/Linesman
1949,rossar01h,Art Ross,Player
1962,broadpu01h,Punch Broadbent,Player
