playerid,year,tmid,lgid,pos,gp,g,a,pts,pim
rowebo01,1913,VA1,PCHA,D,3,0,0,0,3
barboal01,1915,PO1,PCHA,C,5,0,0,0,0
camerha01,1921,TRS,NHL,D,4,0,2,2,11
camerha01,1917,TOA,NHL,D,5,3,1,4,0
campbea01,1922,EDE,WCHL,L,2,0,0,0,0
rickero01,1918,SEA,PCHA,D,5,1,2,3,0
broadpu01,1922,OTS,NHL,R,6,6,1,7,12
cleghod01,1924,MTL,NHL,R/C,4,0,0,0,0
mackami01,1920,VML,PCHA,C,5,0,1,1,0
parkeer01,1922,VAM,PCHA,R,4,0,2,2,2
munrodu01,1925,MTM,NHL,D,4,1,0,1,6
dennecy01,1920,OTS,NHL,L,5,2,2,4,10
brandru01,1922,EDE,WCHL,L,1,0,0,0,0
carpeed01,1916,SEA,PCHA,D,4,0,0,0,3
holmeha01,1917,TOA,NHL,G,5,0,0,0,0
arbouam01,1915,MOC,NHA,L,4,3,0,3,8
patrile01,1913,VA1,PCHA,D,3,2,0,2,5
holmeha01,1913,TBS,NHA,G,3,0,0,0,0
anderer02,1923,CAT,WCHL,R,2,0,0,0,2
lehmahu01,1921,VML,PCHA,G,5,0,0,0,0
duncaar01,1922,VAM,PCHA,D,4,2,2,4,0
broadpu01,1920,OTS,NHL,R,4,2,0,2,0
noblere01,1921,TRS,NHL,L,5,0,1,1,9
corbebe01,1915,MOC,NHA,D,5,0,1,1,32
harrism01,1920,VML,PCHA,L,5,2,1,3,6
vezinge01,1924,MTL,NHL,G,4,0,0,0,0
mackami01,1921,VML,PCHA,L,5,1,0,1,6
berlilo01,1915,MOC,NHA,L,2,0,0,0,0
marksja01,1912,QU1,NHA,R,3,2,0,2,2
denneco01,1917,TOA,NHL,L/C,5,3,1,4,0
cleghsp01,1920,OTS,NHL,D,5,1,2,3,0
rowebo01,1919,SEA,PCHA,D,5,2,1,3,13
smithto01,1912,QU1,NHA,L,3,4,0,4,0
rossar01,1914,OT1,NHA,D,3,0,0,0,12
bouchbi01,1923,MTL,NHL,R,4,5,1,6,6
bouchfr01,1922,VAM,PCHA,C,4,2,0,2,0
berlilo01,1918,MTL,NHL,L,5,1,1,2,0
ronansk01,1915,MOC,NHA,R,4,1,0,1,6
bouchge01,1920,OTS,NHL,D,5,2,0,2,9
taylocy01,1917,VML,PCHA,L,5,9,0,9,15
harrism01,1915,PO1,PCHA,L,5,4,2,6,23
vezinge01,1916,MOC,NHA,G,4,0,0,0,0
