playerid,year,ppa,sha
murphla01,1990,19,
kennede01,1988,,2
maclebr01,1988,8,
josepch01,1987,6,
broteaa01,1990,1,
robergo01,1987,3,
bennibr01,1989,5,
makelmi01,1989,1,
kaspest01,1988,6,2
norwole01,1990,3,
iafraal01,1990,11,1
ysebapa01,1990,4,1
cunnera01,1989,4,
lemiejo01,1989,1,1
malondo01,1988,2,
mcintjo01,1990,,2
huberwi01,1987,14,
courtge01,1987,7,
zezelpe01,1988,17,
paslagr01,1990,3,1
huntema01,1990,4,
mcbeawa01,1988,1,
maroima01,1988,3,
carpebo01,1988,4,
frasecu01,1987,2,
nichobe01,1989,37,1
simpscr01,1987,10,1
ruffli01,1988,1,
quinnda01,1990,18,
bassebo01,1988,,1
konrost01,1988,1,1
tantito01,1990,5,
murphla01,1988,22,
carsoji01,1989,5,
ledyagr01,1987,5,
tantito01,1989,9,
actonke01,1988,,1
allismi01,1987,5,
hrdinji01,1990,4,
hardyma01,1987,10,1
wilsoca01,1988,19,
kurveto01,1990,15,
mcdonhu01,1989,1,
playfla01,1988,,1
lawtobr01,1988,4,
petitmi01,1987,9,1
bodgedo01,1988,25,1
gingrga01,1987,9,
wilsoca01,1987,9,3
wilsoca01,1990,4,
pederma01,1990,7,
archida01,1989,4,
joycebo01,1989,3,
dahlqch01,1990,,1
momesse01,1990,1,
linseke01,1989,8,
hardyma01,1988,5,
manthmo01,1987,15,1
broteaa01,1989,3,
lawtobr01,1989,1,
rousebo01,1988,,1
samueul01,1990,,2
dineego01,1987,2,
macdepa01,1989,2,
thibagi01,1989,2,
tuckejo01,1990,1,
laughcr01,1987,3,
petitmi01,1990,16,
creigad01,1988,7,
cyrpa01,1987,1,
libaig01,1988,6,
deblolu01,1990,,1
ramagro01,1987,19,2
loisecl01,1990,1,1
adamsgr01,1988,1,
pederba01,1989,7,1
butchga01,1990,3,2
chrisda01,1989,7,
tuckejo01,1989,6,
picarro02,1989,1,1
coxecr01,1987,1,
hunteda01,1988,,1
zezelpe01,1990,5,1
mckegto01,1989,3,
hunteda01,1987,1,4
brownro01,1990,10,
mckegto01,1990,7,
gartnmi01,1989,14,1
sanipev01,1989,2,
vaiveri01,1988,15,
nylunga01,1988,1,
dineego01,1988,2,
macivno01,1988,19,
halwado01,1988,1,
skrikpe01,1990,5,
frycemi01,1988,3,
stastpe01,1989,23,
grahadi01,1987,7,1
erickbr01,1987,6,
kontoch01,1987,6,
