playerid,award,year,lgid,note,pos
conacli01,Вторая сборная звезд,1936,NHL,,Да
trembjc01,Первая сборная звезд,1972,WHA,,Да
hasekdo01,Первая сборная звезд,1998,NHL,,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который необходимо перевести."
gainebo01,Селька,1978,NHL,,
tayloda01,Король Кленси,1990,NHL,,
howego01,Арт Росс,1952,NHL,,
harvedo01,Норрис,1954,NHL,,
rozsimi01,Плюс-минус,2005,NHL,кнопка,
hullbo01,Арт Росс,1965,NHL,,
smithbi01,Везина,1981,NHL,,
clarkbo01,Вторая сборная звезд,1972,NHL,,С
carsoji01,Все-новобранец,1986,NHL,,С
vachoro01,Вторая сборная звезд,1976,NHL,,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который необходимо перевести."
richama01,Первая сборная звезд,1946,NHL,,RВ
johnsch01,Вторая сборная звезд,1933,NHL,,Да
charazd01,Плюс-минус,2010,NHL,,
smithbi01,Первая сборная звезд,1981,NHL,,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который необходимо перевести."
drydeda01,Как,1978,WHA,MVP,
bathgan01,Вторая сборная звезд,1962,NHL,,RВ
jovaned01,Все-новобранец,1995,NHL,,Да
kellyre01,Вторая сборная звезд,1949,NHL,,Да
jacksbu01,Первая сборная звезд,1936,NHL,,LW
gadsbbi01,Вторая сборная звезд,1956,NHL,,Да
leachre01,Конн Смайти,1975,NHL,,
shanabr01,Первая сборная звезд,1999,NHL,,LW
jenseda02,Джиннэнджс,1985,NHL,общий,
eschero01,Джиннэнджс,2002,NHL,общий,
ridlemi01,Все-новобранец,1985,NHL,,С
belivje01,Вторая сборная звезд,1965,NHL,,С
iginlja01,Первая сборная звезд,2001,NHL,,RВ
waltomi01,Хунтер,1973,WHA,Счёт,
hullbo01,Первая сборная звезд,1967,NHL,,LW
flamafe01,Вторая сборная звезд,1956,NHL,,Да
hollefl01,Вторая сборная звезд,1942,NHL,,Да
gorinbu01,Конн Смайти,1980,NHL,,
forsbpe01,Харт,2002,NHL,,
leetcbr01,Вторая сборная звезд,1990,NHL,,Да
esposph01,Арт Росс,1973,NHL,,
messima01,Пёрсон,1989,NHL,,
lidstni01,Норрис,2001,NHL,,
shanabr01,Первая сборная звезд,1993,NHL,,LW
hasekdo01,Джиннэнджс,1993,NHL,общий,
niedesc01,Первая сборная звезд,2006,NHL,,Да
backsra01,Денау,1973,WHA,Самый галантный,
smithge01,Все-новобранец,1989,NHL,,Да
