year,round,series,tmidwinner,lgidwinner,tmidloser,lgidloser,w,l,t,goalswinner,goalsloser,note
2010,КДФ,С,BOS,NHL,MTL,NHL,4,3,0,17,17,
2008,CF,М,PIT,NHL,CAR,NHL,4,0,0,20,9,
1954,SFК,С,DET,NHL,MTL,NHL,4,3,0,27,20,
1933,SF,Да,CHI,NHL,MTM,NHL,2,0,0,6,2,ТГ
1932,SF,А,TOR,NHL,BOS,NHL,3,2,0,9,7,
1975,Предупреждение: это перевод только на русский язык. Любые дополнительные тексты или объяснения будут предоставлены отдельно от перевода.,С,LAK,NHL,ATF,NHL,2,0,0,3,1,
1974,КФ,,HOU,WHA,CLC,WHA,4,1,0,24,14,
2002,ЦСФ,я,OTT,NHL,PHI,NHL,4,2,0,17,10,
1985,DSF,B,MTL,NHL,BOS,NHL,3,0,0,10,6,
1942,SF,А,DET,NHL,TOR,NHL,4,2,0,20,17,
1929,SFК,Здравствуйте! Как я могу вам помочь?,MTL,NHL,BOS,NHL,2,0,0,7,3,
2006,КДФ,А,BUF,NHL,NYI,NHL,4,1,0,17,11,
1992,"Я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",Лазурный,LAK,NHL,VAN,NHL,4,2,0,26,25,
1992,DSF,Х,LAK,NHL,CAL,NHL,4,2,0,33,28,
1973,КФ,С,PHI,NHL,ATF,NHL,4,0,0,17,6,
1984,DSF,Да,NYI,NHL,WAS,NHL,3,2,0,14,12,
1994,ЦСФ,Лазурный,CHI,NHL,VAN,NHL,4,0,0,11,6,
1989,CF,"Добро пожаловать в Coral, искусственный интеллект, который может переводить тексты с английского на русский язык и обратно. Как я могу вам помочь сегодня? Пожалуйста, предоставьте текст для перевода.",EDM,NHL,CHI,NHL,4,2,0,25,20,
1987,"Я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",Лазурный,EDM,NHL,CAL,NHL,4,0,0,18,11,
1924,SF,,MTL,NHL,TRS,NHL,2,0,0,5,2,ТГ
2009,КДФ,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который необходимо перевести.",VAN,NHL,LAK,NHL,4,2,0,25,18,
1940,SF,Да,DET,NHL,CHI,NHL,2,0,0,5,2,
1984,DSF,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который необходимо перевести.",EDM,NHL,LAK,NHL,3,0,0,11,7,
1940,КФ,B,DET,NHL,NYR,NHL,2,1,0,6,6,
2006,ЦСФ,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",DET,NHL,SJS,NHL,4,2,0,13,9,
1977,КФ,"Добро пожаловать в службу поддержки Coral! Я здесь, чтобы помочь вам с любыми вопросами или проблемами, которые у вас могут возникнуть.

Как я могу вам помочь сегодня?",BOS,NHL,CHI,NHL,4,0,0,19,9,
1992,CF,М,MTL,NHL,NYI,NHL,4,1,0,16,11,
2009,КДФ,Здравствуйте! Как я могу вам помочь?,SJS,NHL,COL,NHL,4,2,0,19,11,
1976,КФ,Здравствуйте! Как я могу вам помочь?,MTL,NHL,STL,NHL,4,0,0,19,4,
1941,КФ,B,BOS,NHL,CHI,NHL,2,1,0,5,7,
1979,Предупреждение: это перевод только на русский язык. Любые дополнительные тексты или объяснения будут предоставлены отдельно от перевода.,А,PHI,NHL,EDM,NHL,3,0,0,12,6,
1972,КФ,С,CHI,NHL,STL,NHL,4,1,0,22,9,
1975,Предупреждение: это перевод только на русский язык. Любые дополнительные тексты или объяснения будут предоставлены отдельно от перевода.,B,NYI,NHL,VAN,NHL,2,0,0,8,4,
