playerid,year,tmid,lgid,pos,gp,g,a,pts,pim
malonjo01,1912,QU1,NHA,С,3,2,0,2,2
halljo01,1912,QU1,NHA,Да,3,0,0,0,7
rileyji01,1919,SEA,PCHA,Лазурный,5,0,1,1,0
murramu01,1918,SEA,PCHA,Да,5,2,0,2,6
mcdonra01,1918,SEA,PCHA,Лазурный,5,1,1,2,3
mackami01,1922,VAM,PCHA,Лазурный,4,1,0,1,4
mcgifro01,1913,TBS,NHA,"Добро пожаловать в службу поддержки Coral! Я здесь, чтобы помочь вам с любыми вопросами или проблемами, которые у вас могут возникнуть.

Как я могу вам помочь сегодня?",3,2,0,2,25
broadpu01,1914,OT1,NHA,r,3,3,0,3,9
phillme01,1925,MTM,NHL,"Добро пожаловать в службу поддержки Coral! Я здесь, чтобы помочь вам с любыми вопросами или проблемами, которые у вас могут возникнуть.

Как я могу вам помочь сегодня?",4,1,1,2,0
parkeer01,1921,VML,PCHA,r,5,0,3,3,0
cleghsp01,1919,OTS,NHL,Да,5,0,1,1,4
haldeha01,1924,VIC,WCHL,r,4,2,1,3,8
vezinge01,1924,MTL,NHL,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который необходимо перевести.",4,0,0,0,0
loughcl01,1925,VIC,WCHL,Да,4,1,0,1,8
bostrhe01,1922,EDE,WCHL,Да,1,0,0,0,0
morribe01,1923,CAT,WCHL,С,2,0,0,0,2
lehmahu01,1917,VML,PCHA,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который необходимо перевести.",5,0,0,0,0
carsofr01,1925,MTM,NHL,r,4,0,0,0,0
rowebo01,1919,SEA,PCHA,Да,5,2,1,3,13
moynesp01,1917,VML,PCHA,r,4,0,0,0,9
barboal01,1915,PO1,PCHA,С,5,0,0,0,0
mcnamge02,1913,TBS,NHA,Да,3,2,0,2,4
grahale01,1914,OT1,NHA,Лазурный,3,1,0,1,0
nichosi01,1919,SEA,PCHA,Лазурный,4,0,0,0,0
bouchbi01,1923,MTL,NHL,r,4,5,1,6,6
corbebe01,1918,MTL,NHL,Да,5,0,1,1,3
meekiha01,1924,VIC,WCHL,Лазурный,4,0,1,1,2
rossar01,1914,OT1,NHA,Да,3,0,0,0,12
nighbfr01,1919,OTS,NHL,С,5,6,1,7,2
taylocy01,1920,VML,PCHA,Лазурный,3,0,1,1,5
cleghod01,1923,MTL,NHL,r/c,4,0,1,1,0
crawfru01,1923,CAT,WCHL,Лазурный,2,0,0,0,0
rickero01,1916,SEA,PCHA,Да,4,0,1,1,23
andrell01,1921,TRS,NHL,"Добро пожаловать в службу поддержки Coral! Я здесь, чтобы помочь вам с любыми вопросами или проблемами, которые у вас могут возникнуть.

Как я могу вам помочь сегодня?",5,2,0,2,3
joliaau01,1923,MTL,NHL,Лазурный,4,3,1,4,6
morenho01,1924,MTL,NHL,С,4,4,1,5,4
skinnal01,1922,VAM,PCHA,r,3,1,1,2,6
stackte01,1921,TRS,NHL,Да,4,0,0,0,0
smyliro01,1921,TRS,NHL,Лазурный,5,1,3,4,0
crawfru01,1912,QU1,NHA,r,3,3,0,3,19
cleghsp01,1920,OTS,NHL,Да,5,1,2,3,0
lavioja01,1916,MOC,NHA,Лазурный,4,1,2,3,9
duttore01,1923,CAT,WCHL,Да,2,0,0,0,9
rickero01,1918,SEA,PCHA,Да,5,1,2,3,0
manthsy01,1924,MTL,NHL,Да,4,0,0,0,2
lehmahu01,1920,VML,PCHA,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который необходимо перевести.",5,0,0,0,0
wilsocu01,1923,CAT,WCHL,Лазурный,2,0,0,0,2
dennecy01,1922,OTS,NHL,Лазурный,6,1,1,2,8
darraja01,1914,OT1,NHA,С,2,3,0,3,6
foystfr01,1919,SEA,PCHA,С,5,6,1,7,7
bouchge01,1922,OTS,NHL,Да,6,2,1,3,6
poulisk01,1913,VA1,PCHA,Лазурный,3,2,0,2,17
walkeja01,1924,VIC,WCHL,Лазурный,4,4,2,6,0
bouchbo01,1923,MTL,NHL,"Добро пожаловать в службу поддержки Coral! Я здесь, чтобы помочь вам с любыми вопросами или проблемами, которые у вас могут возникнуть.

Как я могу вам помочь сегодня?",3,0,0,0,0
vezinge01,1916,MOC,NHA,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который необходимо перевести.",4,0,0,0,0
smailwa01,1912,VA1,PCHA,Лазурный,1,0,0,0,0
dyeba01,1921,TRS,NHL,r,5,9,1,10,3
tobinch01,1915,PO1,PCHA,r,5,2,1,3,12
morribe01,1919,SEA,PCHA,С,5,0,2,2,0
stanlba01,1914,VML,PCHA,r,3,6,0,6,0
foystfr01,1918,SEA,PCHA,Лазурный,5,9,1,10,0
rowebo01,1913,VA1,PCHA,Да,3,0,0,0,3
camerha01,1921,TRS,NHL,Да,4,0,2,2,11
poulisk01,1915,MOC,NHA,С,5,1,1,2,6
oliveha01,1923,CAT,WCHL,r,2,0,0,0,0
foystfr01,1924,VIC,WCHL,С,4,1,0,1,0
patrile01,1912,VA1,PCHA,Да,3,4,0,4,4
johnsmo01,1915,PO1,PCHA,Да,5,1,1,2,9
broadpu01,1919,OTS,NHL,r,4,0,0,0,3
clancki01,1922,OTS,NHL,Да,6,1,0,1,4
murrato01,1915,PO1,PCHA,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который необходимо перевести.",5,0,0,0,0
loughcl01,1924,VIC,WCHL,Да,4,1,0,1,4
benedcl01,1914,OT1,NHA,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который необходимо перевести.",3,0,0,0,0
camerha01,1917,TOA,NHL,Да,5,3,1,4,0
mcnamho01,1915,MOC,NHA,Да,5,0,1,1,21
keatsdu01,1922,EDE,WCHL,С,2,0,0,0,4
randake01,1917,TOA,NHL,r/d,5,1,0,1,0
cotchch01,1922,VAM,PCHA,Лазурный,2,0,0,0,0
bostrhe01,1923,VAM,PCHA,Да,2,1,0,1,0
nighbfr01,1922,OTS,NHL,С,6,1,1,2,10
harrism01,1920,VML,PCHA,Лазурный,5,2,1,3,6
mcdonja01,1918,MTL,NHL,С,5,1,1,2,3
smithto01,1912,QU1,NHA,Лазурный,3,4,0,4,0
benedcl01,1919,OTS,NHL,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который необходимо перевести.",5,0,0,0,0
mackeja01,1920,OTS,NHL,"Добро пожаловать в службу поддержки Coral! Я здесь, чтобы помочь вам с любыми вопросами или проблемами, которые у вас могут возникнуть.

Как я могу вам помочь сегодня?",4,0,0,0,0
lavioja01,1916,MOC,NHA,Лазурный,4,1,2,3,9
denneco01,1917,TOA,NHL,Л/Ц,5,3,1,4,0
broadpu01,1919,OTS,NHL,r,4,0,0,0,3
griffsi01,1917,VML,PCHA,Да,5,1,0,1,9
bensobo01,1923,CAT,WCHL,Да,2,0,0,0,0
foystfr01,1913,TBS,NHA,С,3,2,0,2,3
hitchli01,1922,OTS,NHL,Да,5,1,0,1,4
