name,id,award,year,lgid,note
Буд Поле,poilebu01,Патрик,1988,NHL,
Уолтер Браун,brownwa02h,Патрик,1967,NHL,похоронный
Джеймс Д. Норрис,norrija03h,Патрик,1971,NHL,похоронный
Джек Баттерфилд,butteja01h,Патрик,1984,NHL,
Стан Микита,mikitst01,Патрик,1975,NHL,
Фил Эспосито,esposph01,Патрик,1977,NHL,
Франк Буше,bouchfr01,Патрик,1992,NHL,
Вестон Адамс,adamswe01h,Патрик,1973,NHL,похоронный
Томас Локхарт,lockhth01h,Патрик,1967,NHL,
Реймонд Борку,bourqra01,Патрик,2002,NHL,
Боб Нейгеле,,Патрик,2007,NHL,
1998 года олимпийская хоккейная команда США среди женщин,,Патрик,1998,NHL,
Эдди Шор,shoreed01,Патрик,1969,NHL,
Дэйв Эндрюс,,Патрик,2009,NHL,
Лу Вайро,,Патрик,1999,NHL,
Джек Адамс,adamsja01,Патрик,1965,NHL,
Уильям Татт,tuttwi01h,Патрик,1977,NHL,
Боб Пулфорд,pulfobo01,Патрик,2010,NHL,
Рей Мирон,,Патрик,2003,NHL,
Фред Кусик,,Патрик,1987,NHL,
Роберт Ридер,,Патрик,1993,NHL,
Джим Девелано,,Патрик,2008,NHL,
Камми Гранато,,Патрик,2006,NHL,
Стэн Фишлер,,Патрик,2006,NHL,
Майк Ричтер,richtmi01,Патрик,2008,NHL,
Саймонд Х. Кнокс III,,Патрик,1996,NHL,похоронный
Брюс Макналл,,Патрик,1992,NHL,
Мюррей Армстронг,armstmu01,Патрик,1976,NHL,
Том Фицджеральд,,Патрик,1977,NHL,
Марио Лемё,lemiema01,Патрик,1999,NHL,
Арт Берглунд,,Патрик,1991,NHL,
Ред Беренсон,berenre01,Патрик,2005,NHL,
Чарльз Адамс,adamsch01h,Патрик,1966,NHL,похоронный
Боб Джонсон,johnsbo02c,Патрик,1987,NHL,
Рон ДеГрегорио,,Патрик,2002,NHL,
Пэт ЛаФонтейн,lafonpa01,Патрик,1996,NHL,
Дональд Кларк,,Патрик,1974,NHL,
Бобби Халл,hullbo01,Патрик,1968,NHL,
Дэн Келли,kellyda01,Патрик,1988,NHL,
Джордж Лидер,,Патрик,1975,NHL,
Херб Брукс,brookhe01c,Патрик,2001,NHL,
Бобби Орр,orrbo01,Патрик,1978,NHL,
Фил Хаусли,houslph01,Патрик,2007,NHL,
Брайан Лич,leetcbr01,Патрик,2006,NHL,
Линн Патрик,patrily01,Патрик,1988,NHL,похоронный
Бобби Кларк,clarkbo01,Патрик,1979,NHL,
Алекс Дельвечио,delveal01,Патрик,1973,NHL,
Джон Девидсон,davidjo01,Патрик,2003,NHL,
