playerid,usefirst,firstname,middlename,lastname,namegiven,fullgivenname,namesuffix,namenick,pos,firstseason,lastseason,height,weight,college,collegeother,birthdate,birthcity,birthstate,birthcountry,highschool,hscity,hsstate,hscountry,deathdate,race
westje01,Жерар,Жерар,Alan,Запад,,,,"Господин Клэтч, Зик от Кабин-Крик",Г-Ф,0,0,74.0,175,Западная Вирджиния,,1938-05-28,Чейлан,Западная Вирджиния,США,Восточный берег,Восточный берег,Западная Вирджиния,США,0000-00-00,"Добро пожаловать в сервис перевода! Я могу помочь вам перевести текст с английского на русский язык. Пожалуйста, предоставьте текст, который вы хотите перевести, и я сделаю это для вас."
stroujo01,Джон,Джон,Busby,Струд,,,,,"Добро пожаловать в Coral! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст для перевода, и я сделаю это для вас.",0,0,79.0,215,Миссисипи,,1957-10-29,Новый Альбан,МСС,США,Западный Союз,Мертл,МСС,США,0000-00-00,"Добро пожаловать в сервис перевода! Я могу помочь вам перевести текст с английского на русский язык. Пожалуйста, предоставьте текст, который вы хотите перевести, и я сделаю это для вас."
woodda01,Дэвид,Дэвид,Leroy,Древо,,,,,"Добро пожаловать в Coral! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст для перевода, и я сделаю это для вас.",0,0,80.0,227,Невада-Рено,Скейт-валли (Вашингтон),1964-11-30,Спокан,Ва,США,Хайд-Парк-Бэй,Ванкувер,Ва,США,0000-00-00,"Добро пожаловать в сервис перевода! Я могу помочь вам перевести текст с английского на русский язык. Пожалуйста, предоставьте текст, который вы хотите перевести, и я сделаю это для вас."
walshdo01,Донни,Дон,,Уолш,,,,,"Добро пожаловать в Coral! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст для перевода, и я сделаю это для вас.",0,0,0.0,0,Галлагер Бизнес,,0000-00-00,,,,,,,,0000-00-00,"Добро пожаловать в сервис перевода! Я могу помочь вам перевести текст с английского на русский язык. Пожалуйста, предоставьте текст, который вы хотите перевести, и я сделаю это для вас."
lawreed01,Эдмунд,Эдмунд,,Лоренс,,,,Эд,C,0,0,83.5,228,Макнейз Стейт,,1952-12-08,Озеро Чарльз,Лос-Анджелес,США,В.О. Бостон,Озеро Чарльз,Лос-Анджелес,США,0000-00-00,Б
swansge01,,Джордж,,Свансон,,,,,Г-Ф,0,0,0.0,0,Толедо,,0000-00-00,,,,,,,,0000-00-00,"Добро пожаловать в сервис перевода! Я могу помочь вам перевести текст с английского на русский язык. Пожалуйста, предоставьте текст, который вы хотите перевести, и я сделаю это для вас."
pattera01,,Реймонд,Albert,Паттерсон,,,Junior,Рей,"Добро пожаловать в Coral! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст для перевода, и я сделаю это для вас.",0,0,74.0,195,Висконсин,,1922-01-15,Ла Фэйт,В,США,Академия Уэйлдэй,Бывер Дам,ВИ,США,2011-08-03,"Добро пожаловать в сервис перевода! Я могу помочь вам перевести текст с английского на русский язык. Пожалуйста, предоставьте текст, который вы хотите перевести, и я сделаю это для вас."
johnsbu01,Бук,Альфонсо,,Джонсон,,,Junior,Бук,"Добро пожаловать в Coral! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст для перевода, и я сделаю это для вас.",0,0,79.0,190,Алабама,,1964-01-03,Бирмингем,АЛ,США,Хэйз,Бирмингем,АЛ,США,0000-00-00,Б
martica01,Картье,Картье,Alexander,Мартин,,,,,"Добро пожаловать в Coral! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст для перевода, и я сделаю это для вас.",0,0,79.0,220,Кансасский государственный университет,,1984-11-20,Крокетт,ТХ,США,Нимитц,Хьюстон,ТХ,США,0000-00-00,Б
gelabmi01,Микаэль,Микаэль,,Гелабале,,,,,"Добро пожаловать в Coral! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст для перевода, и я сделаю это для вас.",0,0,79.0,215,"I would be happy to assist you with translating text from English to Russian. Please provide the text you would like translated, and I will do my best to provide an accurate translation.",,1983-05-22,Пуэнт-Нуар,,ФРА,,,,,0000-00-00,Б
