playerid,last_name,first_name,season_id,conference,league_id,games_played,minutes,points,o_rebounds,d_rebounds,rebounds,assists,steals,blocks,turnovers,personal_fouls,fg_attempted,fg_made,ft_attempted,ft_made,three_attempted,three_made
robinda01,Робинсон,Дэвид,1999,Запад,NBA,1,7,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
braunca01,Браун,Карл,1953,Восток,NBA,1,29,9.0,,,4.0,2.0,,,,,8.0,4.0,1.0,1.0,,
martike01,Мартин,Кенион,2003,Восток,NBA,1,23,17.0,4.0,3.0,7.0,3.0,0.0,0.0,3.0,1.0,10.0,8.0,2.0,1.0,0.0,0.0
roybr01,Рой,Брандон,2008,Запад,NBA,1,31,14.0,0.0,5.0,5.0,5.0,0.0,0.0,0.0,2.0,8.0,7.0,0.0,0.0,0.0,0.0
freemdo01,Фримен,Донни,1970,Запад,ABA,1,27,17.0,4.0,3.0,7.0,3.0,,,4.0,3.0,12.0,6.0,8.0,5.0,0.0,0.0
allenra02,Аллен,Рей,2000,Восток,NBA,1,19,15.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,0.0,15.0,7.0,0.0,0.0,7.0,1.0
hayesel01,Хэйз,элвин,1971,Запад,NBA,1,11,4.0,,,2.0,0.0,,,,,6.0,1.0,2.0,2.0,,
greerha01,Греер,Хал,1960,Восток,NBA,1,18,14.0,,,6.0,2.0,,,,,11.0,7.0,0.0,0.0,,
kojisdo01,Кои,Дон,1967,Запад,NBA,1,10,4.0,,,2.0,1.0,,,,,5.0,2.0,0.0,0.0,,
schaydo01,Шейес,Дольф,1951,Восток,NBA,1,99,,,,,,,,,,,,,,,
cunnibi01,Куннингем,Билли,1972,Восток,ABA,1,20,18.0,0.0,6.0,6.0,4.0,1.0,0.0,3.0,6.0,12.0,9.0,0.0,0.0,1.0,0.0
barklch01,Баркли,Шарль,1987,Восток,NBA,1,15,4.0,,,3.0,0.0,,,,,4.0,1.0,2.0,2.0,,
hagancl01,Хаган,Клифф,1958,Запад,NBA,1,22,15.0,,,8.0,3.0,,,,,12.0,6.0,3.0,3.0,,
isselda01,Исцел,Дэн,1973,Восток,ABA,1,26,21.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,15.0,10.0,1.0,1.0,0.0,0.0
freemdo01,Фримен,Донни,1967,Восток,ABA,1,24,20.0,0.0,4.0,4.0,2.0,,,2.0,3.0,13.0,8.0,6.0,4.0,0.0,0.0
jonesji01,Джонс,Джимми,1967,Запад,ABA,1,19,10.0,1.0,0.0,1.0,3.0,,,2.0,1.0,9.0,4.0,4.0,2.0,0.0,0.0
schaydo01,Шейес,Дольф,1958,Восток,NBA,1,22,13.0,,,13.0,1.0,,,,,11.0,3.0,8.0,7.0,,
archina01,Архивард,Нейт,1980,Восток,NBA,1,25,9.0,,,5.0,9.0,,,,,7.0,4.0,3.0,1.0,,
noblech01,Нобильный,Чак,1959,Запад,NBA,1,11,0.0,,,1.0,3.0,,,,,5.0,0.0,0.0,0.0,,
gallaha01,Галатин,Гарри,1950,Восток,NBA,1,0,5.0,,,5.0,2.0,,,,,4.0,2.0,1.0,1.0,,
