id,draftyear,draftround,draftselection,draftoverall,tmid,firstname,lastname,suffixname,playerid,draftfrom,lgid
691,1971,0,0,0,MMP,Том,Оуенс,,owensto01,Южная Каролина,ABA
860,1972,0,0,0,KEN,Кливленд,Гилл,,,Николс Стейт,ABA
1229,1974,1,0,0,UTS,Джо,Мериуэйзер,,meriwjo01,Южный Иллинойс,ABA
1337,1974,8,0,0,KEN,Лен,Култер,,,Мёрхед Сэйл Стейт,ABA
1600,1948,0,0,0,PRO,Отто,Снеллбахер,,,Кансас,NBA
1714,1950,1,1,1,BOS,Чарли,Поделиться,,sharech01,Боулинг-Грин,NBA
1872,1951,4,9,38,PHW,Джуд,мильjon,,,Огайо-Уэслиан,NBA
2111,1953,0,0,0,SYR,Жеральд,Удобная,,,Джорджтаун,NBA
2189,1954,5,6,42,SYR,Павел,Поттенбург,,,Сьена,NBA
2236,1954,10,9,89,MNL,Джон,Блевер,,,Северо-Западный,NBA
2436,1957,1,2,2,DET,Шарль,Тира,,tyrach01,Луисвилл,NBA
2510,1957,11,1,76,CIN,Клифф,Хафер,,,Северная Каролина,NBA
2621,1959,2,6,12,STL,Алэн,Сиден,,,Сент-Джонс,NBA
2840,1961,5,7,48,STL,Джон,Берберих,,,УЦЛ,NBA
2966,1962,8,5,65,SYR,Жерар,Харнесс,,harknje01,Лойола (Иллинойс),NBA
3051,1963,6,5,49,CIN,Джим,Маккормэк,,,Западная Вирджиния,NBA
3253,1965,8,3,64,BAL,Джим,Мурффи,,,Депул,NBA
3256,1965,8,6,67,CIN,Джим,Лисица,,,Южная Каролина,NBA
3287,1965,14,2,98,PHI,Джек,Моргеншильд,,,Хьюстон,NBA
3895,1969,8,10,109,ATL,Боб,Крэстин,,chrisbo01,Грамбинг,NBA
4663,1972,13,4,178,BAL,Майк,Кравчик,,,Лойола (Мэриленд),NBA
4805,1973,8,2,122,BUF,Карл,Джексон,,,Сент-Бонифаций,NBA
4845,1973,10,11,162,CAP,Дик,Келли,,,Колледж Бай,NBA
4861,1973,12,4,178,CLE,Крис,Мэкомби,,,Сан-Диего Стейт,NBA
4871,1973,13,6,188,BOS,Скотт,Кёльцер,,,Монтана Стейт,NBA
4953,1974,4,5,59,HOU,Ларри,Робинсон,,,Техас,NBA
5128,1975,4,2,56,LAL,СДж,Купец,,kupeccj01,Мичиган,NBA
5383,1976,8,15,137,WSB,Мерлин,Уильям,,,Джорджтаун,NBA
6068,1980,3,17,63,MIL,Ал,Беал,,,Оклахома,NBA
6296,1981,4,8,77,SDC,Ли,Ракер,,,Вирджиния,NBA
6334,1981,5,23,115,BOS,Глен,Грюнвальд,,,Индיאנה,NBA
6430,1981,10,8,211,DEN,Деррик,Роуленд,,rowlade01,Потсдамский штат,NBA
6653,1982,10,6,211,NYK,Джон,Леонард,,,Мане́хтон,NBA
7052,1984,7,20,159,MIL,Тони,Уильям,,,Флорида Студентс,NBA
7234,1985,5,20,113,PHI,Карл,Райт,,,Южно-Методский,NBA
7782,1990,2,20,47,PHI,Дерек,Укрепляющий,,stronde01,Сабионик (Огайо),NBA
7843,1991,2,27,54,POR,Маркус,Кеннеди,,,Восточная Мичиганская область,NBA
8257,1999,1,21,21,GSW,Джефф,Фостер,,fosteje01,Южный Техасский государственный университет,NBA
8499,2003,2,4,33,MIA,Иеремия,Бэзили,,beaslje01,Северная Дакота,NBA
8501,2003,2,6,35,MIL,Симон,Шевчик,,,Польша,NBA
8764,2008,1,1,1,CHI,Деррик,Роза,,rosede01,Мемфис,NBA
8884,2010,1,1,1,WAS,Джон,Стена,,walljo01,Кентукки,NBA
8913,2010,1,30,30,WAS,Лазарь,Хейворд,,haywala01,Маркуз,NBA
8998,2011,2,25,55,BOS,Этуэн,Моур,,mooree_01,Пурдью,NBA
