playerid,award,year,lgid,note,pos
abdulka01,Защитная команда года НФЛ,1970,NBA,,
abdulka01,Вибла-Скотт,1970,NBA,,C
abdulka01,Финальный игрок в наиболее важную позицию,1970,NBA,,
abdulka01,Самый ценный игрок,1970,NBA,,
barryri01,Все-АБА Первый состав,1970,ABA,,"Добро пожаловать в Coral! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст для перевода, и я сделаю это для вас."
beatyze01,Вторая команда All-ABA,1970,ABA,вязание,C
beatyze01,Финальный игрок в наиболее важную позицию,1970,ABA,,
bingda01,Вибла-Скотт,1970,NBA,,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода."
briskjo01,Вторая команда All-ABA,1970,ABA,,"Добро пожаловать в Coral! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст для перевода, и я сделаю это для вас."
brownro01,Все-АБА Первый состав,1970,ABA,,"Добро пожаловать в Coral! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст для перевода, и я сделаю это для вас."
caldwjo01,Вторая команда All-ABA,1970,ABA,,"Добро пожаловать в Coral! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст для перевода, и я сделаю это для вас."
calvima01,Все-АБА Первый состав,1970,ABA,,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода."
cannola01,Вторая команда All-ABA,1970,ABA,,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода."
cowenda01,Руки на коленях,1970,NBA,вязание,
cunnibi01,Вибла-Скотт,1970,NBA,,"Добро пожаловать в Coral! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст для перевода, и я сделаю это для вас."
danieme01,Все-АБА Первый состав,1970,ABA,,C
danieme01,Самый ценный игрок,1970,ABA,,
debusda01,Всеобъемлющая оборонительная команда первой лиги,1970,NBA,,
fraziwa01,Всеобъемлющая оборонительная команда первой лиги,1970,NBA,,
fraziwa01,Вице-чемпион НБА,1970,NBA,,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода."
freemdo01,Вторая команда All-ABA,1970,ABA,,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода."
havlijo01,Защитная команда года НФЛ,1970,NBA,,
havlijo01,Вибла-Скотт,1970,NBA,,"Добро пожаловать в Coral! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст для перевода, и я сделаю это для вас."
isselda01,Вторая команда All-ABA,1970,ABA,вязание,C
isselda01,Руки на коленях,1970,ABA,вязание,
johnsgu01,Всеобъемлющая оборонительная команда первой лиги,1970,NBA,,
johnsgu01,Вице-чемпион НБА,1970,NBA,,"Добро пожаловать в Coral! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст для перевода, и я сделаю это для вас."
lovebo01,Вице-чемпион НБА,1970,NBA,,"Добро пожаловать в Coral! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст для перевода, и я сделаю это для вас."
petrige01,Руки на коленях,1970,NBA,вязание,
reedwi01,Вице-чемпион НБА,1970,NBA,,C
roberos01,Вице-чемпион НБА,1970,NBA,,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода."
scottch01,Все-АБА Первый состав,1970,ABA,,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода."
scottch01,Руки на коленях,1970,ABA,вязание,
silaspa01,Защитная команда года НФЛ,1970,NBA,,
sloanje01,Защитная команда года НФЛ,1970,NBA,,
thurmna01,Всеобъемлющая оборонительная команда первой лиги,1970,NBA,,
vanlino01,Защитная команда года НФЛ,1970,NBA,,
westje01,Всеобъемлющая оборонительная команда первой лиги,1970,NBA,,
westje01,Вибла-Скотт,1970,NBA,,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода."
olajuha01,Финальный игрок в наиболее важную позицию,1994,NBA,,
artesro01,Команды всех звезд NBA,2003,NBA,,"Добро пожаловать в Coral! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст для перевода, и я сделаю это для вас."
robbire01,Вторая команда All-ABA,1969,ABA,,C
gilmoar01,Все-АБА Первый состав,1972,ABA,,C
jabalwa01,Финальный игрок в наиболее важную позицию,1968,ABA,,
sloanje01,Всеобъемлющая оборонительная команда первой лиги,1974,NBA,,
kiddja01,Защитная команда года НФЛ,2006,NBA,,
greerha01,Вице-чемпион НБА,1962,NBA,,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода."
lucasje01,Вибла-Скотт,1965,NBA,,"Добро пожаловать в Coral! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст для перевода, и я сделаю это для вас."
bryanko01,Вице-чемпион НБА,2000,NBA,,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода."
stoudda01,Руки на коленях,1995,NBA,,
abdulka01,Самый ценный игрок,1975,NBA,,
bayloel01,Вибла-Скотт,1968,NBA,,"Добро пожаловать в Coral! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст для перевода, и я сделаю это для вас."
cousybo01,Вибла-Скотт,1955,NBA,,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода."
wisewi01,Вторая команда All-ABA,1971,ABA,,"Добро пожаловать в Coral! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст для перевода, и я сделаю это для вас."
olajuha01,Вице-чемпион НБА,1985,NBA,,C
bellra01,Защитная команда года НФЛ,2007,NBA,,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода."
hillgr01,Вице-чемпион НБА,1999,NBA,,"Добро пожаловать в Coral! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст для перевода, и я сделаю это для вас."
duncati01,Вибла-Скотт,2002,NBA,,"Добро пожаловать в Coral! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст для перевода, и я сделаю это для вас."
