File,Row,Column,Length_Orig,Length_Trans,Diff_%,Original,Translated
players.csv,321,namelast,6,26,333.3,DeMars,&lt; &lt; Демарс &gt; &gt;
players.csv,369,namelast,6,20,233.3,Egloff,&quot; Эглофф &quot;
players.csv,469,birthcity,8,41,412.5,Crescent,Организация &lt; &lt; Полумесяц &gt; &gt;
players.csv,523,namenick,4,40,900.0,Jeep,Автомобиль типа &lt; &lt; джип &gt; &gt;
players.csv,841,namenick,6,20,233.3,Gunner,Огнестрельное оружие
players.csv,922,college,8,28,250.0,Marin CC,&lt; &lt; Марин CC &gt; &gt;
players.csv,1303,birthcity,9,41,355.6,Englewood,Englewood ( &lt; &lt; Энглвуд &gt; &gt; )
players.csv,1374,deathcity,7,27,285.7,Edmonds,&lt; &lt; Эдмондс &gt; &gt;
players.csv,1404,deathcity,9,31,244.4,Camp Hill,Лагерь &lt; &lt; Хилл &gt; &gt;
players.csv,1473,birthcity,7,27,285.7,Edmonds,&lt; &lt; Эдмондс &gt; &gt;
schools.csv,275,schoolnick,6,27,350.0,Miners,Горнодобывающие предприятия
schools.csv,323,schoolnick,6,25,316.7,Pilots,Экспериментальные проекты
schools.csv,590,schoolnick,6,25,316.7,Pilots,Экспериментальные проекты
