corp_no,corp_name,street,city,state_prov,country,mail_code,phone_no,expr_dt,region_no,corp_code
1,Корп. Апекс Кей Стоунс Инк., , ,,,,,2004-10-12 10:41:26,3,
2,Корп. Апекс Лайтинг Инк., , ,,,,,2004-10-12 10:41:26,8,
4,Корп. Апекс Нейлдеворк Инк., , ,,,,,2004-10-12 10:41:26,6,
5,Корп. Апекс Опер инк., , ,,,,,2004-10-12 10:41:26,3,
7,Корп. Апекс КвестсИнк., , ,,,,,2004-10-12 10:41:26,8,
16,Корп. Бостон Петролеум Инк., , ,,,,,2004-10-12 10:41:26,1,
24,Корп. Компьютер Нитковое Машинное Вычисление, , ,,,,,2004-10-12 10:41:26,5,
28,Corp. Компьютер Ресторанс Инк., , ,,,,,2004-10-12 10:41:26,8,
29,Корп. Компьютерные парусники Инк., , ,,,,,2004-10-12 10:41:26,7,
30,Корп. Компьютер Транспорт Инк., , ,,,,,2004-10-12 10:41:26,1,
31,Корп. Драйвен Кей Стонз Инк., , ,,,,,2004-10-12 10:41:26,1,
33,Корп. Драйвен Макинерри Инк., , ,,,,,2004-10-12 10:41:26,1,
34,Корп. Драйвен Наилвёрк Инк., , ,,,,,2004-10-12 10:41:26,1,
35,Корп. Драйвен Опер инк., , ,,,,,2004-10-12 10:41:26,3,
38,Скорп. Драйвен Ресторанз Инк., , ,,,,,2004-10-12 10:41:26,8,
41,Корп. Эксперт Ключевые Камни Инк., , ,,,,,2004-10-12 10:41:26,2,
42,Корп. Эксперт-Освещение, , ,,,,,2004-10-12 10:41:26,6,
44,Корп. Эксперт Сушеная игла, , ,,,,,2004-10-12 10:41:26,6,
45,Корп. Эксперт ОперИнк., , ,,,,,2004-10-12 10:41:26,1,
48,Корп. Эксперт РесторанзИнк., , ,,,,,2004-10-12 10:41:26,8,
49,"Компания ""Эксперт-салер"" Инк.", , ,,,,,2004-10-12 10:41:26,4,
53,Корп. Фамоз Механик Инк., , ,,,,,2004-10-12 10:41:26,4,
58,Корпорация Феймус Ресторанс Инк., , ,,,,,2004-10-12 10:41:26,3,
60,Корп. Фам. Транспорт Инк., , ,,,,,2004-10-12 10:41:26,4,
65,"Корп. ""Гигант ОпераИнк.""", , ,,,,,2004-10-12 10:41:26,8,
67,"Корп. ""Гигант КвестсИнк.""", , ,,,,,2004-10-12 10:41:26,5,
69,Корп. «Гигантские судоремонтные заводы» Инк., , ,,,,,2004-10-12 10:41:26,1,
74,Корп. «Умный Подвижной Работы» Инк., , ,,,,,2004-10-12 10:41:26,7,
75,"Корп. ""Умный ОпераИнк.""", , ,,,,,2004-10-12 10:41:26,1,
76,"Корп. ""Уимбл Петролеум Инк.""", , ,,,,,2004-10-12 10:41:26,4,
79,"Силовые заводы ""Умбрл"" Инк.", , ,,,,,2004-10-12 10:41:26,8,
81,Corp. Имперские каменные блоки Inc., , ,,,,,2004-10-12 10:41:26,6,
82,Корп. Имперская освещение Инк., , ,,,,,2004-10-12 10:41:26,3,
84,Корп. Имперские вышивки, , ,,,,,2004-10-12 10:41:26,5,
85,Корп. Имперская ОпераИнк., , ,,,,,2004-10-12 10:41:26,2,
86,Корп. Империал Петролеум Инк., , ,,,,,2004-10-12 10:41:26,2,
91,"Корпорация ""Just Key Stones"", Инк.", , ,,,,,2004-10-12 10:41:26,3,
93,"Corp. ""Just Machinery Inc.""", , ,,,,,2004-10-12 10:41:26,4,
97,Just Quests Inc., , ,,,,,2004-10-12 10:41:26,7,
99,"Корп. ""Just Sail Makers Inc.""", , ,,,,,2004-10-12 10:41:26,5,
100,Только транспортная компания., , ,,,,,2004-10-12 10:41:26,1,
102,Корп. Апе́кс Лайтинг Ко., , ,,,,,2004-10-12 10:41:26,5,
110,Корп. Апекс ТرانситКо., , ,,,,,2004-10-12 10:41:26,7,
111,Корп. Бостонских каменных ворот, , ,,,,,2004-10-12 10:41:26,2,
112,Корп. Бостон Лайтинг Ко., , ,,,,,2004-10-12 10:41:26,7,
114,Корп. Бостонська вишивка, , ,,,,,2004-10-12 10:41:26,4,
117,Корп. Бостон КвестсКо., , ,,,,,2004-10-12 10:41:26,1,
118,Корп. Бостонские рестораны, , ,,,,,2004-10-12 10:41:26,1,
121,Корп. Компьютерные ключевые камни, , ,,,,,2004-10-12 10:41:26,2,
122,Корп. Компьютерное освещение, , ,,,,,2004-10-12 10:41:26,4,
123,Corporация Компьютерной Машинной, , ,,,,,2004-10-12 10:41:26,4,
125,Корп. Компьютер Операкорп., , ,,,,,2004-10-12 10:41:26,5,
126,Корп. Компьютер Петролеум Ко., , ,,,,,2004-10-12 10:41:26,6,
129,Корп. Компьютерные судоремонтные заводы, , ,,,,,2004-10-12 10:41:26,4,
