statement_no,member_no,statement_dt,due_dt,statement_amt,statement_code
78,78,13.08.1999 г.,1999-09-02 00:00:00,0.0,
452,452,13.08.1999 г.,1999-09-02 00:00:00,0.0,
541,541,13.08.1999 г.,1999-09-02 00:00:00,0.0,
647,647,13.08.1999 г.,1999-09-02 00:00:00,0.0,
882,882,13.08.1999 г.,1999-09-02 00:00:00,1720.0,
982,982,13.08.1999 г.,1999-09-02 00:00:00,0.0,
994,994,13.08.1999 г.,1999-09-02 00:00:00,0.0,
1015,1015,13.08.1999 г.,1999-09-02 00:00:00,0.0,
1141,1141,13.08.1999 г.,1999-09-02 00:00:00,0.0,
1183,1183,13.08.1999 г.,1999-09-02 00:00:00,2443.0,
1232,1232,13.08.1999 г.,1999-09-02 00:00:00,0.0,
1296,1296,13.08.1999 г.,1999-09-02 00:00:00,3027.0,
1394,1394,13.08.1999 г.,1999-09-02 00:00:00,0.0,
1528,1528,13.08.1999 г.,1999-09-02 00:00:00,7207.0,
1577,1577,13.08.1999 г.,1999-09-02 00:00:00,0.0,
1624,1624,13.08.1999 г.,1999-09-02 00:00:00,587.0,
1806,1806,13.08.1999 г.,1999-09-02 00:00:00,0.0,
2031,2031,13.08.1999 г.,1999-09-02 00:00:00,4990.0,
2085,2085,13.08.1999 г.,1999-09-02 00:00:00,0.0,
2149,2149,13.08.1999 г.,1999-09-02 00:00:00,2346.0,
2212,2212,13.08.1999 г.,1999-09-02 00:00:00,938.0,
2218,2218,13.08.1999 г.,1999-09-02 00:00:00,7959.0,
2453,2453,13.08.1999 г.,1999-09-02 00:00:00,0.0,
2459,2459,13.08.1999 г.,1999-09-02 00:00:00,4596.0,
2639,2639,13.08.1999 г.,1999-09-02 00:00:00,0.0,
2681,2681,13.08.1999 г.,1999-09-02 00:00:00,4392.0,
2729,2729,13.08.1999 г.,1999-09-02 00:00:00,12513.0,
2765,2765,13.08.1999 г.,1999-09-02 00:00:00,7660.0,
2781,2781,13.08.1999 г.,1999-09-02 00:00:00,4226.0,
2788,2788,13.08.1999 г.,1999-09-02 00:00:00,1993.0,
2919,2919,13.08.1999 г.,1999-09-02 00:00:00,1780.0,
3000,3000,13.08.1999 г.,1999-09-02 00:00:00,12776.0,
3036,3036,13.08.1999 г.,1999-09-02 00:00:00,1204.0,
3038,3038,13.08.1999 г.,1999-09-02 00:00:00,8874.0,
3103,3103,13.08.1999 г.,1999-09-02 00:00:00,4580.0,
3295,3295,13.08.1999 г.,1999-09-02 00:00:00,831.0,
3303,3303,13.08.1999 г.,1999-09-02 00:00:00,5969.0,
3403,3403,13.08.1999 г.,1999-09-02 00:00:00,4386.0,
3454,3454,13.08.1999 г.,1999-09-02 00:00:00,12160.0,
3514,3514,13.08.1999 г.,1999-09-02 00:00:00,7075.0,
3617,3617,13.08.1999 г.,1999-09-02 00:00:00,4862.0,
3885,3885,13.08.1999 г.,1999-09-02 00:00:00,5614.0,
4190,4190,13.08.1999 г.,1999-09-02 00:00:00,2375.0,
4237,4237,13.08.1999 г.,1999-09-02 00:00:00,3896.0,
4262,4262,13.08.1999 г.,1999-09-02 00:00:00,7550.0,
4286,4286,13.08.1999 г.,1999-09-02 00:00:00,6091.0,
4510,4510,13.08.1999 г.,1999-09-02 00:00:00,3207.0,
4543,4543,13.08.1999 г.,1999-09-02 00:00:00,15546.0,
4610,4610,13.08.1999 г.,1999-09-02 00:00:00,5009.0,
4666,4666,13.08.1999 г.,1999-09-02 00:00:00,12430.0,
4704,4704,13.08.1999 г.,1999-09-02 00:00:00,4380.0,
4797,4797,13.08.1999 г.,1999-09-02 00:00:00,8499.0,
4961,4961,13.08.1999 г.,1999-09-02 00:00:00,6804.0,
5017,5017,13.08.1999 г.,1999-09-02 00:00:00,16240.0,
5134,5134,13.08.1999 г.,1999-09-02 00:00:00,6377.0,
5345,5345,13.08.1999 г.,1999-09-02 00:00:00,4881.0,
5355,5355,13.08.1999 г.,1999-09-02 00:00:00,5654.0,
5389,5389,13.08.1999 г.,1999-09-02 00:00:00,10883.0,
5449,5449,13.08.1999 г.,1999-09-02 00:00:00,8405.0,
5466,5466,13.08.1999 г.,1999-09-02 00:00:00,1709.0,
5680,5680,13.08.1999 г.,1999-09-02 00:00:00,9243.0,
5788,5788,13.08.1999 г.,1999-09-02 00:00:00,16033.0,
5859,5859,13.08.1999 г.,1999-09-02 00:00:00,11523.0,
5914,5914,13.08.1999 г.,1999-09-02 00:00:00,9450.0,
6014,6014,13.08.1999 г.,1999-09-02 00:00:00,13267.0,
6215,6215,13.08.1999 г.,1999-09-02 00:00:00,6659.0,
6511,6511,13.08.1999 г.,1999-09-02 00:00:00,11722.0,
6543,6543,13.08.1999 г.,1999-09-02 00:00:00,7963.0,
6573,6573,13.08.1999 г.,1999-09-02 00:00:00,3273.0,
6589,6589,13.08.1999 г.,1999-09-02 00:00:00,15377.0,
6983,6983,13.08.1999 г.,1999-09-02 00:00:00,15076.0,
7113,7113,13.08.1999 г.,1999-09-02 00:00:00,17898.0,
7146,7146,13.08.1999 г.,1999-09-02 00:00:00,10090.0,
7197,7197,13.08.1999 г.,1999-09-02 00:00:00,11926.0,
7220,7220,13.08.1999 г.,1999-09-02 00:00:00,12124.0,
7265,7265,13.08.1999 г.,1999-09-02 00:00:00,29930.0,
7308,7308,13.08.1999 г.,1999-09-02 00:00:00,12179.0,
7349,7349,13.08.1999 г.,1999-09-02 00:00:00,5789.0,
7437,7437,13.08.1999 г.,1999-09-02 00:00:00,16840.0,
7504,7504,13.08.1999 г.,1999-09-02 00:00:00,11082.0,
7516,7516,13.08.1999 г.,1999-09-02 00:00:00,23562.0,
7594,7594,13.08.1999 г.,1999-09-02 00:00:00,18883.0,
7613,7613,13.08.1999 г.,1999-09-02 00:00:00,13303.0,
7706,7706,13.08.1999 г.,1999-09-02 00:00:00,14029.0,
7963,7963,13.08.1999 г.,1999-09-02 00:00:00,34014.0,
7964,7964,13.08.1999 г.,1999-09-02 00:00:00,31370.0,
8049,8049,13.08.1999 г.,1999-09-02 00:00:00,17002.0,
8144,8144,13.08.1999 г.,1999-09-02 00:00:00,10512.0,
8157,8157,13.08.1999 г.,1999-09-02 00:00:00,33435.0,
8166,8166,13.08.1999 г.,1999-09-02 00:00:00,8829.0,
8343,8343,13.08.1999 г.,1999-09-02 00:00:00,17005.0,
8713,8713,13.08.1999 г.,1999-09-02 00:00:00,35468.0,
8750,8750,13.08.1999 г.,1999-09-02 00:00:00,24642.0,
8839,8839,13.08.1999 г.,1999-09-02 00:00:00,23099.0,
9220,9220,13.08.1999 г.,1999-09-02 00:00:00,24295.0,
9247,9247,13.08.1999 г.,1999-09-02 00:00:00,20897.0,
9404,9404,13.08.1999 г.,1999-09-02 00:00:00,21995.0,
9410,9410,13.08.1999 г.,1999-09-02 00:00:00,38093.0,
9464,9464,13.08.1999 г.,1999-09-02 00:00:00,35522.0,
9573,9573,13.08.1999 г.,1999-09-02 00:00:00,24392.0,
9621,9621,13.08.1999 г.,1999-09-02 00:00:00,49254.0,
9745,9745,13.08.1999 г.,1999-09-02 00:00:00,52796.0,
9884,9884,13.08.1999 г.,1999-09-02 00:00:00,35312.0,
10023,23,1999-09-13 00:00:00,1999-10-03 00:00:00,0.0,
10066,66,1999-09-13 00:00:00,1999-10-03 00:00:00,0.0,
10126,126,1999-09-13 00:00:00,1999-10-03 00:00:00,0.0,
10415,415,1999-09-13 00:00:00,1999-10-03 00:00:00,0.0,
10445,445,1999-09-13 00:00:00,1999-10-03 00:00:00,0.0,
10460,460,1999-09-13 00:00:00,1999-10-03 00:00:00,0.0,
10501,501,1999-09-13 00:00:00,1999-10-03 00:00:00,0.0,
10539,539,1999-09-13 00:00:00,1999-10-03 00:00:00,0.0,
10760,760,1999-09-13 00:00:00,1999-10-03 00:00:00,0.0,
10761,761,1999-09-13 00:00:00,1999-10-03 00:00:00,0.0,
10779,779,1999-09-13 00:00:00,1999-10-03 00:00:00,0.0,
10856,856,1999-09-13 00:00:00,1999-10-03 00:00:00,0.0,
10960,960,1999-09-13 00:00:00,1999-10-03 00:00:00,0.0,
11011,1011,1999-09-13 00:00:00,1999-10-03 00:00:00,0.0,
11050,1050,1999-09-13 00:00:00,1999-10-03 00:00:00,0.0,
11332,1332,1999-09-13 00:00:00,1999-10-03 00:00:00,0.0,
11495,1495,1999-09-13 00:00:00,1999-10-03 00:00:00,0.0,
11555,1555,1999-09-13 00:00:00,1999-10-03 00:00:00,114.0,
11568,1568,1999-09-13 00:00:00,1999-10-03 00:00:00,1109.0,
11569,1569,1999-09-13 00:00:00,1999-10-03 00:00:00,0.0,
11684,1684,1999-09-13 00:00:00,1999-10-03 00:00:00,0.0,
11691,1691,1999-09-13 00:00:00,1999-10-03 00:00:00,0.0,
11725,1725,1999-09-13 00:00:00,1999-10-03 00:00:00,0.0,
11797,1797,1999-09-13 00:00:00,1999-10-03 00:00:00,0.0,
11802,1802,1999-09-13 00:00:00,1999-10-03 00:00:00,0.0,
11875,1875,1999-09-13 00:00:00,1999-10-03 00:00:00,4427.0,
11976,1976,1999-09-13 00:00:00,1999-10-03 00:00:00,0.0,
12305,2305,1999-09-13 00:00:00,1999-10-03 00:00:00,0.0,
12598,2598,1999-09-13 00:00:00,1999-10-03 00:00:00,4020.0,
12752,2752,1999-09-13 00:00:00,1999-10-03 00:00:00,0.0,
12840,2840,1999-09-13 00:00:00,1999-10-03 00:00:00,3641.0,
12842,2842,1999-09-13 00:00:00,1999-10-03 00:00:00,286.0,
12900,2900,1999-09-13 00:00:00,1999-10-03 00:00:00,0.0,
12924,2924,1999-09-13 00:00:00,1999-10-03 00:00:00,783.0,
12957,2957,1999-09-13 00:00:00,1999-10-03 00:00:00,0.0,
13080,3080,1999-09-13 00:00:00,1999-10-03 00:00:00,4410.0,
13091,3091,1999-09-13 00:00:00,1999-10-03 00:00:00,4151.0,
13097,3097,1999-09-13 00:00:00,1999-10-03 00:00:00,0.0,
13192,3192,1999-09-13 00:00:00,1999-10-03 00:00:00,1260.0,
13227,3227,1999-09-13 00:00:00,1999-10-03 00:00:00,8411.0,
13288,3288,1999-09-13 00:00:00,1999-10-03 00:00:00,6712.0,
13292,3292,1999-09-13 00:00:00,1999-10-03 00:00:00,0.0,
13352,3352,1999-09-13 00:00:00,1999-10-03 00:00:00,0.0,
13450,3450,1999-09-13 00:00:00,1999-10-03 00:00:00,7449.0,
13535,3535,1999-09-13 00:00:00,1999-10-03 00:00:00,3065.0,
13675,3675,1999-09-13 00:00:00,1999-10-03 00:00:00,4912.0,
14034,4034,1999-09-13 00:00:00,1999-10-03 00:00:00,1009.0,
14063,4063,1999-09-13 00:00:00,1999-10-03 00:00:00,5592.0,
14128,4128,1999-09-13 00:00:00,1999-10-03 00:00:00,0.0,
14146,4146,1999-09-13 00:00:00,1999-10-03 00:00:00,4806.0,
14161,4161,1999-09-13 00:00:00,1999-10-03 00:00:00,11420.0,
14204,4204,1999-09-13 00:00:00,1999-10-03 00:00:00,8011.0,
14268,4268,1999-09-13 00:00:00,1999-10-03 00:00:00,2246.0,
14299,4299,1999-09-13 00:00:00,1999-10-03 00:00:00,198.0,
14328,4328,1999-09-13 00:00:00,1999-10-03 00:00:00,3502.0,
14420,4420,1999-09-13 00:00:00,1999-10-03 00:00:00,4899.0,
14628,4628,1999-09-13 00:00:00,1999-10-03 00:00:00,13180.0,
