hofid,yearid,votedby,ballots,needed,votes,inducted,category
adamsba01h,1937,BBWAA,201.0,151.0,8.0,N,Player
adamsba01h,1942,BBWAA,233.0,175.0,11.0,N,Player
adamsba01h,1947,BBWAA,161.0,121.0,22.0,N,Player
adamsbo03h,1966,BBWAA,302.0,227.0,1.0,N,Player
alexape01h,1937,BBWAA,201.0,151.0,125.0,N,Player
altroni01h,1937,BBWAA,201.0,151.0,3.0,N,Player
altroni01h,1956,BBWAA,193.0,145.0,1.0,N,Player
applilu01h,1956,BBWAA,193.0,145.0,14.0,N,Player
archeji01h,1937,BBWAA,201.0,151.0,6.0,N,Player
averiea01h,1956,BBWAA,193.0,145.0,3.0,N,Player
bakerfr01h,1937,BBWAA,201.0,151.0,13.0,N,Player
bakerfr01h,1942,BBWAA,233.0,175.0,39.0,N,Player
bakerfr01h,1947,BBWAA,161.0,121.0,49.0,N,Player
bancrda01h,1937,BBWAA,201.0,151.0,3.0,N,Player
bancrda01h,1956,BBWAA,193.0,145.0,15.0,N,Player
bauerha01h,1967,BBWAA,292.0,219.0,23.0,N,Player
beaumgi01h,1942,BBWAA,233.0,175.0,1.0,N,Player
becklja01h,1942,BBWAA,233.0,175.0,1.0,N,Player
bendech01h,1937,BBWAA,201.0,151.0,17.0,N,Player
bendech01h,1942,BBWAA,233.0,175.0,55.0,N,Player
bendech01h,1947,BBWAA,161.0,121.0,72.0,N,Player
bergema01h,1937,BBWAA,201.0,151.0,2.0,N,Player
bergewa01h,1956,BBWAA,193.0,145.0,1.0,N,Player
bishoma01h,1956,BBWAA,193.0,145.0,1.0,N,Player
bluegos01h,1956,BBWAA,193.0,145.0,2.0,N,Player
bodiepi01h,1937,BBWAA,201.0,151.0,2.0,N,Player
boleyjo01h,1942,BBWAA,233.0,175.0,1.0,N,Player
bottoji01h,1956,BBWAA,193.0,145.0,42.0,N,Player
boudrlo01h,1956,BBWAA,193.0,145.0,2.0,N,Player
boudrlo01h,1966,BBWAA,302.0,227.0,115.0,N,Player
boudrlo01h,1967,BBWAA,292.0,219.0,143.0,N,Player
bradlbi01h,1937,BBWAA,201.0,151.0,5.0,N,Player
bradlbi01h,1942,BBWAA,233.0,175.0,1.0,N,Player
breitte01h,1937,BBWAA,201.0,151.0,1.0,N,Player
bresnro01h,1937,BBWAA,201.0,151.0,43.0,N,Player
bresnro01h,1942,BBWAA,233.0,175.0,57.0,N,Player
bridgto01h,1956,BBWAA,193.0,145.0,3.0,N,Player
bridgto01h,1966,BBWAA,302.0,227.0,16.0,N,Player
brownmo01h,1937,BBWAA,201.0,151.0,31.0,N,Player
brownmo01h,1942,BBWAA,233.0,175.0,63.0,N,Player
bulkemo99h,1937,Centennial,,,,Y,Pioneer/Executive
burkeje01h,1937,BBWAA,201.0,151.0,1.0,N,Player
burkeje01h,1942,BBWAA,233.0,175.0,4.0,N,Player
burnsge01h,1937,BBWAA,201.0,151.0,3.0,N,Player
bushdo01h,1937,BBWAA,201.0,151.0,1.0,N,Player
bushdo01h,1942,BBWAA,233.0,175.0,2.0,N,Player
bushgu01h,1956,BBWAA,193.0,145.0,2.0,N,Player
camildo01h,1956,BBWAA,193.0,145.0,1.0,N,Player
camparo01h,1966,BBWAA,302.0,227.0,197.0,N,Player
camparo01h,1967,BBWAA,292.0,219.0,204.0,N,Player
careyma01h,1937,BBWAA,201.0,151.0,6.0,N,Player
careyma01h,1956,BBWAA,193.0,145.0,65.0,N,Player
carrach01h,1966,BBWAA,302.0,227.0,1.0,N,Player
carribi02h,1937,BBWAA,201.0,151.0,5.0,N,Player
cavarph01h,1966,BBWAA,302.0,227.0,9.0,N,Player
cavarph01h,1967,BBWAA,292.0,219.0,15.0,N,Player
chancfr01h,1937,BBWAA,201.0,151.0,49.0,N,Player
chancfr01h,1942,BBWAA,233.0,175.0,136.0,N,Player
chandsp01h,1956,BBWAA,193.0,145.0,1.0,N,Player
chaseha01h,1937,BBWAA,201.0,151.0,18.0,N,Player
chesbja01h,1937,BBWAA,201.0,151.0,1.0,N,Player
cissebi01h,1937,BBWAA,201.0,151.0,1.0,N,Player
clarkfr01h,1937,BBWAA,201.0,151.0,22.0,N,Player
clarkfr01h,1942,BBWAA,233.0,175.0,58.0,N,Player
cochrmi01h,1942,BBWAA,233.0,175.0,88.0,N,Player
cochrmi01h,1947,BBWAA,161.0,121.0,128.0,Y,Player
collied01h,1937,BBWAA,201.0,151.0,115.0,N,Player
colliji01h,1937,BBWAA,201.0,151.0,66.0,N,Player
colliji01h,1942,BBWAA,233.0,175.0,68.0,N,Player
collish01h,1937,BBWAA,201.0,151.0,1.0,N,Player
combsea01h,1937,BBWAA,201.0,151.0,4.0,N,Player
combsea01h,1956,BBWAA,193.0,145.0,14.0,N,Player
coombja01h,1937,BBWAA,201.0,151.0,2.0,N,Player
coopemo01h,1956,BBWAA,193.0,145.0,2.0,N,Player
courtcl01h,1967,BBWAA,292.0,219.0,1.0,N,Player
cramedo01h,1956,BBWAA,193.0,145.0,4.0,N,Player
cravaga01h,1937,BBWAA,201.0,151.0,2.0,N,Player
cravaga01h,1947,BBWAA,161.0,121.0,2.0,N,Player
crawfsa01h,1937,BBWAA,201.0,151.0,5.0,N,Player
crawfsa01h,1942,BBWAA,233.0,175.0,2.0,N,Player
crigelo01h,1937,BBWAA,201.0,151.0,16.0,N,Player
critzhu01h,1956,BBWAA,193.0,145.0,2.0,N,Player
cronijo01h,1947,BBWAA,161.0,121.0,6.0,N,Player
cronijo01h,1956,BBWAA,193.0,145.0,152.0,Y,Player
crosefr01h,1956,BBWAA,193.0,145.0,1.0,N,Player
crossla01h,1942,BBWAA,233.0,175.0,1.0,N,Player
cuccito01h,1956,BBWAA,193.0,145.0,1.0,N,Player
cuyleki01h,1956,BBWAA,193.0,145.0,55.0,N,Player
darkal01h,1966,BBWAA,302.0,227.0,17.0,N,Player
hodgegi01h,1976,BBWAA,388.0,291.0,233.0,N,Player
karroer01h,2010,BBWAA,539.0,405.0,2.0,N,Player
stengca01h,1948,BBWAA,121.0,91.0,1.0,N,Manager
higgipi01h,1960,BBWAA,269.0,202.0,3.0,N,Player
kuennha01h,1978,BBWAA,379.0,285.0,58.0,N,Player
clarkjo01h,1963,Veterans,,,,Y,Player
drysddo01h,1983,BBWAA,374.0,281.0,242.0,N,Player
jackstr01h,1951,BBWAA,226.0,170.0,4.0,N,Player
hermaba01h,1948,BBWAA,121.0,91.0,2.0,N,Player
tinkejo01h,1946,Nominating Vote,202.0,,55.0,N,Player
hoytwa01h,1942,BBWAA,233.0,175.0,1.0,N,Player
warnelo01h,1958,BBWAA,266.0,200.0,2.0,N,Player
whitefr01h,1996,BBWAA,470.0,353.0,18.0,N,Player
jurgebi01h,1958,BBWAA,266.0,200.0,1.0,N,Player
pinsova01h,1987,BBWAA,413.0,310.0,48.0,N,Player
collied01h,1939,BBWAA,274.0,206.0,213.0,Y,Player
maybejo01h,1988,BBWAA,427.0,321.0,0.0,N,Player
killebi01h,1946,Nominating Vote,202.0,,1.0,N,Player
combsea01h,1960,BBWAA,269.0,202.0,43.0,N,Player
adamsba01h,1954,BBWAA,252.0,189.0,13.0,N,Player
pinsova01h,1988,BBWAA,427.0,321.0,67.0,N,Player
faberre01h,1958,BBWAA,266.0,200.0,68.0,N,Player
gonzaju03h,2012,BBWAA,573.0,430.0,23.0,N,Player
hernawi01h,1995,BBWAA,460.0,345.0,2.0,N,Player
langsma01h,2005,BBWAA,516.0,387.0,0.0,N,Player
greenha01h,1951,BBWAA,226.0,170.0,67.0,N,Player
bergmo01h,1960,BBWAA,269.0,202.0,5.0,N,Player
rixeyep01h,1945,BBWAA,247.0,186.0,1.0,N,Player
wanerll01h,1950,BBWAA,168.0,126.0,1.0,N,Player
selkige01h,1949,BBWAA,153.0,115.0,1.0,N,Player
maranra01h,1942,BBWAA,233.0,175.0,66.0,N,Player
baylodo01h,1995,BBWAA,460.0,345.0,12.0,N,Player
