schoolid,schoolname,schoolcity,schoolstate,schoolnick
jacksonst,Jackson State University,Jackson,MS,Tigers
michiganst,Michigan State University,East Lansing,MI,Spartans
lorasia,Loras College,Dubuque,IA,Duhawks
concrdiatx,Concordia University at Austin,Austin,TX,Tornados
mansfield,Mansfield University of Pennsylvania,Mansfield,PA,Mountaineers
sutah,Southern Utah University,Cedar City,UT,Thunderbirds
appalst,Appalachian State University,Boone,NC,Mountaineers
muskingum,Muskingum College,New Concord,OH,Fighting Muskies
gardwebb,Gardner-Webb University,Boiling Springs,NC,Bulldogs
denisonoh,Denison University,Granville,OH,Big Red
colgate,Colgate University,Hamilton,NY,Raiders
niagara,Niagara University,Lewiston,NY,Purple Eagles
unionny,Union College,Schenectady,NY,Dutchmen
ferrumva,Ferrum College,Ferrum,VA,Panthers
utchat,University of Tennessee at Chattanooga,Chattanooga,TN,Mocs
okcity,Oklahoma City University,Oklahoma City,OK,Stars
silledward,Southern Illinois University Edwardsville,Edwardsville,IL,Cougars
ncentralil,North Central College,Naperville,IL,Cardinals
uncashe,University of North Carolina at Asheville,Asheville,NC,Bulldogs
forthays,Fort Hays State University,Hays,KS,Tigers
nytech,New York Institute of Technology,Old Westbury,NY,Bears
birmsouth,Birmingham-Southern College,Birmingham,AL,Panthers
grinnellia,Grinnell College,Grinnell,IA,Pioneers
purdue,Purdue University,West Lafayette,IN,Boilermakers
wvstate,West Virginia State College,Institute,WV,Yellow Jackets
georgia,University of Georgia,Athens,GA,Bulldogs
calstnorth,"California State University, Northridge",Northridge,CA,Matadors
hamlinemn,Hamline University,St. Paul,MN,Pipers
bethanywv,Bethany College,Bethany,WV,Bison
oregonst,Oregon State University,Corvallis,OR,Beavers
hartford,University of Hartford,Hartford,CT,Hawks
txtech,Texas Tech University,Lubbock,TX,Red Raiders
lsu,Louisiana State University,Baton Rouge,LA,Tigers
iupui,Indiana University-Purdue University Indianapolis,Indianapolis,IN,Jaguars
smiss,University of Southern Mississippi,Hattiesburg,MS,Golden Eagles
wisuperior,University of Wisconsin-Superior,Superior,WI,Yellowjackets
longbeach,"California State University, Long Beach",Long Beach,CA,49ers
gettysburg,Gettysburg College,Gettysburg,PA,Bullets
rowannj,Rowan University,Glassboro,NJ,Profs
illinoisst,Illinois State University,Normal,IL,Redbirds
illinois,University of Illinois at Urbana-Champaign,Champaign,IL,Fighting Illini
vatech,Virginia Polytechnic Institute & State University,Blacksburg,VA,Hokies
fordham,Fordham University,Bronx,NY,Rams
centenary,Centenary College of Louisiana,Shreveport,LA,Gentlemen
shepherdwv,Shepherd College,Shepherdstown,WV,Rams
wminstermo,Westminster College,Fulton,MO,Blue Jays
idaho,University of Idaho,Moscow,ID,Vandals
wlmcarey,William Carey College,Hattiesburg,MS,Crusaders
batesme,Bates College,Lewiston,ME,Bobcats
wchester,West Chester University of Pennsylvania,West Chester,PA,Golden Rams
providence,Providence College,Providence,RI,Friars
whitmanwa,Whitman College,Walla Walla,WA,Missionaries
concordny,Concordia College,Bronxville,NY,Clippers
amerintl,American International College,Springfield,MA,Yellow Jackets
monmouth,Monmouth University,West Long Branch,NJ,Hawks
loyolamary,Loyola Marymount University,Los Angeles,CA,Lions
azusapac,Azusa Pacific University,Azusa,CA,Cougars
fresnost,"California State University, Fresno",Fresno,CA,Bulldogs
biolaca,Biola University,La Mirada,CA,Eagles
charlsouth,Charleston Southern University,Charleston,SC,Buccaneers
fltech,Florida Institute of Technology,Melbourne,FL,Panthers
austinpeay,Austin Peay State University,Clarksville,TN,Governors
ntexas,University of North Texas,Denton,TX,Mean Green
thomasmore,Thomas More College,Crestview Hills,KY,Saints
ohiost,Ohio State University,Columbus,OH,Buckeyes
trnsylvnia,Transylvania University,Lexington,KY,Pioneers
jksonvilst,Jacksonville State University,Jacksonville,AL,Gamecocks
calstfull,"California State University, Fullerton",Fullerton,CA,Titans
hartwickny,Hartwick College,Oneonta,NY,Hawks
iowast,Iowa State University,Ames,IA,Cyclones
roanokeva,Roanoke College,Salem,VA,Maroons
stthomasfl,St. Thomas University,Miami,FL,Bobcats
mcneese,McNeese State University,Lake Charles,LA,Cowboys
hillsdale,Hillsdale College,Hillsdale,MI,Chargers
erskine,Erskine College,Due West,SC,Flying Fleet
mtstmarys,Mount St. Mary's College and Seminary,Emmitsburg,MD,Mountaineers
ilwesleyan,Illinois Wesleyan University,Bloomington,IL,Titans
waynestne,Wayne State College,Wayne,NE,Wildcats
iawesleyan,Iowa Wesleyan College,Mount Pleasant,IA,Tigers
marist,Marist College,Poughkeepsie,NY,Red Foxes
florida,University of Florida,Gainesville,FL,Gators
scarolina,University of South Carolina,Columbia,SC,Gamecocks
sprngfldma,Springfield College,Springfield,MA,Pride
wrightst,Wright State University,Dayton,OH,Raiders
baconeok,Bacone College,Muskogee,OK,Warriors
ewashington,Eastern Washington University,Cheney,WA,Eagles
marquette,Marquette University,Milwaukee,WI,Golden Eagles
schreiner,Schreiner University,Kerrville,TX,Mountaineers
siena,Siena College,Loudonville,NY,Saints
bostoncoll,Boston College,Chestnut Hill,MA,Eagles
staugustne,Saint Augustine's College,Raleigh,NC,Falcons
stambrseia,St. Ambrose University,Davenport,IA,Fighting Bees
csstanisl,"California State University, Stanislaus",Turlock,CA,Warriors
uncwilm,University of North Carolina at Wilmington,Wilmington,NC,Seahawks
hardinsimm,Hardin-Simmons University,Abilene,TX,Cowboys
carsnewm,Carson-Newman College,Jefferson City,TN,Eagles
tulsa,University of Tulsa,Tulsa,OK,Golden Hurricane
randmacon,Randolph-Macon College,Ashland,VA,Yellow Jackets
calutheran,California Lutheran University,Thousand Oaks,CA,Kingsmen
nalabama,University of North Alabama,Florence,AL,Lions
duquesne,Duquesne University,Pittsburgh,PA,Dukes
walabama,University of West Alabama,Livingston,AL,Tigers
morehouse,Morehouse College,Atlanta,GA,Maroon Tigers
centok,University of Central Oklahoma,Edmond,OK,Bronchos
utep,University of Texas at El Paso,El Paso,TX,Miners
utsa,University of Texas at San Antonio,San Antonio,TX,Roadrunners
pittsbst,Pittsburg State University,Pittsburg,KS,Gorillas
lamar,Lamar University,Beaumont,TX,Cardinals
montanast,Montana State University,Bozeman,MT,Bobcats
pacificor,Pacific University,Forest Grove,OR,Boxers
sliprock,Slippery Rock University of Pennsylvania,Slippery Rock,PA,The Rock
clarksonny,Clarkson University,Potsdam,NY,Knights
philly,Philadelphia University,Philadelphia,PA,Rams
cwpost,"Long Island University, C.W, Post Campus",Brookville,NY,Pioneers
nyfredonia,State University of New York College at Fredonia,Fredonia,NY,Blue Devils
salemintl,Salem International University,Salem,WV,Tigers
stetson,Stetson University,DeLand,FL,Hatters
longisland,"Long Island University, Brooklyn Campus",Brooklyn,NY,Blackbirds
utahvalley,Utah Valley University,Orem,UT,Wolverines
lubbchrist,Lubbock Christian University,Lubbock,TX,Chaparrals
haskellks,Haskell Indian Nations University,Lawrence,KS,Indians
lewclarkst,Lewis-Clark State College,Lewiston,ID,Warriors
missouri,University of Missouri,Columbia,MO,Tigers
bryant,Bryant College,Smithfield,RI,Bulldogs
yale,Yale University,New Haven,CT,Bulldogs
midlndluth,Midland Lutheran College,Fremont,NE,Warriors
mankatost,"Minnesota State University, Mankato",Mankato,MN,Mavericks
morehead,Morehead State University,Morehead,KY,Eagles
gacollege,Georgia College and State University,Milledgeville,GA,Bobcats
arkansaspb,University of Arkansas at Pine Bluff,Pine Bluff,AR,Golden Lions
bridgwtrst,Bridgewater State College,Bridgewater,MA,Bears
middlbryvt,Middlebury College,Middlebury,VT,Panthers
sfcc,South Florida Community College,Avon Park,FL,Panthers
nicholls,Nicholls State University,Thibodeaux,LA,Colonels
vanguardca,Vanguard University of Southern California,Costa Mesa,CA,Lions
delaware,University of Delaware,Newark,DE,Blue Hens
wvwesleyan,West Virginia Wesleyan College,Buckhannon,WV,Bobcats
emporiast,Emporia State University,Emporia,KS,Hornets
stfrncisil,University of St. Francis,Joliet,IL,Fighting Saints
ptparkpa,Point Park University,Pittsburgh,PA,Pioneers
lockhaven,Lock Haven University of Pennsylvania,Lock Haven,PA,Bald Eagles
riponwi,Ripon College,Ripon,WI,Red Hawks
grandview,Grand View College,Des Moines,IA,Vikings
widenerpa,Widener University,Chester,PA,Pioneers
charlotte,University of North Carolina at Charlotte,Charlotte,NC,49ers
albanyst,Albany State University,Albany,GA,Golden Rams
mtennst,Middle Tennessee State University,Murfreesboro,TN,Blue Raiders
belmont,Belmont University,Nashville,TN,Bruins
denver,University of Denver,Denver,CO,Pioneers
howrdpayne,Howard Payne University,Brownwood,TX,Yellow Jackets
springhill,Spring Hill College,Mobile,AL,Badgers
memphis,University of Memphis,Memphis,TN,Tigers
arkmont,University of Arkansas-Monticello,Monticello,AR,Boll Weevils
lincolnmo,Lincoln University of Missouri,Jefferson City,MO,Blue Tigers
savstate,Savannah State University,Savannah,GA,Tigers
nwokstate,Northwestern Oklahoma State University,Alva,OK,Rangers
coppinst,Coppin State College,Baltimore,MD,Eagles
hiramoh,Hiram College,Hiram,OH,Terriers
winstsalst,Winston-Salem State University,Winston-Salem,NC,Rams
sfloridacc,South Florida CC,Avon Park,FL,
txsouth,Texas Southern University,Houston,TX,Tigers
sulrossst,Sul Ross State University,Alpine,TX,Lobos
chicago,University of Chicago,Chicago,IL,Maroons
inbethel,Bethel College,Mishawaka,IN,Pilots
mtunionoh,Mount Union College,Alliance,OH,Raiders
brandeisma,Brandeis University,Waltham,MA,Judges
emoryhenry,Emory & Henry College,Emory,VA,Wasps
nebellevue,Bellevue University,Bellevue,NE,Bruins
boisest,Boise State University,Boise,ID,Broncos
trinityct,Trinity College,Hartford,CT,Bantams
guilfordnc,Guilford College,Greensboro,NC,Quakers
baruchcuny,"Baruch College, The City University of New York",New York,NY,Bearcats
princeton,Princeton University,Princeton,NJ,Tigers
clrmuddscr,Claremont McKenna College,Claremont,CA,Stags
washcollmd,Washington College,Chestertown,MD,Shoremen
wlibertyst,West Liberty State College,West Liberty,WV,Hilltoppers
georgemas,George Mason University,Fairfax,VA,Patriots
toledo,University of Toledo,Toledo,OH,Rockets
bloomsburg,Bloomsburg University of Pennsylvania,Bloomsburg,PA,Huskies
wpaterson,William Paterson University,Wayne,NJ,Pioneers
millersvil,Millersville University of Pennsylvania,Millersville,PA,Marauders
narizona,Northern Arizona University,Flagstaff,AZ,Lumberjacks
etxbaptist,East Texas Baptist University,Marshall,TX,Tigers
washjeffpa,Washington & Jefferson College,Washington,PA,Presidents
brewparker,Brewton-Parker College,Mount Vernon,GA,Barons
nycortland,State University of New York College at Cortland,Cortland,NY,Red Dragons
scranton,University of Scranton,Scranton,PA,Royals
washcolltn,Washington College (TN),Jonesborough,TN,
stmarytx,St. Mary's University,San Antonio,TX,Rattlers
centreky,Centre College,Danville,KY,Colonels
wichitast,Wichita State University,Wichita,KS,Shockers
ohio,Ohio University,Athens,OH,Bobcats
nmhighland,New Mexico Highlands University,Las Vegas,NM,Cowboys
mscollege,Mississippi College,Clinton,MS,Choctaws
chicost,"California State University, Chico",Chico,CA,Wildcats
valpo,Valparaiso University,Valparaiso,IN,Crusaders
ucsd,"University of California, San Diego",La Jolla,CA,Tritons
ecentralok,East Central University,Ada,OK,Tigers
ohvalley,Ohio Valley University,Vienna,WV,Fighting Scots
stjohns,St. John's University,Jamaica,NY,Red Storm
robertmor,Robert Morris University,Moon Township,PA,Colonials
manchester,Manchester College,North Manchester,IN,Spartans
mtvernnaz,Mount Vernon Nazarene University,Mount Vernon,OH,Cougars
wiwhitewtr,University of Wisconsin-Whitewater,Whitewater,WI,Warhawks
tntech,Tennessee Technological University,Cookeville,TN,Golden Eagles
buffalost,State University College at Buffalo,Buffalo,NY,Bengals
trinitytx,Trinity University,San Antonio,TX,Tigers
olivetnaz,Olivet Nazarene University,Bourbonnais,IL,Tigers
maine,University of Maine,Orono,ME,Black Bears
newesleyan,Nebraska Wesleyan University,Lincoln,NE,Prairie Wolves
sacheart,Sacred Heart University,Fairfield,CT,Pioneers
sflorida,University of South Florida,Tampa,FL,Bulls
lynchbrgva,Lynchburg College,Lynchburg,VA,Hornets
umassdartm,University of Massachusetts Dartmouth,North Dartmouth,MA,Corsairs
tamukvill,Texas A&M University-Kingsville,Kingsville,TX,Javelinas
crngmellon,Carnegie Mellon University,Pittsburgh,PA,Tartans
dominican,Dominican College,Orangeburg,NY,Chargers
centralst,Central State University,Wilberforce,OH,Marauders
loyolachi,Loyola University of Chicago,Chicago,IL,Ramblers
california,University of California,Berkeley,CA,Golden Bears
estroud,East Stroudsburg University of Pennsylvania,East Stroudsburg,PA,Warriors
howard,Howard University,Washington,DC,Bison
duke,Duke University,Durham,NC,Blue Devils
almami,Alma College,Alma,MI,Scots
campbell,Campbell University,Buies Creek,NC,Camels
arkansasst,Arkansas State University,Jonesboro,AR,Indians
portlandst,Portland State University,Portland,OR,Vikings
hawaiipac,Hawai'i Pacific University,Honolulu,HI,Sea Warriors
baldwalloh,Baldwin-Wallace College,Berea,OH,Yellow Jackets
lanecol,Lane College,Jackson,TN,Dragons
linfieldor,Linfield College,McMinnville,OR,Wildcats
nmstate,New Mexico State University,Las Cruces,NM,Aggies
longwoodva,Longwood University,Farmville,VA,Lancers
stmartinwa,Saint Martin's College,Lacey,WA,Saints
laverneca,University of La Verne,La Verne,CA,Leopards
pbsc,Palm Beach State College,Lake Worth,FL,Panthers
calipa,California University of Pennsylvania,California,PA,Vulcans
lewisil,Lewis University,Romeoville,IL,Flyers
jamesmad,James Madison University,Harrisonburg,VA,Dukes
swmost,Missouri State University,Springfield,MO,Bears
stedwardtx,St. Edward's University,Austin,TX,Hilltoppers
ric,Rhode Island College,Providence,RI,Anchormen
fairfield,Fairfield University,Fairfield,CT,Stags
utpanam,University of Texas-Pan American,Edinburg,TX,Broncs
pittsburgh,University of Pittsburgh,Pittsburgh,PA,Panthers
detroit,University of Detroit Mercy,Detroit,MI,Titans
alabama,University of Alabama,Tuscaloosa,AL,Crimson Tide
stanselm,Saint Anselm College,Manchester,NH,Hawks
wittnbrgoh,Wittenberg University,Springfield,OH,Tigers
arktech,Arkansas Tech University,Russellville,AR,Wonder Boys
umbc,"University of Maryland, Baltimore County",Catonsville,MD,Retrievers
kennesawst,Kennesaw State University,Kennesaw,GA,Owls
army,United States Military Academy,West Point,NY,Black Knights
philsmith,Philander Smith College,Little Rock,AR,Panthers
niowa,University of Northern Iowa,Cedar Falls,IA,Panthers
morrbrown,Morris Brown College,Atlanta,GA,Wolverines
iowa,University of Iowa,Iowa City,IA,Hawkeyes
wiscmilw,University of Wisconsin-Milwaukee,Milwaukee,WI,Panthers
flatlantic,Florida Atlantic University,Boca Raton,FL,Owls
catawba,Catawba College,Salisbury,NC,Indians
eillinois,Eastern Illinois University,Charleston,IL,Panthers
econnst,Eastern Connecticut State University,Willimantic,CT,Warriors
arizona,University of Arizona,Tucson,AZ,Wildcats
rhodeisle,University of Rhode Island,Kingston,RI,Rams
sindiana,University of Southern Indiana,Evansville,IN,Screaming Eagles
bostonuniv,Boston University,Boston,MA,Terriers
austincol,Austin College,Sherman,TX,Kangaroos
quinnipiac,Quinnipiac University,Hamden,CT,Bobcats
tusculum,Tusculum College,Greeneville,TN,Pioneers
catholic,Catholic University of America,Washington,DC,Cardinals
stlawrence,St. Lawrence University,Canton,NY,Saints
wheatonma,Wheaton College (Mass.),Wheaton,MA,Lyons
kalamazoo,Kalamazoo College,Kalamazoo,MI,Hornets
waynest,Wayne State University,Detroit,MI,Warriors
willamette,Willamette University,Salem,OR,Bearcats
pfeiffer,Pfeiffer University,Misenheimer,NC,Falcons
vcu,Virginia Commonwealth University,Richmond,VA,Rams
strose,College of Saint Rose,Albany,NY,Golden Knights
nyoneonta,State University College at Oneonta,Oneonta,NY,Red Dragons
stmarysmn,Saint Mary's University of Minnesota,Winona,MN,Cardinals
airforce,United States Air Force Academy,Colorado Springs,CO,Falcons
vermont,University of Vermont,South Burlington,VT,Catamounts
maryland,University of Maryland,College Park,MD,Terrapins
nwestern,Northwestern University,Evanston,IL,Wildcats
iona,Iona College,New Rochelle,NY,Gaels
movalley,Missouri Valley College,Marshall,MO,Vikings
wagner,Wagner College,Staten Island,NY,Seahawks
liberty,Liberty University,Lynchburg,VA,Flames
clemson,Clemson University,Clemson,SC,Tigers
abilchrist,Abilene Christian University,Abilene,TX,Wildcats
charleston,College of Charleston,Charleston,SC,Cougars
kenyonoh,Kenyon College,Gambier,OH,Lords
setonhall,Seton Hall University,South Orange,NJ,Pirates
seattle,Seattle University,Seattle,WA,Redhawks
cmichigan,Central Michigan University,Mount Pleasant,MI,Chippewas
albany,"University at Albany, State University of New York",Albany,NY,Great Danes
calpoly,"California State Polytechnic University, San Luis Obispo",San Luis Obispo,CA,Mustangs
columbia,Columbia University,New York,NY,Lions
lasalle,LaSalle University,Philadelphia,PA,Explorers
shorterga,Shorter College,Rome,GA,Hawks
samford,Samford University,Birmingham,AL,Bulldogs
georgefox,George Fox University,Newberg,OR,Bruins
clarion,Clarion University of Pennsylvania,Clarion,PA,Golden Eagles
eurekail,Eureka College,Eureka,IL,Red Devils
stcloudst,St. Cloud State University,Saint Cloud,MN,Huskies
ncstate,North Carolina State University,Raleigh,NC,Wolfpack
ohwesleyan,Ohio Wesleyan University,Delaware,OH,Battling Bishops
semost,Southeast Missouri State University,Cape Girardeau,MO,Red Hawks
flagler,Flagler College,St. Augustine,FL,Saints
njcity,New Jersey City University,Jersey City,NJ,Gothic Knights
stonybrook,Stony Brook University,Stony Brook,NY,Seawolves
nflorida,University of North Florida,Jacksonville,FL,Ospreys
eutah,College of Eastern Utah,Price,UT,Golden Eagles
wcarolina,Western Carolina University,Cullowhee,NC,Catamounts
amherstma,Amherst College,Amherst,MA,Lord Jeffs
cflorida,University of Central Florida,Orlando,FL,Golden Knights
villanova,Villanova University,Villanova,PA,Wildcats
mastersca,The Master's College,Santa Clarita,CA,Mustangs
wesleyanct,Wesleyan University,Middletown,CT,Cardinals
utah,University of Utah,Salt Lake City,UT,Utes
iupufw,Indiana University-Purdue University Fort Wayne,Fort Wayne,IN,Mastodons
ccri,Community College of Rhode Island,Warwick,RI,Knights
washst,Washington State University,Pullman,WA,Cougars
sunybuff,State University of New York at Buffalo,Buffalo,NY,Bulls
rosehulman,Rose-Hulman Institute of Technology,Terre Haute,IN,Engineers
uncgreen,University of North Carolina at Greensboro,Greensboro,NC,Spartans
missst,Mississippi State University,Starkville,MS,Bulldogs
