charge_no,member_no,provider_no,category_no,charge_dt,charge_amt,statement_no,charge_code
1916408,9826,445,10,1999-07-03T10:44:51,2276.0,9826,
1563263,9531,454,6,1999-09-21T10:48:28,2614.0,29531,
1265915,3299,498,8,1999-08-19T10:48:41,4041.0,13299,
1948033,9710,497,6,1999-07-12T10:47:19,2272.0,9710,
1036362,4746,46,4,1999-08-30T10:46:25,1246.0,14746,
1395678,6316,451,4,1999-09-16T10:51:00,4459.0,26316,
1522377,4990,499,4,1999-10-09T10:45:18,517.0,24990,
1529279,7134,434,10,1999-08-24T10:45:52,2703.0,17134,
829770,3091,410,5,1999-07-16T10:45:54,2054.0,3091,
1864406,9221,380,9,1999-09-22T10:48:34,2071.0,29221,
967387,5828,500,10,1999-08-22T10:48:48,1902.0,15828,
586267,6319,462,5,1999-10-03T10:50:16,4815.0,26319,
990020,7493,314,2,1999-06-16T10:50:33,1251.0,7493,
1683363,9975,499,10,1999-06-26T10:50:02,3025.0,9975,
1841054,2419,472,9,1999-06-26T10:46:47,493.0,2419,
812189,9765,375,5,1999-08-24T10:44:32,2100.0,19765,
925488,8771,456,7,1999-07-13T10:45:34,4259.0,8771,
772582,9767,484,2,1999-08-09T10:49:12,4498.0,9767,
55354,9541,407,9,1999-10-05T10:47:52,176.0,29541,
599827,8822,195,2,1999-09-19T10:51:19,124.0,28822,
1785427,9079,422,10,1999-06-20T10:50:12,4328.0,9079,
960291,944,493,5,1999-08-31T10:48:15,3068.0,10944,
1572133,8555,314,8,1999-07-04T10:49:10,4332.0,8555,
1167863,9381,495,10,1999-09-26T10:48:50,1415.0,29381,
1834358,9334,472,7,1999-09-16T10:46:16,3430.0,29334,
652415,9799,414,10,1999-09-16T10:47:40,725.0,29799,
824153,9920,492,2,1999-07-10T10:45:28,3420.0,9920,
864027,9528,487,8,1999-08-17T10:48:32,1170.0,19528,
1873801,9722,496,5,1999-10-07T10:49:18,3069.0,29722,
1642585,7706,324,5,1999-07-26T10:46:54,4289.0,7706,
1922448,7749,305,5,1999-08-04T10:45:18,3002.0,7749,
657008,6173,485,9,1999-07-21T10:48:00,3769.0,6173,
876866,9995,417,5,1999-09-09T10:49:32,1125.0,19995,
1197609,2417,472,10,1999-08-17T10:51:09,4599.0,12417,
579096,5453,499,10,1999-06-26T10:49:42,2981.0,5453,
579918,9085,419,6,1999-08-14T10:49:46,2149.0,19085,
1190985,9711,480,3,1999-09-16T10:50:38,1191.0,29711,
1915649,7755,371,8,1999-07-19T10:44:47,848.0,7755,
953503,7591,436,10,1999-07-20T10:47:44,1552.0,7591,
1000203,7259,481,4,1999-07-11T10:43:39,3066.0,7259,
555295,8451,346,3,1999-08-21T10:47:52,122.0,18451,
604335,8873,374,4,1999-06-19T10:43:57,4129.0,8873,
1387695,5674,426,6,1999-07-21T10:50:22,1685.0,5674,
592434,7824,497,7,1999-09-08T10:50:45,1718.0,17824,
1394555,1189,500,2,1999-07-19T10:50:55,420.0,1189,
1945707,9685,368,10,1999-06-24T10:47:08,3985.0,9685,
872533,9803,207,5,1999-09-28T10:49:12,1460.0,29803,
1100443,5501,206,4,1999-06-20T10:43:40,3216.0,5501,
1099858,9050,445,5,1999-06-25T10:51:19,750.0,9050,
1374857,9557,471,10,1999-10-09T10:49:23,1868.0,29557,
565426,7167,363,2,1999-08-06T10:48:39,4777.0,7167,
1791828,9737,484,2,1999-08-09T10:50:42,4919.0,9737,
1434709,9227,382,3,1999-08-20T10:46:17,932.0,19227,
1940926,6921,464,9,1999-09-09T10:46:46,314.0,16921,
19035,4756,339,3,1999-07-06T10:45:03,2785.0,4756,
996534,6212,498,8,1999-09-18T10:51:04,603.0,26212,
865165,5905,449,6,1999-10-08T10:48:37,1298.0,25905,
1199041,3905,489,4,1999-06-30T10:51:15,1096.0,3905,
1821034,9461,500,6,1999-09-21T10:45:12,3354.0,29461,
740988,9820,486,6,1999-07-25T10:46:46,357.0,9820,
832188,9019,500,7,1999-06-28T10:46:06,3362.0,9019,
577779,8535,500,3,1999-08-09T10:49:37,1417.0,8535,
1079524,9117,500,10,1999-08-10T10:49:44,2684.0,9117,
993279,9211,447,6,1999-10-02T10:50:49,2136.0,29211,
1137461,9986,466,2,1999-08-03T10:46:30,2702.0,9986,
1676832,8236,238,9,1999-08-07T10:49:32,1506.0,8236,
1657701,5964,495,9,1999-06-30T10:48:03,4411.0,5964,
1912012,9433,500,4,1999-08-19T10:44:31,4260.0,19433,
862540,3493,493,3,1999-10-10T10:48:25,3165.0,23493,
87852,7324,77,2,1999-09-29T10:50:23,4761.0,27324,
599969,1901,440,6,1999-09-17T10:51:19,3487.0,21901,
1329832,9625,469,3,1999-09-15T10:45:54,3522.0,29625,
1143782,8930,479,6,1999-08-24T10:46:59,2937.0,18930,
1069446,9310,487,5,1999-09-20T10:48:58,493.0,29310,
1368000,9974,486,9,1999-09-08T10:48:50,1716.0,19974,
1191407,8014,455,5,1999-09-16T10:50:40,596.0,28014,
1240538,8948,426,2,1999-08-01T10:46:44,1404.0,8948,
1854938,9922,457,5,1999-09-07T10:47:50,3574.0,19922,
1144703,8708,478,7,1999-08-24T10:47:04,3774.0,18708,
1044800,9211,476,10,1999-09-24T10:47:04,3401.0,29211,
1706157,9964,493,5,1999-09-10T10:44:05,4852.0,19964,
737714,1784,441,8,1999-10-02T10:46:31,2365.0,21784,
1517083,9181,481,10,1999-08-04T10:44:54,119.0,9181,
1641551,9045,493,2,1999-06-17T10:46:49,1295.0,9045,
1924546,9940,478,2,1999-08-25T10:45:30,821.0,19940,
1636021,8411,481,6,1999-09-12T10:46:24,1978.0,18411,
1293223,9597,428,10,1999-08-22T10:50:49,2668.0,19597,
672665,4129,407,4,1999-07-04T10:49:13,1369.0,4129,
70329,9128,419,10,1999-09-29T10:49:02,2178.0,29128,
1198798,9095,492,7,1999-09-15T10:51:14,2455.0,29095,
1888877,8097,345,5,1999-07-12T10:50:28,759.0,8097,
1382335,9412,491,6,1999-09-27T10:49:58,4312.0,29412,
1933763,9939,496,6,1999-09-04T10:46:13,4863.0,19939,
1444493,9356,242,3,1999-08-31T10:47:03,2037.0,19356,
811012,9792,493,8,1999-09-17T10:44:26,2493.0,29792,
957168,9817,350,3,1999-08-13T10:48:01,3354.0,19817,
1694713,7712,498,3,1999-06-16T10:50:56,672.0,7712,
590,9654,382,5,1999-08-18T10:43:40,464.0,19654,
1371990,9970,484,9,1999-09-07T10:49:09,581.0,19970,
1342774,8108,485,6,1999-10-09T10:46:54,3421.0,28108,
533413,6169,442,8,1999-10-08T10:46:12,751.0,26169,
866343,10000,499,6,1999-08-30T10:48:43,3585.0,20000,
1570073,9404,499,2,1999-09-26T10:49:00,2477.0,29404,
1454684,9667,456,8,1999-10-04T10:47:49,4535.0,29667,
1394212,6940,451,9,1999-06-21T10:50:53,3462.0,6940,
999302,8026,475,4,1999-06-23T10:51:17,4352.0,8026,
1891227,5825,458,5,1999-08-22T10:50:39,1375.0,15825,
713421,9924,350,2,1999-08-29T10:44:37,1781.0,19924,
1028281,9617,469,8,1999-06-30T10:45:47,827.0,9617,
1940281,9368,497,7,1999-09-21T10:46:43,2246.0,29368,
1642575,8141,445,6,1999-08-06T10:46:53,3702.0,8141,
1773894,9699,379,8,1999-07-20T10:49:18,2307.0,9699,
1364231,6805,474,6,1999-08-28T10:48:33,4967.0,16805,
1774545,9493,259,5,1999-07-11T10:49:21,1702.0,9493,
1422469,7810,426,7,1999-07-18T10:45:19,1441.0,7810,
866629,5668,401,10,1999-09-15T10:48:44,1916.0,25668,
662628,5125,500,10,1999-09-12T10:48:25,3130.0,15125,
861891,8854,326,10,1999-08-30T10:48:22,4371.0,18854,
577768,9888,486,10,1999-07-24T10:49:36,79.0,9888,
