payment_no,member_no,payment_dt,payment_amt,statement_no,payment_code
6654,8335,1999-09-02T00:00:00,22877.0,0,
13392,7828,1999-10-03T00:00:00,21732.0,0,
13110,7541,1999-10-03T00:00:00,4400.0,0,
4156,5825,1999-09-02T00:00:00,2041.0,0,
12214,6608,1999-10-03T00:00:00,27975.0,0,
12431,6838,1999-10-03T00:00:00,7632.0,0,
1355,2802,1999-09-02T00:00:00,2024.0,0,
4822,6499,1999-09-02T00:00:00,13866.0,0,
3305,4950,1999-09-02T00:00:00,4955.0,0,
13617,8056,1999-10-03T00:00:00,6754.0,0,
13650,8089,1999-10-03T00:00:00,4813.0,0,
13697,8136,1999-10-03T00:00:00,8121.0,0,
1036,2386,1999-09-02T00:00:00,4300.0,0,
1340,2785,1999-09-02T00:00:00,7947.0,0,
9084,2615,1999-10-03T00:00:00,3989.0,0,
3852,5516,1999-09-02T00:00:00,5447.0,0,
15364,9810,1999-10-03T00:00:00,19205.0,0,
11331,5640,1999-10-03T00:00:00,5440.0,0,
2960,4596,1999-09-02T00:00:00,10404.0,0,
2777,4401,1999-09-02T00:00:00,3224.0,0,
8778,1998,1999-10-03T00:00:00,4329.0,0,
1182,2587,1999-09-02T00:00:00,9310.0,0,
2525,4133,1999-09-02T00:00:00,9592.0,0,
5014,6692,1999-09-02T00:00:00,12409.0,0,
15396,9842,1999-10-03T00:00:00,28708.0,0,
2382,3982,1999-09-02T00:00:00,10735.0,0,
5210,6888,1999-09-02T00:00:00,18712.0,0,
6785,8466,1999-09-02T00:00:00,26065.0,0,
14786,9232,1999-10-03T00:00:00,23545.0,0,
15196,9642,1999-10-03T00:00:00,17078.0,0,
7015,8696,1999-09-02T00:00:00,22178.0,0,
9880,3839,1999-10-03T00:00:00,4609.0,0,
7039,8720,1999-09-02T00:00:00,18637.0,0,
6214,7895,1999-09-02T00:00:00,24455.0,0,
555,1672,1999-09-02T00:00:00,8583.0,0,
2559,4168,1999-09-02T00:00:00,11047.0,0,
14284,8728,1999-10-03T00:00:00,20042.0,0,
2279,3872,1999-09-02T00:00:00,6067.0,0,
8329,243,1999-10-03T00:00:00,3486.0,0,
6295,7976,1999-09-02T00:00:00,16879.0,0,
14984,9430,1999-10-03T00:00:00,26315.0,0,
13421,7857,1999-10-03T00:00:00,13682.0,0,
13705,8144,1999-10-03T00:00:00,10391.0,0,
11509,5848,1999-10-03T00:00:00,16276.0,0,
13828,8269,1999-10-03T00:00:00,9408.0,0,
9953,3943,1999-10-03T00:00:00,9818.0,0,
14299,8743,1999-10-03T00:00:00,11841.0,0,
9923,3907,1999-10-03T00:00:00,10990.0,0,
12776,7198,1999-10-03T00:00:00,762.0,0,
11535,5878,1999-10-03T00:00:00,11552.0,0,
8632,1625,1999-10-03T00:00:00,2366.0,0,
1083,2448,1999-09-02T00:00:00,3167.0,0,
741,1965,1999-09-02T00:00:00,2421.0,0,
366,1327,1999-09-02T00:00:00,3478.0,0,
6849,8530,1999-09-02T00:00:00,13568.0,0,
5717,7397,1999-09-02T00:00:00,7658.0,0,
210,972,1999-09-02T00:00:00,1184.0,0,
4187,5858,1999-09-02T00:00:00,2936.0,0,
4550,6225,1999-09-02T00:00:00,4098.0,0,
9430,3180,1999-10-03T00:00:00,4574.0,0,
13841,8282,1999-10-03T00:00:00,12741.0,0,
10106,4143,1999-10-03T00:00:00,4753.0,0,
7452,9133,1999-09-02T00:00:00,31181.0,0,
8845,2133,1999-10-03T00:00:00,8679.0,0,
2487,4094,1999-09-02T00:00:00,2363.0,0,
1282,2717,1999-09-02T00:00:00,1591.0,0,
3100,4742,1999-09-02T00:00:00,7469.0,0,
5139,6817,1999-09-02T00:00:00,17104.0,0,
9803,3730,1999-10-03T00:00:00,2681.0,0,
14890,9336,1999-10-03T00:00:00,24650.0,0,
681,1877,1999-09-02T00:00:00,4938.0,0,
466,1519,1999-09-02T00:00:00,4304.0,0,
12752,7173,1999-10-03T00:00:00,15393.0,0,
3198,4841,1999-09-02T00:00:00,1947.0,0,
3475,5131,1999-09-02T00:00:00,14010.0,0,
6736,8417,1999-09-02T00:00:00,24826.0,0,
10460,4621,1999-10-03T00:00:00,1732.0,0,
11098,5369,1999-10-03T00:00:00,7696.0,0,
976,2308,1999-09-02T00:00:00,4499.0,0,
6990,8671,1999-09-02T00:00:00,25259.0,0,
9144,2731,1999-10-03T00:00:00,1112.0,0,
8653,1690,1999-10-03T00:00:00,4751.0,0,
12664,7082,1999-10-03T00:00:00,4818.0,0,
3171,4814,1999-09-02T00:00:00,10767.0,0,
9488,3270,1999-10-03T00:00:00,4791.0,0,
14560,9006,1999-10-03T00:00:00,21499.0,0,
113,721,1999-09-02T00:00:00,3994.0,0,
1559,3061,1999-09-02T00:00:00,4804.0,0,
12017,6395,1999-10-03T00:00:00,2241.0,0,
3637,5295,1999-09-02T00:00:00,15018.0,0,
7420,9101,1999-09-02T00:00:00,37987.0,0,
