playerid,award,year,lgid,note,pos
gainebo01,Selke,1979,NHL,,
belivje01,First Team All-Star,1960,NHL,,C
brindro01,Selke,2006,NHL,,
laperia01,Masterton,2010,NHL,,
dionnma01,Second Team All-Star,1980,NHL,,C
popiepo01,First Team All-Star,1976,WHA,,D
theodjo01,Second Team All-Star,2001,NHL,,G
gadsbbi01,Second Team All-Star,1956,NHL,,D
lemiema01,Masterton,1992,NHL,,
doansh01,King Clancy,2009,NHL,,
stewaja01,First Team All-Star,1947,NHL,,D
shoreed01,First Team All-Star,1934,NHL,,D
peetepe01,First Team All-Star,1982,NHL,,G
durnabi01,Vezina,1946,NHL,,
weinrer01,All-Rookie,1990,NHL,,D
brodema01,Vezina,2003,NHL,,
tayloda01,Second Team All-Star,1980,NHL,,RW
harvedo01,Norris,1955,NHL,,
laflegu01,First Team All-Star,1976,NHL,,RW
kariypa01,Second Team All-Star,1999,NHL,,LW
laperja01,Second Team All-Star,1969,NHL,,D
gretzwa01,Art Ross,1990,NHL,,
forsbpe01,First Team All-Star,1998,NHL,,C
pennest01,All-Rookie,1984,NHL,,G
morride01,All-Rookie,1997,NHL,,D
sakicjo01,First Team All-Star,2003,NHL,,C
skinnje01,All-Rookie,2010,NHL,,F
priceca01,All-Rookie,2007,NHL,,G
esposto01,Calder,1969,NHL,,
roypa01,Jennings,2001,NHL,,
lindrer01,Hart,1994,NHL,,
doansh01,Messier,2011,NHL,,
laperja01,Calder,1963,NHL,,
chelich01,Plus-Minus,2001,NHL,,
messima01,Hart,1989,NHL,,
blakero01,Second Team All-Star,2001,NHL,,D
bourqra01,Second Team All-Star,1994,NHL,,D
datsypa01,Selke,2008,NHL,,
durnabi01,Vezina,1945,NHL,,
blaketo01,First Team All-Star,1938,NHL,,LW
dilloce01,First Team All-Star,1937,NHL,tie,RW
smithcl01,Lady Byng,1943,NHL,,
orrbo01,First Team All-Star,1971,NHL,,D
barrato01,Second Team All-Star,1992,NHL,,G
clappdi01,Second Team All-Star,1930,NHL,,RW
vailer01,Calder,1974,NHL,,
smithal02,Hatskin,1977,WHA,Best Goaltender,
wortero01,Vezina,1930,NHL,,
bouchfr01,First Team All-Star,1932,NHL,,C
orrbo01,First Team All-Star,1969,NHL,,D
harmogl01,Second Team All-Star,1944,NHL,,D
leetcbr01,Norris,1991,NHL,,
dionnma01,Lady Byng,1976,NHL,,
bouchfr01,Lady Byng,1930,NHL,,
edwardo01,Second Team All-Star,1977,NHL,,G
bourqra01,First Team All-Star,1995,NHL,,D
bouchfr01,Lady Byng,1932,NHL,,
mooredi01,Art Ross,1958,NHL,,
belfoed01,Jennings,1990,NHL,,
thompti01,Second Team All-Star,1930,NHL,,G
bentldo01,First Team All-Star,1942,NHL,,LW
bossymi01,First Team All-Star,1981,NHL,,RW
bouwmja01,All-Rookie,2002,NHL,,D
cavalpa01,Plus-Minus,1989,NHL,,
orrbo01,Norris,1974,NHL,,
thompti01,Vezina,1929,NHL,,
gretzwa01,Hart,1984,NHL,,
hortoti01,Second Team All-Star,1966,NHL,,D
potvide01,Norris,1978,NHL,,
bouchfr01,Lady Byng,1929,NHL,,
cournyv01,Second Team All-Star,1971,NHL,,RW
quickjo01,Second Team All-Star,2011,NHL,,G
esposph01,Hart,1973,NHL,,
murphla01,Second Team All-Star,1994,NHL,,D
harvedo01,First Team All-Star,1960,NHL,,D
lecavvi01,King Clancy,2007,NHL,,
malonry01,All-Rookie,2003,NHL,,F
lidstni01,Norris,2007,NHL,,
kovalil01,All-Rookie,2001,NHL,,F
blakero01,Second Team All-Star,1999,NHL,,D
gravead01,Masterton,2000,NHL,,
carlyra01,First Team All-Star,1980,NHL,,D
prattba01,Hart,1943,NHL,,
sandlji01,All-Rookie,1986,NHL,,RW
prongch01,Norris,1999,NHL,,
mckenjo01,Second Team All-Star,1969,NHL,,RW
roypa01,Jennings,1991,NHL,,
orrbo01,Norris,1969,NHL,,
lemiema01,Hart,1995,NHL,,
carlema01,All-Rookie,2006,NHL,,D
turcoma01,Second Team All-Star,2002,NHL,,G
conacch01,Art Ross,1934,NHL,,
hullbo01,Hart,1965,NHL,,
konstvl01,Plus-Minus,1995,NHL,,
elliobr01,Jennings,2011,NHL,shared,
reardke01,Second Team All-Star,1948,NHL,,D
keonda01,Deneau,1976,WHA,Most Gentlemanly,
nilsske01,Deneau,1978,WHA,Most Gentlemanly,
howego01,Second Team All-Star,1963,NHL,,RW
keonda01,Lady Byng,1962,NHL,,
gardija01,All-Rookie,2011,NHL,,D
bouchfr01,Lady Byng,1928,NHL,,
lindrer01,All-Rookie,1992,NHL,,C
gretzwa01,First Team All-Star,1985,NHL,,C
selante01,First Team All-Star,1996,NHL,,RW
daleyjo01,Second Team All-Star,1976,WHA,,G
esposto01,Vezina,1971,NHL,shared,
hedbean01,Second Team All-Star,1974,WHA,,RW
bourqra01,Norris,1987,NHL,,
clancki01,Second Team All-Star,1932,NHL,,D
gretzwa01,Pearson,1986,NHL,,
mullejo01,Lady Byng,1988,NHL,,
lindste01,Art Ross,1949,NHL,,
