year,hofid,name,category
1987,clarkbo01h,Bobby Clarke,Player
1977,hortoti01h,Tim Horton,Player
1966,prattba01h,Babe Pratt,Player
1972,smithho01h,Hooley Smith,Player
1976,wirtzwi01h,William Wirtz,Builder
1963,primejo01h,Joe Primeau,Player
2001,hawerda01h,Dale Hawerchuk,Player
2011,gilmodo01h,Doug Gilmour,Player
1985,olmstbe01h,Bert Olmstead,Player
1947,patrile01h,Lester Patrick,Player
1947,clappdi01h,Dit Clapper,Player
1980,patrily01h,Lynn Patrick,Player
2007,macinal01h,Al MacInnis,Player
1958,norrija02h,James Norris Sr.,Builder
1972,belivje01h,Jean Beliveau,Player
1963,hewitbo01h,Bobby Hewitson,Referee/Linesman
1966,brimsfr01h,Frank Brimsek,Player
1989,lewishe01h,Herbie Lewis,Player
1988,oconnbu01h,Buddy O'Connor,Player
1982,cournyv01h,Yvan Cournoyer,Player
1978,plantja01h,Jacques Plante,Player
1987,pavelma03h,Matt Pavelich,Referee/Linesman
1970,gadsbbi01h,Bill Gadsby,Player
2002,neilsro01h,Roger Neilson,Builder
1974,dundeto01h,Tommy Dunderdale,Player
1969,norribr01h,Bruce Norris,Builder
2008,scapira01h,Ray Scapinello,Referee/Linesman
1958,lehmahu01h,Hugh Lehman,Player
1989,tretivl01h,Vladislav Tretiak,Player
1977,ballaha01h,Harold Ballard,Builder
1965,marshja02h,Jack Marshall,Player
1982,francem01h,Emile Francis,Builder
1999,gretzwa01h,Wayne Gretzky,Player
1958,johnsch01h,Ching Johnson,Player
1965,howesy01h,Syd Howe,Player
1974,tarasan01h,Anatoli Tarasov,Builder
1945,vezinge01h,Georges Vezina,Player
1981,bucykjo01h,John Bucyk,Player
1964,bentldo01h,Doug Bentley,Player
1969,hextabr01h,Bryan Hextall,Player
1958,raymodo01h,Donat Raymond,Builder
1958,clancki01h,King Clancy,Player
1988,snideed01h,Edward Snider,Builder
2004,bourqra01h,Raymond Bourque,Player
2011,nieuwjo01h,Joe Nieuwendyk,Player
1961,conacch01h,Charlie Conacher,Player
1958,gardihe01h,Herb Gardiner,Player
2008,chynoed01h,Ed Chynoweth,Builder
1991,smithcl01h,Clint Smith,Player
1993,shuttst01h,Steve Shutt,Player
1962,gilmobi01h,Billy Gilmour,Player
1975,pilotpi01h,Pierre Pilote,Player
1962,gardnji01h,Jim Gardner,Player
1990,perregi01h,Gilbert Perreault,Player
1961,seibeol01h,Oliver Seibert,Player
1961,hainsge01h,George Hainsworth,Player
2002,langwro01h,Rod Langway,Player
1966,blaketo01h,Toe Blake,Player
1958,turnell01h,Lloyd Turner,Builder
2003,ilitcmi01h,Mike Illitch,Builder
1962,pitredi01h,Didier Pitre,Player
1984,lemaija01h,Jacques Lemaire,Player
1998,conacro01h,Roy Conacher,Player
1999,morriia01h,Scotty Morrison,Builder
1962,smithal03h,Alf Smith,Player
1961,smeatco01h,Cooper Smeaton,Referee/Linesman
1961,schmimi01h,Milt Schmidt,Player
1993,lapraed01h,Edgar Laprade,Player
1991,armstne01h,Neil Armstrong,Referee/Linesman
1978,tuttwi01h,William Tutt,Builder
1950,drinkgr01h,Graham Drinkwater,Player
1965,farrear01h,Art Farrell,Player
1998,stastpe01h,Peter Stastny,Player
1958,irvindi01h,Dick Irvin,Player
1997,trottbr01h,Bryan Trottier,Player
1963,mclaufr01h,Frederic McLaughlin,Builder
1961,halljo01h,Joe Hall,Player
1965,lockhth01h,Tommy Lockhart,Builder
1964,diliofr01h,Francis Dilio,Builder
1992,dumarwo01h,Woody Dumart,Player
1947,nighbfr01h,Frank Nighbor,Player
1965,russebl01h,Blair Russell,Player
2002,gillicl01h,Clark Gillies,Player
2004,coffepa01h,Paul Coffey,Player
1967,oliveha01h,Harry Oliver,Player
1945,pulfoha01h,Harvey Pulford,Player
1964,chadwbi01h,Bill Chadwick,Referee/Linesman
1960,walkeja01h,Jack Walker,Player
1976,quackbi01h,Bill Quackenbush,Player
1962,darraja01h,Jack Darragh,Player
2001,patricr01h,Craig Patrick,Builder
