year,lgid,tmid,franchid,confid,divid,rank,playoff,g,w,l,t,otl,pts,sow,sol,gf,ga,name,pim,benchminor,ppg,ppc,sha,pkg,pkc,shf
2006,NHL,BOS,BOS,EC,NE,5,,82,35,41,,6,76,9,4,219,289,Boston Bruins,1256,24,71,412,18,81,442,8
1941,NHL,DET,DET,,,5,F,48,19,25,4.0,,42,,,140,147,Detroit Red Wings,440,,,,,,,
2006,NHL,PIT,PIT,EC,AT,2,CQF,82,47,24,,11,105,10,6,277,246,Pittsburgh Penguins,1249,38,94,463,13,75,419,14
1941,NHL,BKN,BKN,,,7,,48,16,29,3.0,,35,,,133,175,Brooklyn Americans,427,,,,,,,
1976,NHL,MNS,DAL,CC,SM,2,PRE,80,23,39,18.0,,64,,,240,310,Minnesota North Stars,774,10,59,339,11,57,211,9
2009,NHL,OTT,OTT,EC,NE,2,CQF,82,44,32,,6,94,5,5,225,238,Ottawa Senators,1141,26,49,290,4,50,318,6
1992,NHL,PIT,PIT,WA,PT,1,DF,84,56,21,7.0,,119,,,367,268,Pittsburgh Penguins,1776,14,105,440,19,72,429,20
1931,NHL,MTL,MTL,,CA,1,SF,48,25,16,7.0,,57,,,128,111,Montreal Canadiens,448,,,,,,,
1948,NHL,DET,DET,,,1,F,60,34,19,7.0,,75,,,195,145,Detroit Red Wings,621,,,,,,,
1921,NHL,HAM,BKN,,,4,,24,7,17,0.0,,14,,,88,105,Hamilton Tigers,106,,,,,,,
1999,NHL,PHO,PHO,WC,PC,3,CQF,82,39,31,8.0,4,90,,,232,228,Phoenix Coyotes,940,12,37,310,7,43,306,14
1921,WCHL,CAT,CAT,,,3,WSF,24,14,10,0.0,,28,,,75,62,Calgary Tigers,,,,,,,,
1976,NHL,BOS,BOS,WA,AD,1,F,80,49,23,8.0,,106,,,312,240,Boston Bruins,1065,10,46,217,10,41,272,7
1988,NHL,WIN,PHO,CC,SM,5,,80,26,42,12.0,,64,,,300,355,Winnipeg Jets,1843,10,79,357,13,82,374,15
1991,NHL,HAR,CAR,WA,AD,4,DSF,80,26,41,13.0,,65,,,247,283,Hartford Whalers,1793,16,73,414,11,86,396,10
1976,NHL,CLE,CLE,WA,AD,4,,80,25,42,13.0,,63,,,240,292,Cleveland Barons,1011,20,59,298,12,52,237,2
1929,NHL,BOS,BOS,,AM,1,F,44,38,5,1.0,,77,,,179,98,Boston Bruins,447,,,,,,,
1973,NHL,NYR,NYR,,ED,3,SF,78,40,24,14.0,,94,,,300,251,New York Rangers,782,2,66,222,2,45,239,9
1932,NHL,MTM,MTM,,CA,2,QF,48,22,20,6.0,,50,,,135,119,Montreal Maroons,442,,,,,,,
1978,NHL,COR,NJD,CC,SM,4,,80,15,53,12.0,,42,,,210,331,Colorado Rockies,838,28,60,267,4,62,211,8
1933,NHL,MTL,MTL,,CA,2,QF,48,22,20,6.0,,50,,,99,101,Montreal Canadiens,308,,,,,,,
1924,NHL,BOS,BOS,,,6,,30,6,24,0.0,,12,,,49,119,Boston Bruins,231,,,,,,,
1968,NHL,BOS,BOS,,ED,2,SF,76,42,18,16.0,,100,,,303,221,Boston Bruins,1291,,60,266,4,54,351,13
1977,NHL,MNS,DAL,CC,SM,5,,80,18,53,9.0,,45,,,218,325,Minnesota North Stars,1096,18,49,328,10,61,218,3
2011,NHL,NJD,NJD,EC,AT,4,F,82,48,28,,6,102,12,4,228,209,New Jersey Devils,944,20,46,267,13,27,259,15
2006,NHL,NYI,NYI,EC,AT,4,CQF,82,40,30,,12,92,8,5,248,240,New York Islanders,1062,24,63,348,9,79,433,7
2011,NHL,DAL,DAL,WC,PC,4,,82,42,35,,5,89,7,4,211,222,Dallas Stars,1032,24,33,244,3,52,303,5
