coachid,year,tmid,lgid,stint,notes,g,w,l,t,postg,postw,postl,postt
ftorero01c,1988,LAK,NHL,1,,80,42,31,7,11,4,7,0
sathegl01c,1977,EDO,WHA,1,,80,38,39,3,5,1,4,0
creigfr01c,1975,ATF,NHL,1,,80,35,33,12,2,0,2,0
murraan01c,2000,LAK,NHL,1,,82,38,31,13,13,7,6,0
quinnpa01c,1998,TOR,NHL,1,,82,45,30,7,17,9,8,0
gainebo01c,1992,MNS,NHL,1,,84,36,38,10,,,,
savaged01c,1915,PO1,PCHA,1,,18,13,5,0,5,2,3,0
hartce01c,1929,MTL,NHL,1,,44,21,14,9,6,5,0,1
risebdo01c,1991,CAL,NHL,1,,64,25,30,9,,,,
nealeha01c,1972,MFS,WHA,2,,19,10,9,0,6,1,4,0
francbo01c,1999,PHO,NHL,1,,82,39,35,8,5,1,4,0
odonoge01c,1921,TRS,NHL,1,,24,13,10,1,7,4,2,1
arboual01c,1972,STL,NHL,1,,13,2,6,5,,,,
ludzist01c,2000,TBL,NHL,1,,39,12,22,5,,,,
irvindi01c,1940,MTL,NHL,1,,48,16,26,6,3,1,2,0
bowmasc01c,1986,BUF,NHL,1,,12,3,7,2,,,,
youngwe02c,1909,HAI,NHA,1,,12,4,8,0,,,,
juliecl01c,2003,MTL,NHL,1,,82,41,34,7,11,4,7,0
neilsro01c,1993,FLO,NHL,1,,84,33,34,17,,,,
lehmahu01c,1927,CHI,NHL,2,,21,3,17,1,,,,
glovefr01c,1970,CLF,NHL,1,,78,20,53,5,,,,
nealeha01c,1974,MFS,WHA,1,,77,42,32,3,12,6,6,0
sathegl01c,1981,EDM,NHL,1,,80,48,17,15,5,2,3,0
loweke01c,1999,EDM,NHL,1,,82,32,34,16,5,1,4,0
pagepi01c,1992,QUE,NHL,1,,84,47,27,10,6,2,4,0
pilouru01c,1960,CHI,NHL,1,,70,29,24,17,12,8,4,0
macledo02c,1996,FLO,NHL,1,,82,35,28,19,5,1,4,0
ruffli01c,2000,BUF,NHL,1,,82,46,31,5,13,7,6,0
watsoph01c,1958,NYR,NHL,1,,70,26,32,12,,,,
murrate01c,2000,FLO,NHL,1,,36,6,23,7,,,,
nealeha01c,1980,VAN,NHL,1,,80,28,32,20,3,0,3,0
patrile01c,1911,VA1,PCHA,1,,16,7,9,0,,,,
holmgpa01c,1993,HAR,NHL,1,,17,4,11,2,,,,
hartscr01c,1996,CHI,NHL,1,,82,34,35,13,6,2,4,0
robinla01c,2000,NJD,NHL,1,,82,48,22,12,25,15,10,0
adamsja01c,1937,DET,NHL,1,,48,12,25,11,,,,
imlacpu01c,1959,TOR,NHL,1,,70,35,26,9,10,4,6,0
rossar01c,1943,BOS,NHL,1,,50,19,26,5,,,,
abelsi01c,1969,DET,NHL,2,,74,38,21,15,4,0,4,0
tortojo01c,2003,TBL,NHL,1,,82,46,28,8,23,16,7,0
schoeji01c,1996,WAS,NHL,1,,82,33,40,9,,,,
abelsi01c,1961,DET,NHL,1,,70,23,33,14,,,,
mcvieto01c,1976,WAS,NHL,1,,80,24,42,14,,,,
polanni01c,1982,DET,NHL,1,,80,21,44,15,,,,
greensh01c,1927,NYA,NHL,1,,44,11,27,6,,,,
irvindi01c,1933,TOR,NHL,1,,48,26,13,9,5,2,3,0
carrodi01c,1917,TOA,NHL,1,,22,13,9,0,7,4,3,0
nealeha01c,1976,NEW,WHA,1,,81,35,40,6,5,1,4,0
crawfma01c,2002,VAN,NHL,1,,82,45,24,13,14,7,7,0
hitchke01c,2011,STL,NHL,2,,69,43,15,11,9,4,5,0
payneda01c,2010,STL,NHL,1,,82,38,33,11,,,,
sonmogl01c,1984,MNS,NHL,2,,67,22,35,10,9,5,4,0
blairwr01c,1967,MNS,NHL,1,,74,27,32,15,14,7,7,0
hartlbo01c,2003,ATL,NHL,1,,82,33,41,8,,,,
crispte01c,1994,TBL,NHL,1,,48,17,28,3,,,,
sonmogl01c,1980,MNS,NHL,1,,80,35,28,17,19,12,7,0
nolante01c,2006,NYI,NHL,1,,82,40,30,12,5,1,4,0
smithfl01c,1976,BUF,NHL,1,,80,48,24,8,6,2,4,0
wilsola01c,1976,DET,NHL,2,,36,3,29,4,,,,
sonmogl01c,1972,MFS,WHA,1,,59,28,28,3,,,,
trotzba01c,2000,NAS,NHL,1,,82,34,39,9,,,,
cassibr01c,2002,WAS,NHL,1,,82,39,35,8,6,2,4,0
keenami01c,1997,VAN,NHL,2,,63,21,30,12,,,,
bergemi03c,1983,QUE,NHL,1,,80,42,28,10,9,5,4,0
lesuepe01c,1923,HAM,NHL,1,,10,3,7,0,,,,
murrate01c,1999,FLO,NHL,1,,82,43,33,6,4,0,4,0
cleghod01c,1928,PIP,NHL,1,,44,9,27,8,,,,
boilema01c,1975,PIT,NHL,1,,43,15,23,5,,,,
