playerid,year,stint,tmid,lgid,gp,min,w,l,t/ol,eng,sho,ga,sa,postgp,postmin,postw,postl,postt,posteng,postsho,postga,postsa
burkese01,2005,1,TBL,NHL,35,1713,14,10,4,2,2,80,764,3,109,0,1,,0,0,7,57
mioed01,1981,1,NYR,NHL,25,1500,13,6,5,0,0,89,,8,443,4,3,,1,0,28,
roypa01,1991,1,MTL,NHL,67,3935,36,22,8,7,5,155,1806,11,686,4,7,,2,1,30,312
bibeapa01,1945,2,MTL,NHL,10,600,4,6,0,,0,30,,,,,,,,,,
herrode01,1984,1,PIT,NHL,42,2193,10,22,3,2,1,170,1362,,,,,,,,,
wakeler01,1972,1,WIJ,WHA,49,2894,26,19,3,2,2,152,1411,7,420,4,3,,1,2,22,210
josepcu01,1993,1,STL,NHL,71,4127,36,23,11,0,1,213,2382,4,246,0,4,,1,0,15,158
weeksst01,1991,2,LAK,NHL,7,252,1,3,0,1,0,17,136,,,,,,,,,
hasekdo01,2005,1,OTT,NHL,43,2584,28,10,4,1,5,90,1202,,,,,,,,,
dolsodo01,1928,1,DTC,NHL,44,2750,19,16,9,,10,63,,2,120,0,2,0,,0,7,
prusema01,2003,1,OTT,NHL,29,1528,16,6,3,0,3,54,651,1,40,0,0,,0,0,1,15
riendvi01,1990,1,STL,NHL,44,2671,29,9,6,1,3,134,1241,13,687,6,7,,2,1,35,294
caseyjo01,1994,1,STL,NHL,19,872,7,5,4,0,0,40,400,2,30,0,1,,0,0,2,10
wilsodu01,1977,1,PIT,NHL,21,1180,5,11,3,0,0,95,,,,,,,,,,
johnsbo01,1975,1,DOT,WHA,24,1345,8,14,1,0,0,88,689,,,,,,,,,
enrotjh01,2010,1,BUF,NHL,14,769,9,2,2,0,1,35,377,1,17,0,0,,0,0,1,8
hrudeke01,1993,1,LAK,NHL,64,3713,22,31,7,9,1,228,2219,,,,,,,,,
tabarri01,1993,1,WAS,NHL,32,1770,13,14,2,0,2,91,817,2,111,0,2,,0,0,6,50
barrato01,1985,1,BUF,NHL,60,3561,29,24,5,5,2,214,1778,,,,,,,,,
fukufyu01,2006,1,LAK,NHL,4,96,0,3,0,0,0,7,43,,,,,,,,,
roussdo01,1991,1,PHI,NHL,17,922,7,8,2,0,1,40,437,,,,,,,,,
johnsch02,2009,1,NYR,NHL,5,281,1,2,1,1,0,11,135,,,,,,,,,
shielst01,2001,1,ANA,NHL,33,1777,9,20,2,4,0,79,850,,,,,,,,,
aebisda01,2006,1,MTL,NHL,32,1760,13,12,3,4,0,93,929,,,,,,,,,
keetlma01,2007,1,CAL,NHL,1,9,0,0,0,0,0,0,2,,,,,,,,,
holmeha01,1916,1,SEA,PCHA,24,1465,16,8,0,,2,80,,,,,,,,,,
tugnuro01,1998,1,OTT,NHL,43,2508,22,10,8,2,3,75,1005,2,118,0,2,,0,0,6,41
mannipe01,2011,1,WPG,NHL,1,20,0,0,0,1,0,0,4,,,,,,,,,
burkese01,1989,1,NJD,NHL,52,2914,22,22,6,0,0,175,1453,2,125,0,2,,0,0,8,57
chadwed01,1957,1,TOR,NHL,70,4200,21,38,11,,4,226,,,,,,,,,,
malarcl01,1982,1,QUE,NHL,15,900,8,5,2,0,0,71,517,,,,,,,,,
tobinbi01,1924,1,EDE,WCHL,3,180,2,1,0,,0,12,,,,,,,,,,
johnsbr02,2009,1,PIT,NHL,23,1108,10,6,1,6,0,51,541,1,31,0,0,,0,0,1,7
forbeja01,1931,1,NYA,NHL,6,360,3,3,0,,0,16,,,,,,,,,,
desjage01,1968,1,LAK,NHL,60,3499,18,34,6,4,4,190,,9,431,3,4,,0,0,28,
loprepe01,1974,1,MNS,NHL,35,1964,9,20,3,4,1,137,,,,,,,,,,
