playerid,year,ppa,sha
makelmi01,1989,1,
creigad01,1988,7,
tantito01,1989,9,
tuckejo01,1989,6,
robergo01,1987,3,
tuckejo01,1990,1,
foligmi01,1990,1,
carsoji01,1989,5,
maroima01,1988,3,
petitmi01,1990,16,
bullami01,1988,13,
lawtobr01,1988,4,
wilsoca01,1990,4,
franclo01,1990,1,1
bennibr01,1989,5,
adamsgr01,1988,1,
loisecl01,1990,1,1
lawlepa01,1987,3,
manthmo01,1988,9,
deblolu01,1990,,1
lawtobr01,1989,1,
pederba01,1989,7,1
macdepa01,1989,2,
laughcr01,1987,3,
josepch01,1987,6,
krushmi01,1990,3,
courtge01,1987,7,
rousebo01,1988,,1
bassebo01,1988,,1
vaiveri01,1988,15,
mckegto01,1990,7,
wilsoca01,1988,19,
brownje02,1989,24,
petitmi01,1987,9,1
halwado01,1988,1,
kurveto01,1990,15,
kontoch01,1987,6,
hardyma01,1987,10,1
nylunga01,1988,1,
zezelpe01,1988,17,
smaildo01,1990,1,1
hunteda01,1987,1,4
cullejo01,1990,29,
archida01,1989,4,
poulida02,1989,1,1
charbjo01,1988,1,
tantito01,1990,5,
carsoli01,1987,1,1
paslagr01,1990,3,1
johanca01,1988,7,
wilsoca01,1987,9,3
konrost01,1988,1,1
samueul01,1990,,2
pederma01,1990,7,
frasecu01,1987,2,
kennede01,1988,,2
frycemi01,1988,3,
malondo01,1988,2,
dahlqch01,1990,,1
thibagi01,1989,2,
coxecr01,1987,1,
huntema01,1990,4,
jonssto01,1988,24,
kaspest01,1988,6,2
hunteda01,1988,,1
quinnda01,1990,18,
ledyagr01,1987,5,
klimape01,1989,11,
macivno01,1988,19,
dineego01,1988,2,
zezelpe01,1990,5,1
sheehne01,1987,1,
hardyma01,1988,5,
playfla01,1988,,1
bradlbr01,1990,10,
gingrga01,1987,9,
brownro01,1990,10,
fentopa01,1990,2,
ruotsre01,1989,9,
larsore01,1988,14,
chrisda01,1989,7,
actonke01,1988,,1
joycebo01,1989,3,
dineego01,1987,2,
huberwi01,1987,14,
hullbr01,1987,10,
grahadi01,1987,7,1
goulemi01,1989,15,1
murphla01,1988,22,
lemiejo01,1989,1,1
erickbr01,1987,6,
ramagro01,1987,19,2
donnemi01,1987,2,
carpebo01,1988,4,
iafraal01,1990,11,1
brookbo01,1989,1,2
mckegto01,1989,3,
cunnera01,1989,4,
allismi01,1987,5,
ferrara01,1990,5,
picarro02,1989,1,1
mcdonhu01,1989,1,
skrikpe01,1990,5,
murphla01,1990,19,
wellsja01,1989,3,2
butchga01,1990,3,2
mcintjo01,1990,,2
linseke01,1989,8,
