playerid,year,tmid,lgid,pos,gp,g,a,pts,pim
skinnal01,1922,VAM,PCHA,R,3,1,1,2,6
taylocy01,1920,VML,PCHA,L,3,0,1,1,5
lehmahu01,1914,VML,PCHA,G,3,0,0,0,0
harrism01,1922,VAM,PCHA,L,4,1,0,1,8
bensobo01,1923,CAT,WCHL,D,2,0,0,0,0
mummeha01,1916,MOC,NHA,D,4,0,0,0,35
manthsy01,1924,MTL,NHL,D,4,0,0,0,2
rothssa01,1925,MTM,NHL,F,4,0,0,0,0
lehmahu01,1923,VAM,PCHA,G,2,0,0,0,0
bouchbi01,1924,MTL,NHL,R,4,1,1,2,13
foystfr01,1925,VIC,WCHL,L,4,0,0,0,2
rowebo01,1918,SEA,PCHA,D,5,1,0,1,6
poulisk01,1912,VA1,PCHA,L,3,2,0,2,5
coutubi01,1923,MTL,NHL,D,4,0,0,0,0
gerared01,1921,TRS,NHL,D,1,0,0,0,0
clancki01,1922,OTS,NHL,D,6,1,0,1,4
vezinge01,1916,MOC,NHA,G,4,0,0,0,0
cookll01,1921,VML,PCHA,D,5,1,0,1,6
anderjo03,1925,VIC,WCHL,L,1,0,0,0,0
anderjo03,1924,VIC,WCHL,L,4,1,0,1,10
brucemo01,1920,OTS,NHL,F,5,0,0,0,0
mcdonra01,1918,SEA,PCHA,L,5,1,1,2,3
irvinde01,1915,PO1,PCHA,D,5,0,0,0,14
nighbfr01,1919,OTS,NHL,C,5,6,1,7,2
broadpu01,1919,OTS,NHL,R,4,0,0,0,3
smailwa01,1912,VA1,PCHA,L,1,0,0,0,0
halljo01,1912,QU1,NHA,D,3,0,0,0,7
cleghsp01,1924,MTL,NHL,D,4,0,0,0,2
reidch01,1923,CAT,WCHL,G,2,0,0,0,0
morenho01,1923,MTL,NHL,C,4,4,2,6,4
meekiha01,1925,VIC,WCHL,L,4,0,0,0,6
mcnamge02,1913,TBS,NHA,D,3,2,0,2,4
corbeco01,1913,TBS,NHA,D,2,0,0,0,0
joliaau01,1924,MTL,NHL,L,4,2,0,2,16
andrell01,1921,TRS,NHL,F,5,2,0,2,3
roachjo01,1921,TRS,NHL,G,5,0,0,0,0
murramu01,1918,SEA,PCHA,D,5,2,0,2,6
marksja01,1912,QU1,NHA,R,3,2,0,2,2
carpeed01,1916,SEA,PCHA,D,4,0,0,0,3
gerared01,1922,OTS,NHL,D,6,1,0,1,4
prodggo01,1915,MOC,NHA,D,5,3,1,4,6
lindsbe01,1912,VA1,PCHA,G,3,0,0,0,0
mackami01,1920,VML,PCHA,C,5,0,1,1,0
morenho01,1924,MTL,NHL,C,4,4,1,5,4
randake01,1917,TOA,NHL,R/D,5,1,0,1,0
rossar01,1914,OT1,NHA,D,3,0,0,0,12
tobinch01,1919,SEA,PCHA,R,5,0,0,0,0
bouchge01,1920,OTS,NHL,D,5,2,0,2,9
nichosi01,1919,SEA,PCHA,L,4,0,0,0,0
mcdonja01,1918,MTL,NHL,C,5,1,1,2,3
cleghsp01,1923,MTL,NHL,D,4,2,1,3,2
kerral02,1913,VA1,PCHA,R,3,1,0,1,3
skinnal01,1921,VML,PCHA,R,5,0,1,1,12
griffsi01,1917,VML,PCHA,D,5,1,0,1,9
wilsocu01,1916,SEA,PCHA,R,4,1,2,3,0
parkeer01,1922,VAM,PCHA,R,4,0,2,2,2
pitredi01,1918,MTL,NHL,R,5,0,3,3,0
loughcl01,1925,VIC,WCHL,D,4,1,0,1,8
smailwa01,1913,VA1,PCHA,L,3,1,0,1,2
benedcl01,1914,OT1,NHA,G,3,0,0,0,0
foystfr01,1918,SEA,PCHA,L,5,9,1,10,0
shoreha01,1914,OT1,NHA,D,3,0,0,0,3
siebeba01,1925,MTM,NHL,L,4,1,2,3,4
mackami01,1922,VAM,PCHA,L,4,1,0,1,4
berlilo01,1916,MOC,NHA,L,4,0,0,0,0
stackte01,1921,TRS,NHL,D,4,0,0,0,0
mcgifro01,1913,TBS,NHA,F,3,2,0,2,25
adamsja01,1920,VML,PCHA,C,5,2,1,3,6
dundeto01,1913,VA1,PCHA,C,3,2,0,2,11
holmeha01,1919,SEA,PCHA,G,5,0,0,0,0
camerha01,1913,TBS,NHA,D,2,1,0,1,4
patrifr01,1914,VML,PCHA,D,3,2,1,3,6
