playerid,year,stint,tmid,w,l,sa,ga
smithmi02,2010,1,TBL,1,0,4,0
valiqst01,2007,1,NYR,2,2,11,3
auldal01,2005,1,VAN,4,3,22,7
garonma01,2010,1,CBS,1,3,12,4
halakja01,2011,1,STL,3,7,32,9
garonma01,2005,1,LAK,4,1,16,3
theodjo01,2005,1,MTL,1,1,6,1
mclenja01,2006,1,CAL,0,1,11,4
raycran01,2010,1,DAL,2,0,6,1
scrivbe01,2011,1,TOR,1,1,5,2
thomati01,2009,1,BOS,5,5,33,9
valiqst01,2006,1,NYR,1,0,4,2
gigueje01,2009,2,TOR,1,2,8,4
halakja01,2010,1,STL,3,4,29,10
legacma01,2007,1,STL,2,3,17,4
sabouda01,2008,1,PIT,3,2,19,5
turcoma01,2010,1,CHI,2,2,13,7
fleurma01,2005,1,PIT,0,2,5,4
cloutda01,2005,1,VAN,0,1,2,2
johnsbr02,2010,1,PIT,2,1,11,1
lalimpa01,2006,1,CHI,2,1,8,4
mclenja01,2005,1,FLO,0,1,4,2
ellisda01,2007,1,NAS,2,1,9,4
bouchbr01,2009,1,PHI,1,2,7,4
johnsbr02,2006,1,WAS,0,5,20,7
conklty01,2010,1,STL,0,2,7,6
theodjo01,2011,1,FLO,4,7,37,14
khabini01,2009,1,EDM,2,2,12,4
elliobr01,2011,1,STL,1,3,14,5
budajpe01,2008,1,COL,7,4,35,13
turcoma01,2009,1,DAL,4,8,53,15
bryzgil01,2011,1,PHI,3,5,25,13
enrotjh01,2010,1,BUF,3,0,19,5
clemmsc01,2011,1,FLO,2,3,20,7
dubiewa01,2007,1,NYI,2,1,13,4
kiprumi01,2006,1,CAL,3,4,16,7
millery01,2007,1,BUF,4,7,33,14
ellisda01,2008,1,NAS,1,3,11,6
lehtoka01,2005,1,ATL,5,0,20,3
wardca01,2011,1,CAR,1,4,14,6
smithmi02,2006,1,DAL,1,0,3,0
rasktu01,2010,1,BOS,1,1,5,2
grahajo01,2007,1,CAR,1,0,3,2
andercr01,2008,1,FLO,0,4,11,7
peterju01,2011,1,CAR,0,2,6,3
turcoma01,2008,1,DAL,5,6,43,16
vokouto01,2010,1,FLO,2,1,13,2
kiprumi01,2008,1,CAL,3,2,14,3
raycran01,2009,1,VAN,2,1,12,6
gerbema01,2007,1,OTT,2,2,16,5
khabini01,2008,1,CHI,2,5,19,9
brodema01,2007,1,NJD,8,4,43,11
luongro01,2009,1,VAN,2,3,14,5
thomati01,2008,1,BOS,4,4,28,9
rolosdw01,2010,1,NYI,0,1,3,2
macdojo01,2006,1,DET,0,1,7,3
budajpe01,2007,1,COL,1,2,9,4
crawfco01,2005,1,CHI,0,1,3,2
hillejo01,2010,1,AND,4,2,26,4
varlasi01,2011,1,COL,8,0,24,2
elliobr01,2008,1,OTT,2,2,16,6
fleurma01,2007,1,PIT,1,0,3,0
greisth01,2011,1,SJS,1,1,7,2
vokouto01,2006,1,NAS,2,3,17,7
johnsbr02,2005,1,WAS,3,1,13,2
holtbbr01,2010,1,WAS,1,1,7,3
rolosdw01,2009,1,NYI,5,5,39,15
backsni01,2007,1,MIN,1,6,21,12
toskave01,2007,1,TOR,2,3,15,6
rolosdw01,2006,1,EDM,3,2,21,6
hillejo01,2011,1,AND,3,7,40,17
rolosdw01,2010,2,TBL,3,3,24,6
kolziol01,2006,1,WAS,1,5,17,9
quickjo01,2010,1,LAK,10,0,44,8
clemmsc01,2005,1,NJD,1,1,7,3
raycran01,2008,1,COL,2,0,8,1
