playerid,year,stint,tmid,s,g,gdg
ovechal01,2007,1,WAS,6,1,0
whitnra01,2011,1,PHO,6,11,3
nashri01,2005,1,CBS,8,3,2
kaberto01,2006,1,TOR,3,1,0
bouchpi02,2008,1,MIN,1,0,0
ritchby01,2006,1,CAL,3,2,0
kapanni01,2007,1,PHO,1,0,0
spezzja01,2006,1,OTT,3,0,0
walzwe01,2005,1,MIN,1,0,0
wardjo02,2009,1,NAS,1,0,0
johnsja02,2008,1,LAK,6,3,1
ruututu01,2008,1,CAR,6,3,1
niedero01,2006,1,AND,2,0,0
kariypa01,2009,1,STL,1,0,0
clearda01,2006,1,DET,4,2,0
cammami01,2005,1,LAK,1,0,0
rucinma01,2007,1,STL,1,0,0
sykorpe01,2008,1,PIT,8,3,1
palmiky01,2011,1,AND,0,1,0
laichbr01,2009,1,WAS,3,1,0
michami01,2008,1,SJS,4,1,0
dubinbr01,2009,1,NYR,2,0,0
vanekth01,2006,1,BUF,11,2,1
yipbr01,2009,1,COL,1,0,0
johnsmi01,2005,1,PHO,1,0,0
ovechal01,2008,1,WAS,7,2,0
yashial01,2005,1,NYI,7,2,0
kostian01,2011,2,NAS,1,2,1
nagyla01,2005,1,PHO,5,1,1
torrera01,2010,1,VAN,1,1,1
langro01,2008,1,MTL,1,0,0
fransco01,2010,1,NAS,3,1,1
kubafi01,2005,1,MIN,1,0,0
tkachke01,2006,2,ATL,1,1,0
coleer01,2005,1,CAR,3,1,1
nylanmi01,2008,1,WAS,3,1,1
alfreda01,2005,1,OTT,8,2,1
osullpa01,2008,1,LAK,9,3,1
zettehe01,2011,1,DET,1,3,1
hemskal01,2005,1,EDM,14,5,0
foligni01,2010,1,OTT,1,0,0
callary01,2011,1,NYR,2,4,2
simjo01,2006,1,ATL,2,1,1
hejdumi01,2010,1,COL,6,2,2
hossama01,2011,1,CHI,0,4,0
stlouma01,2007,1,TBL,3,0,0
robitra01,2007,1,OTT,1,0,0
armstco01,2008,1,ATL,1,0,0
bouchpi02,2005,1,MIN,1,0,0
wrighty01,2005,1,CBS,1,0,0
friesje01,2006,1,CAL,1,0,0
sakicjo01,2005,1,COL,7,0,0
peltovi01,2008,1,FLO,1,0,0
samsose01,2007,2,CAR,3,1,1
lindetr01,2006,1,VAN,3,2,1
duchema01,2011,1,COL,3,6,1
willija01,2011,1,PIT,0,1,0
leclajo01,2005,1,PIT,1,0,0
sedinhe01,2006,1,VAN,1,0,0
froloal01,2007,1,LAK,2,0,0
boyddu01,2006,1,CAL,1,0,0
goligal01,2008,1,PIT,2,1,1
sourash01,2006,1,MTL,1,1,1
alfreda01,2011,1,OTT,5,6,1
sourash01,2007,1,EDM,1,0,0
hejdumi01,2007,1,COL,6,3,1
boyesbr01,2011,1,BUF,5,12,2
greenmi03,2010,1,WAS,1,0,0
brylise01,2007,1,NJD,1,0,0
macarcl01,2010,1,TOR,1,0,0
santomi01,2010,1,FLO,11,4,1
hemskal01,2006,1,EDM,6,1,0
nylanmi01,2005,1,NYR,11,5,0
dumonjp01,2006,1,NAS,3,1,1
bouwmja01,2010,1,CAL,1,0,0
bertuto01,2011,1,DET,5,10,4
drurych01,2005,1,BUF,1,0,0
roenije01,2006,1,PHO,1,0,0
boyesbr01,2007,1,STL,8,4,2
krejcda01,2009,1,BOS,10,4,3
boyddu01,2009,2,NAS,1,0,0
pominja01,2009,1,BUF,9,5,2
stamkst01,2008,1,TBL,5,1,1
malkiev01,2007,1,PIT,5,0,0
zubovse01,2006,1,DAL,12,5,2
skinnje01,2010,1,CAR,10,4,3
mcdonan01,2006,1,AND,10,1,0
brylise01,2006,1,NJD,8,1,0
peverri01,2009,1,ATL,8,3,2
browndu01,2008,1,LAK,6,1,0
vanekth01,2009,1,BUF,5,2,0
tjarnda01,2005,1,MIN,1,0,0
karlser01,2010,1,OTT,3,1,1
satanmi01,2009,1,BOS,4,2,1
morrobr01,2005,1,DAL,1,1,1
svatoma01,2010,2,OTT,2,0,0
streima01,2007,1,MTL,2,0,0
batessh01,2006,1,NYI,1,0,0
samsose01,2005,1,BOS,3,0,0
metrogl01,2007,1,BOS,1,0,0
staffdr01,2007,1,BUF,4,1,1
richami02,2007,1,PHI,6,2,1
oshietj01,2010,1,STL,5,4,1
franzjo01,2006,1,DET,2,1,1
demitpa01,2006,1,MIN,14,6,2
royde01,2008,1,BUF,9,4,1
hodgsco01,2011,1,VAN,3,7,2
zettehe01,2005,1,DET,4,2,0
verstkr01,2010,1,TOR,3,1,0
pacioma01,2011,1,MTL,2,13,1
sykorpe01,2005,2,NYR,6,5,3
pecami01,2005,1,EDM,5,2,0
lehtije01,2009,1,DAL,4,1,0
royde01,2011,1,BUF,2,5,2
kostise01,2011,1,NAS,0,2,0
berglpa01,2011,1,STL,0,4,0
morribr01,2010,1,CAL,2,0,0
seminal01,2006,1,WAS,10,2,1
