name,id,award,year,lgid,note
Bill Chadwick,chadwbi01h,Patrick,1974,NHL,
Bobby Clarke,clarkbo01,Patrick,1979,NHL,
Bruce Norris,norribr01h,Patrick,1975,NHL,
Craig Patrick,patricr01,Patrick,1999,NHL,
Emile Francis,francem01,Patrick,1981,NHL,
John Bucyk,bucykjo01,Patrick,1976,NHL,
Lynn Patrick,patrily01,Patrick,1988,NHL,posthumous
Milt Schmidt,schmimi01,Patrick,1995,NHL,
Raymond Bourque,bourqra01,Patrick,2002,NHL,
Wayne Gretzky,gretzwa01,Patrick,1993,NHL,
William Tutt,tuttwi01h,Patrick,1977,NHL,
William Wirtz,wirtzwi01h,Patrick,1977,NHL,
Brian Leetch,leetcbr01,Patrick,2006,NHL,
Ed Snider,snideed01h,Patrick,1979,NHL,
Neal Broten,brotene01,Patrick,1997,NHL,
Gil Stein,,Patrick,1992,NHL,
Art Berglund,,Patrick,1991,NHL,
Murray Armstrong,armstmu01,Patrick,1976,NHL,
Bob Naegele,,Patrick,2007,NHL,
Donald Clark,,Patrick,1974,NHL,
Keith Allen,allenke01,Patrick,1987,NHL,
Jeff Sauer,,Patrick,2010,NHL,
Willie O'Ree,oreewi01,Patrick,2002,NHL,
Reed Larson,larsore01,Patrick,2005,NHL,
Bobby Hull,hullbo01,Patrick,1968,NHL,
Robert Ridder,,Patrick,1993,NHL,
1960 U.S. Olympic Hockey Team,,Patrick,2001,NHL,
Brian Mullen,mullebr01,Patrick,1994,NHL,
Terry Sawchuk,sawchte01,Patrick,1970,NHL,posthumous
John Halligan,,Patrick,2006,NHL,
Jim Devellano,,Patrick,2008,NHL,
Art Ross,rossar01,Patrick,1983,NHL,posthumous
Jack Parker,,Patrick,2009,NHL,
Charles Adams,adamsch01h,Patrick,1966,NHL,posthumous
Thomas Lockhart,lockhth01h,Patrick,1967,NHL,
Frank Mathers,mathefr01,Patrick,1986,NHL,
Mark Messier,messima01,Patrick,2008,NHL,
Tommy Ivan,ivanto01c,Patrick,1974,NHL,
Ed Jeremiah,jeremed01,Patrick,1968,NHL,posthumous
Clarence Campbell,campbcl01h,Patrick,1971,NHL,
Larry Pleau,pleaula01,Patrick,2001,NHL,
Jack Riley,rileyja01,Patrick,1985,NHL,
Ken Morrow,morroke01,Patrick,1995,NHL,
Alex Delvecchio,delveal01,Patrick,1973,NHL,
Rod Gilbert,gilbero01,Patrick,1990,NHL,
Ron DeGregorio,,Patrick,2002,NHL,
Eddie Shore,shoreed01,Patrick,1969,NHL,
Seymour H. Knox III,,Patrick,1996,NHL,posthumous
Bobby Orr,orrbo01,Patrick,1978,NHL,
Mario Lemieux,lemiema01,Patrick,1999,NHL,
Lou Nanne,nannelo01,Patrick,1988,NHL,
Jack Adams,adamsja01,Patrick,1965,NHL,
Bill Torrey,torrebi01h,Patrick,1982,NHL,
John Mariucci,mariujo01,Patrick,1976,NHL,
Mike Ilitch,ilitcmi01h,Patrick,1990,NHL,
Cammi Granato,,Patrick,2006,NHL,
Bill Cleary,,Patrick,1996,NHL,
Bob Johnson,johnsbo02c,Patrick,1987,NHL,
Tony Rossi,,Patrick,2010,NHL,
Walter Bush,bushwa01h,Patrick,1972,NHL,
Frank Boucher,bouchfr01,Patrick,1992,NHL,
Gordie Howe,howego01,Patrick,1966,NHL,
Max McNab,mcnabma01,Patrick,1997,NHL,
Ted Lindsay,lindste01,Patrick,2007,NHL,
Len Ceglarski,,Patrick,1989,NHL,
James Norris,norrija02h,Patrick,1966,NHL,posthumous
George Gund,,Patrick,1995,NHL,
Walter Brown,brownwa02h,Patrick,1967,NHL,posthumous
Tom Fitzgerald,,Patrick,1977,NHL,
Lou Vairo,,Patrick,1999,NHL,
Red Berenson,berenre01,Patrick,2005,NHL,
Pat LaFontaine,lafonpa01,Patrick,1996,NHL,
Cooney Weiland,weilaco01,Patrick,1971,NHL,
Harry Sinden,sindeha01c,Patrick,1998,NHL,
Brian Burke,,Patrick,2007,NHL,
Cam Neely,neelyca01,Patrick,2009,NHL,
1998 U.S. Olympic Women's Hockey Team,,Patrick,1998,NHL,
John Mayasich,,Patrick,1997,NHL,
John Davidson,davidjo01,Patrick,2003,NHL,
Jerry York,,Patrick,2009,NHL,
Scotty Bowman,bowmasc01c,Patrick,2000,NHL,
David Poile,,Patrick,2000,NHL,
Bruce McNall,,Patrick,1992,NHL,
Marcel Dionne,dionnma01,Patrick,2005,NHL,
Charles L. Crovat,,Patrick,1973,NHL,posthumous
Fred Cusick,,Patrick,1987,NHL,
Hoby Baker,bakerho01h,Patrick,1986,NHL,posthumous
Herb Brooks,brookhe01c,Patrick,2001,NHL,
John A. 'Snooks' Kelly,,Patrick,1971,NHL,
