playerid,coachid,hofid,firstname,lastname,namenote,namegiven,namenick,height,weight,shootcatch,legendsid,ihdbid,hrefid,firstnhl,lastnhl,firstwha,lastwha,pos,birthyear,birthmon,birthday,birthcountry,birthstate,birthcity,deathyear,deathmon,deathday,deathcountry,deathstate,deathcity
needhmi01,,,Mike,Needham,,Michael Lawrence,,70,185,R,11181,3928,needhmi01,1991,1993,,,R,1970,4,4,Canada,AB,Calgary,,,,,,
bouchjo01,,,Joel,Bouchard,,Joel,,73,209,L,10141,496,bouchjo01,1994,2005,,,D,1974,1,23,Canada,QC,Montreal,,,,,,
blakemi02,,,Mike,Blake,,Michael W.,,72,185,L,18437,8737,blakemi02,1981,1983,,,G,1956,4,6,Canada,ON,Kitchener,,,,,,
cassemi01,,,Mike,Casselman,,Michael S.,,71,190,L,10230,751,cassemi01,1995,1995,,,L,1968,8,23,Canada,ON,Morrisburg,,,,,,
,curryal01c,,Alex,Curry,,,,,,,,68365,curryal99c,,,,,,,,,,,,,,,,,
,muckljo01c,,John,Muckler,,John Ernest,,,,,,3829,muckljo99c,,,,,,1934,4,3,Canada,ON,Midland,,,,,,
dubinst01,,,Steve,Dubinsky,,Steven,,72,190,L,10395,1452,dubinst01,1993,2002,,,C,1970,7,9,Canada,QC,Montreal,,,,,,
nicolgr01,,,Graeme,Nicolson,,Graeme Butte,,72,185,R,13844,7336,nicolgr01,1978,1982,,,D,1958,1,13,Canada,ON,North Bay,,,,,,
gagnojo01,,,Johnny,Gagnon,,Johnny,Black Cat,65,140,R,12666,16109,gagnojo01,1930,1939,,,R,1905,6,8,Canada,QC,Chicoutimi,1984,3,22,USA,RI,Cranston
houghmi01,,,Mike,Hough,,Michael Lloyd,,73,197,L,10663,2370,houghmi01,1984,1998,,,L,1963,2,6,Canada,QC,Montreal,,,,,,
beckfch01,,,Chris,Beckford-Tseu,,,,74,201,L,21048,59652,beckfch01,2007,2007,,,G,1984,6,22,Canada,ON,Toronto,,,,,,
stpiema01,,,Martin,St. Pierre,,,,69,185,L,21902,59725,stpiema01,2005,2009,,,C,1983,8,11,Canada,ON,Embrun,,,,,,
varadva01,,,Vaclav,Varada,,Vaclav,,72,208,L,15145,14079,varadva01,1995,2005,,,R,1976,4,26,Czech Republic,,Vsetin,,,,,,
bannidr01,,,Drew,Bannister,,Drew,,74,200,R,10057,196,bannidr01,1995,2001,,,D,1974,9,4,Canada,ON,Belleville,,,,,,
adamsbi01,,,Bill,Adams,,William,,,,R,,60149,,,,,,R,,,,,,,,,,,,
pihlmtu01,,,Tuomas,Pihlman,,,,74,215,L,20302,50543,pihlmtu01,2003,2006,,,L,1982,11,13,Finland,,Espoo,,,,,,
burkema01,,,Marty,Burke,,Martin Alphonsus,,68,160,L,12152,673,burkema01,1927,1937,,,D,1905,1,28,Canada,ON,Toronto,1968,3,7,,,
erskijo01,,,John,Erskine,,,,76,216,L,16734,31871,erskijo01,2001,2011,,,D,1980,6,26,Canada,ON,Kingston,,,,,,
fitzgza01,,,Zack,Fitzgerald,,,,74,214,L,20966,62574,fitzgza01,2007,2007,,,D,1985,6,16,USA,MN,Two Harbors,,,,,,
brennki01,,,Kip,Brennan,,,,76,230,L,16672,26004,brennki01,2001,2007,,,L,1980,8,27,Canada,ON,Kingston,,,,,,
lysiato01,,,Tom,Lysiak,,Thomas James,The Bomb,73,185,L,13449,3255,lysiato01,1973,1985,,,C,1953,4,22,Canada,AB,High Prairie,,,,,,
gomezsc01,,,Scott,Gomez,,Scott Carlos,,71,200,L,16768,31170,gomezsc01,1999,2011,,,C,1979,12,23,USA,AK,Anchorage,,,,,,
boilema01,boilema01c,,Marc,Boileau,,Marc Claude Romeo Joseph,,71,170,L,12026,450,boilema01,1961,1961,,,C,1932,9,3,Canada,QC,Pointe-Claire,2000,12,27,Canada,QC,Pointe-Claire
reidch01,,,Charlie,Reid,,Charles,,,,,,27789,,,,,,G,,,,,,,,,,,,
smithst01,,,Stan,Smith,,Stanford George,,70,165,L,14377,13859,smithst01,1939,1940,,,C,1917,8,13,Canada,BC,Coal Creek,,,,,,
keenala01,,,Larry,Keenan,,Lawrence Christopher,,71,175,L,13168,2666,keenala01,1961,1971,,,L,1940,10,1,Canada,ON,North Bay,,,,,,
pederba01,,,Barry,Pederson,,Barry Alan,,71,185,R,11272,4209,pederba01,1980,1991,,,C,1961,3,13,Canada,SK,Big River,,,,,,
westrer01,,,Erik,Westrum,,,,72,204,L,17680,33937,westrer01,2003,2006,,,C,1979,7,26,USA,MN,Minneapolis,,,,,,
hamelhe01,,,Herb,Hamel,,Herbert A.,Hap,71,155,R,12826,22882,hamelhe01,1930,1930,,,R,1904,6,8,Canada,ON,New Hamburg,2001,8,20,Canada,ON,Kitchener
maroida01,,,Daniel,Marois,,Daniel,,72,190,R,11024,3401,maroida01,1987,1995,,,R,1968,10,3,Canada,QC,Montreal,,,,,,
,youngga01c,,Garry,Young,,Garry Fitzgerald Bernard,,,,,,10701,youngga99c,,,,,,1936,1,2,Canada,ON,Toronto,1994,9,12,Canada,ON,Maple Lake
beranjo01,,,Josef,Beranek,,Josef,,74,195,L,10095,333,beranjo01,1991,2000,,,L,1969,10,25,Czech Republic,,Litvinov,,,,,,
kenneja01,,,Jamie,Kennedy,,James Roy,,69,175,R,,10320,kenneja01,,,1972,1972,R/C,1946,9,7,Canada,NB,Dorchester,,,,,,
mitchje01,,,Jeff,Mitchell,,Jeffrey,,73,190,R,16396,15585,mitchje01,1997,1997,,,R,1975,5,16,USA,MI,Wayne,,,,,,
slowied01,,,Ed,Slowinski,,Edward Stanley,,71,195,R,14344,5012,slowied01,1947,1952,,,R,1922,11,18,Canada,MB,Winnipeg,1999,8,21,,,
ceresra01,,,Ray,Ceresino,,Raymond,,69,160,R,12239,12134,ceresra01,1948,1948,,,R,1929,4,24,Canada,ON,Port Arthur,,,,,,
campama01,,,Matt,Campanale,,,,71,200,,,,campama01,2010,2010,,,D,1988,2,14,USA,PA,Chester Springs,,,,,,
paddoca01,,,Cam,Paddock,,,,73,191,R,20679,50684,paddoca01,2008,2008,,,C,1983,3,22,Canada,BC,North Vancouver,,,,,,
johnsgr02,,,Greg,Johnson,,Gregory C.,,71,200,L,10727,2559,johnsgr02,1993,2005,,,C,1971,3,16,Canada,ON,Thunder Bay,,,,,,
clarkbr01,,,Brett,Clark,,Brett,,72,195,L,11575,26499,clarkbr01,1997,2011,,,D,1976,12,23,Canada,SK,Wapella,,,,,,
ramsacr01,ramsacr01c,,Craig,Ramsay,,Craig Edward,Rammer,70,175,L,14071,4449,ramsacr01,1971,1984,,,L,1951,3,17,Canada,ON,Weston,,,,,,
mahovpe01,,,Pete,Mahovlich,,Peter Joseph,Little M,77,210,L,13491,3324,mahovpe01,1965,1980,,,C,1946,10,10,Canada,ON,Timmins,,,,,,
wheelbl01,,,Blake,Wheeler,,Blake James,,76,185,R,21263,78686,wheelbl01,2008,2011,,,R,1986,8,31,USA,MN,Robbinsdale,,,,,,
smithde06,,,Devante,Smith-Pelly,,,,72,211,,,,smithde06,2011,2011,,,R,1992,6,14,,,,,,,,,
carteje01,,,Jeff,Carter,,,,75,200,R,20914,59691,carteje01,2005,2011,,,C,1985,1,1,Canada,ON,London,,,,,,
,,wirtzwi01h,William,Wirtz,,William Wadsworth,Bill,,,,B197603,,,,,,,,1929,10,5,USA,MI,Michigan,2007,9,26,USA,IL,Evanston
sprucan01,,,Andy,Spruce,,Andrew William,,71,178,L,14411,5112,sprucan01,1976,1978,,,L,1954,4,17,Canada,ON,London,,,,,,
dollabo01,,,Bobby,Dollas,,Bobby,,74,212,L,10372,740,dollabo01,1983,2000,,,D,1965,1,31,Canada,QC,Montreal,,,,,,
conklty01,,,Ty,Conklin,,,,72,184,L,20259,46803,conklty01,2001,2011,,,G,1976,3,30,USA,AK,Anchorage,,,,,,
macinst01,,,Steve,MacIntyre,,,,78,265,L,21876,31013,macinst01,2008,2011,,,L,1980,8,8,Canada,SK,Brock,,,,,,
backljo01,,,Johan,Backlund,,,,74,198,R,,76080,backljo01,2009,2009,,,G,1981,7,24,Sweden,,Skelleftea,,,,,,
burneke01,,,Kelly,Burnett,,James Kelvin,,70,160,L,12154,11425,burneke01,1952,1952,,,C,1926,6,16,Canada,QC,Lachine,,,,,,
driscpe01,,,Peter,Driscoll,,Peter John,Grenade,72,190,L,12489,1435,driscpe01,1979,1980,1974,1978,L,1954,10,27,Canada,ON,Powassan,,,,,,
tessior01,tessior01c,,Orval,Tessier,,Orval Roy,,68,160,L,14522,10752,tessior01,1954,1960,,,C,1933,6,30,Canada,ON,Cornwall,,,,,,
hidian01,,,Andre,Hidi,,Andre Lawrence,Muscles,74,205,L,12937,9450,hidian01,1983,1984,,,L,1960,6,5,Canada,ON,Toronto,,,,,,
bennibr01,,,Brian,Benning,,Brian Anthony,,72,195,L,10092,325,bennibr01,1984,1994,,,D,1966,6,10,Canada,AB,Edmonton,,,,,,
prattba01,,prattba01h,Babe,Pratt,,Walter Basil,,75,212,L,P196608,4372,prattba01,1935,1946,,,D,1916,1,7,Canada,MB,Stony Mountain,1988,12,16,,,
smithba01,,,Barry,Smith,,Barry Edward,,71,178,L,14351,5022,smithba01,1975,1980,,,C,1955,4,25,Canada,BC,Surrey,,,,,,
shawan01,,,Andrew,Shaw,,,,70,180,,,,shawan01,2011,2011,,,C,1991,7,20,,,,,,,,,
boltohu01,,,Hugh,Bolton,,Hugh Edward,Yug,75,186,L,12038,463,boltohu01,1949,1956,,,D,1929,4,15,Canada,ON,Toronto,1999,10,17,Canada,ON,Etobicoke
moxeyji01,,,Jim,Moxey,,James George,,73,190,L,13793,3825,moxeyji01,1974,1976,,,R,1953,5,28,Canada,ON,Toronto,,,,,,
lipumch01,,,Chris,Lipuma,,Christopher Paul,,72,183,L,15035,3140,lipumch01,1992,1996,,,D,1971,3,23,USA,IL,Chicago,,,,,,
konopze01,,,Zenon,Konopka,,,,73,213,L,21855,42428,konopze01,2005,2011,,,C,1981,1,2,Canada,ON,Niagara Falls,,,,,,
murrach01,,,Chris,Murray,,Christopher,,74,213,R,15081,13787,murrach01,1994,1999,,,R,1974,10,25,Canada,BC,Port Hardy,,,,,,
clymebe01,,,Ben,Clymer,,Benjamin,,73,200,L,14869,23320,clymebe01,1999,2006,,,D,1978,4,11,USA,MN,Edina,,,,,,
chabojo01,,,John,Chabot,also known as Kahibaitche,John David,,74,200,L,10236,875,chabojo01,1983,1990,,,C,1962,5,18,Canada,PE,Summerside,,,,,,
passmst01,,,Steve,Passmore,,Steven,,69,165,L,18759,4170,passmst01,1998,2003,,,G,1973,1,29,Canada,ON,Thunder Bay,,,,,,
dufredo01,,,Donald,Dufresne,,Donald,,73,206,R,10400,1469,dufredo01,1988,1996,,,D,1967,4,10,Canada,QC,Quebec City,,,,,,
norrefr01,,,Fredrik,Norrena,,,,72,189,L,20752,40224,norrefr01,2006,2008,,,G,1973,11,29,Finland,,Pietarsaari,,,,,,
barnery01,,,Ryan,Barnes,,,,73,201,L,16636,31778,barnery01,2003,2003,,,L,1980,1,30,Canada,ON,Dunnville,,,,,,
thangry01,,,Ryan,Thang,,,,72,194,,,,thangry01,2011,2011,,,L,1987,5,11,,,,,,,,,
smithho01,,smithho01h,Hooley,Smith,,Reginald Joseph,,70,155,R,P197205,5043,smithho01,1924,1940,,,C,1903,1,7,Canada,ON,Toronto,1963,8,24,Canada,QC,Montreal
dorean01,,,Andre,Dore,,Andre Hector,Trap,74,200,R,12478,1406,dorean01,1978,1984,,,D,1958,2,11,Canada,QC,Montreal,,,,,,
trepapa01,,,Pascal,Trepanier,,Pascal,,72,210,R,10162,16305,trepapa01,1997,2002,,,D,1973,9,4,Canada,QC,Gaspe,,,,,,
kalbfwa01,,,Walter,Kalbfleish,,Walter Morris,Jeff/Jake,70,175,R,13151,20358,kalbfwa01,1933,1936,,,D,1911,12,18,Canada,ON,New Hamburg,1960,5,16,,,
