orderid,productid,unitprice,quantity,discount
10962,53,32.8,20,0.0
10811,40,18.4,30,0.0
10534,30,25.89,10,0.0
10929,77,13.0,15,0.0
10670,46,12.0,60,0.0
10741,2,19.0,15,0.0
10458,56,30.4,15,0.0
11038,71,21.5,30,0.0
10846,74,10.0,20,0.0
10502,45,9.5,21,0.0
10258,5,17.0,65,0.0
10580,65,21.05,30,0.0
10760,43,46.0,30,0.0
10930,55,24.0,25,0.0
11050,76,18.0,50,0.0
10254,55,19.2,21,0.0
10257,77,10.4,15,0.0
10870,51,53.0,2,0.0
10557,75,7.75,20,0.0
10393,14,18.6,42,0.0
11003,1,18.0,4,0.0
11002,55,24.0,40,0.0
10379,63,35.1,16,0.0
10872,65,21.05,21,0.0
10616,38,263.5,15,0.0
10914,71,21.5,25,0.0
10550,21,10.0,6,0.0
10913,58,13.25,15,0.0
10611,1,18.0,6,0.0
10648,22,21.0,15,0.0
10495,41,7.7,20,0.0
10259,21,8.0,10,0.0
10685,10,31.0,20,0.0
10987,43,46.0,6,0.0
10539,13,6.0,8,0.0
11003,40,18.4,10,0.0
10657,46,12.0,45,0.0
10639,18,62.5,8,0.0
10851,25,14.0,10,0.0
10433,56,30.4,28,0.0
10845,23,9.0,70,0.0
10532,30,25.89,15,0.0
10343,64,26.6,50,0.0
10352,24,3.6,10,0.0
10687,36,19.0,6,0.0
10744,40,18.4,50,0.0
10657,47,9.5,10,0.0
10663,40,18.4,30,0.0
10659,31,12.5,20,0.0
11058,61,28.5,4,0.0
10363,75,6.2,12,0.0
10551,35,18.0,20,0.0
10915,17,39.0,10,0.0
10966,62,49.3,12,0.0
10512,47,9.5,6,0.0
10609,10,31.0,10,0.0
11038,52,7.0,2,0.0
10268,29,99.0,10,0.0
10673,43,46.0,6,0.0
10683,52,7.0,9,0.0
10702,3,10.0,6,0.0
10644,46,12.0,21,0.0
10392,69,28.8,50,0.0
10751,26,31.23,12,0.0
10656,14,23.25,3,0.0
10272,20,64.8,6,0.0
10359,31,10.0,70,0.0
10999,51,53.0,15,0.0
10823,59,55.0,40,0.0
