orderid,customerid,employeeid,orderdate,requireddate,shippeddate,shipvia,freight,shipname,shipaddress,shipcity,shipregion,shippostalcode,shipcountry
10254,CHOPS,5,1996-07-11T00:00:00,1996-08-08T00:00:00,1996-07-23T00:00:00,2,22.98,Chop-suey Chinese,Hauptstr. 31,Bern,,3012,Switzerland
10257,HILAA,4,1996-07-16T00:00:00,1996-08-13T00:00:00,1996-07-22T00:00:00,3,81.91,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristbal,Tchira,5022,Venezuela
10258,ERNSH,1,1996-07-17T00:00:00,1996-08-14T00:00:00,1996-07-23T00:00:00,1,140.51,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria
10259,CENTC,4,1996-07-18T00:00:00,1996-08-15T00:00:00,1996-07-25T00:00:00,3,3.25,Centro comercial Moctezuma,Sierras de Granada 9993,Mxico D.F.,,5022,Mexico
10268,GROSR,8,1996-07-30T00:00:00,1996-08-27T00:00:00,1996-08-02T00:00:00,3,66.29,GROSELLA-Restaurante,5 Ave. Los Palos Grandes,Caracas,DF,1081,Venezuela
10272,RATTC,6,1996-08-02T00:00:00,1996-08-30T00:00:00,1996-08-06T00:00:00,2,98.03,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA
10343,LEHMS,4,1996-10-31T00:00:00,1996-11-28T00:00:00,1996-11-06T00:00:00,1,110.37,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany
10352,FURIB,3,1996-11-12T00:00:00,1996-11-26T00:00:00,1996-11-18T00:00:00,3,1.3,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,,1675,Portugal
10359,SEVES,5,1996-11-21T00:00:00,1996-12-19T00:00:00,1996-11-26T00:00:00,3,288.43,Seven Seas Imports,90 Wadhurst Rd.,London,,OX15 4NB,UK
10363,DRACD,4,1996-11-26T00:00:00,1996-12-24T00:00:00,1996-12-04T00:00:00,3,30.54,Drachenblut Delikatessen,Walserweg 21,Aachen,,52066,Germany
10379,QUEDE,2,1996-12-11T00:00:00,1997-01-08T00:00:00,1996-12-13T00:00:00,1,45.03,Que Delcia,"Rua da Panificadora, 12",Rio de Janeiro,RJ,02389-673,Brazil
10392,PICCO,2,1996-12-24T00:00:00,1997-01-21T00:00:00,1997-01-01T00:00:00,3,122.46,Piccolo und mehr,Geislweg 14,Salzburg,,5020,Austria
10393,SAVEA,1,1996-12-25T00:00:00,1997-01-22T00:00:00,1997-01-03T00:00:00,3,126.56,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
10433,PRINI,3,1997-02-03T00:00:00,1997-03-03T00:00:00,1997-03-04T00:00:00,3,73.83,Princesa Isabel Vinhos,Estrada da sade n. 58,Lisboa,,1756,Portugal
10458,SUPRD,7,1997-02-26T00:00:00,1997-03-26T00:00:00,1997-03-04T00:00:00,3,147.06,Suprmes dlices,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium
10495,LAUGB,3,1997-04-03T00:00:00,1997-05-01T00:00:00,1997-04-11T00:00:00,3,4.65,Laughing Bacchus Wine Cellars,2319 Elm St.,Vancouver,BC,V3F 2K1,Canada
10502,PERIC,2,1997-04-10T00:00:00,1997-05-08T00:00:00,1997-04-29T00:00:00,1,69.32,Pericles Comidas clsicas,Calle Dr. Jorge Cash 321,Mxico D.F.,,5033,Mexico
10512,FAMIA,7,1997-04-21T00:00:00,1997-05-19T00:00:00,1997-04-24T00:00:00,2,3.53,Familia Arquibaldo,"Rua Ors, 92",Sao Paulo,SP,05442-030,Brazil
10532,EASTC,7,1997-05-09T00:00:00,1997-06-06T00:00:00,1997-05-12T00:00:00,3,74.46,Eastern Connection,35 King George,London,,WX3 6FW,UK
10534,LEHMS,8,1997-05-12T00:00:00,1997-06-09T00:00:00,1997-05-14T00:00:00,2,27.94,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany
10539,BSBEV,6,1997-05-16T00:00:00,1997-06-13T00:00:00,1997-05-23T00:00:00,3,12.36,B-s Beverages,Fauntleroy Circus,London,,EC2 5NT,UK
10550,GODOS,7,1997-05-28T00:00:00,1997-06-25T00:00:00,1997-06-06T00:00:00,3,4.32,Godos Cocina Tpica,"C/ Romero, 33",Sevilla,,41101,Spain
10551,FURIB,4,1997-05-28T00:00:00,1997-07-09T00:00:00,1997-06-06T00:00:00,3,72.95,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,,1675,Portugal
10557,LEHMS,9,1997-06-03T00:00:00,1997-06-17T00:00:00,1997-06-06T00:00:00,2,96.72,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany
10580,OTTIK,4,1997-06-26T00:00:00,1997-07-24T00:00:00,1997-07-01T00:00:00,3,75.89,Ottilies Kseladen,Mehrheimerstr. 369,Kln,,50739,Germany
10609,DUMON,7,1997-07-24T00:00:00,1997-08-21T00:00:00,1997-07-30T00:00:00,2,1.85,Du monde entier,"67, rue des Cinquante Otages",Nantes,,44000,France
10611,WOLZA,6,1997-07-25T00:00:00,1997-08-22T00:00:00,1997-08-01T00:00:00,2,80.65,Wolski Zajazd,ul. Filtrowa 68,Warszawa,,01-012,Poland
10616,GREAL,1,1997-07-31T00:00:00,1997-08-28T00:00:00,1997-08-05T00:00:00,2,116.53,Great Lakes Food Market,2732 Baker Blvd.,Eugene,OR,97403,USA
10639,SANTG,7,1997-08-20T00:00:00,1997-09-17T00:00:00,1997-08-27T00:00:00,3,38.64,Sant Gourmet,Erling Skakkes gate 78,Stavern,,4110,Norway
10644,WELLI,3,1997-08-25T00:00:00,1997-09-22T00:00:00,1997-09-01T00:00:00,2,0.14,Wellington Importadora,"Rua do Mercado, 12",Resende,SP,08737-363,Brazil
10648,RICAR,5,1997-08-28T00:00:00,1997-10-09T00:00:00,1997-09-09T00:00:00,2,14.25,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,RJ,02389-890,Brazil
10656,GREAL,6,1997-09-04T00:00:00,1997-10-02T00:00:00,1997-09-10T00:00:00,1,57.15,Great Lakes Food Market,2732 Baker Blvd.,Eugene,OR,97403,USA
10657,SAVEA,2,1997-09-04T00:00:00,1997-10-02T00:00:00,1997-09-15T00:00:00,2,352.69,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
10659,QUEEN,7,1997-09-05T00:00:00,1997-10-03T00:00:00,1997-09-10T00:00:00,2,105.81,Queen Cozinha,"Alameda dos Canrios, 891",Sao Paulo,SP,05487-020,Brazil
10663,BONAP,2,1997-09-10T00:00:00,1997-09-24T00:00:00,1997-10-03T00:00:00,2,113.15,Bon app-,"12, rue des Bouchers",Marseille,,13008,France
10670,FRANK,4,1997-09-16T00:00:00,1997-10-14T00:00:00,1997-09-18T00:00:00,1,203.48,Frankenversand,Berliner Platz 43,Mnchen,,80805,Germany
10673,WILMK,2,1997-09-18T00:00:00,1997-10-16T00:00:00,1997-09-19T00:00:00,1,22.76,Wilman Kala,Keskuskatu 45,Helsinki,,21240,Finland
10683,DUMON,2,1997-09-26T00:00:00,1997-10-24T00:00:00,1997-10-01T00:00:00,1,4.4,Du monde entier,"67, rue des Cinquante Otages",Nantes,,44000,France
10685,GOURL,4,1997-09-29T00:00:00,1997-10-13T00:00:00,1997-10-03T00:00:00,2,33.75,Gourmet Lanchonetes,"Av. Brasil, 442",Campinas,SP,04876-786,Brazil
10687,HUNGO,9,1997-09-30T00:00:00,1997-10-28T00:00:00,1997-10-30T00:00:00,2,296.43,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland
10702,ALFKI,4,1997-10-13T00:00:00,1997-11-24T00:00:00,1997-10-21T00:00:00,1,23.94,Alfred-s Futterkiste,Obere Str. 57,Berlin,,12209,Germany
10741,AROUT,4,1997-11-14T00:00:00,1997-11-28T00:00:00,1997-11-18T00:00:00,3,10.96,Around the Horn,Brook Farm Stratford St. Mary,Colchester,Essex,CO7 6JX,UK
10744,VAFFE,6,1997-11-17T00:00:00,1997-12-15T00:00:00,1997-11-24T00:00:00,1,69.19,Vaffeljernet,Smagsloget 45,rhus,,8200,Denmark
10751,RICSU,3,1997-11-24T00:00:00,1997-12-22T00:00:00,1997-12-03T00:00:00,3,130.79,Richter Supermarkt,Starenweg 5,Genve,,1204,Switzerland
10760,MAISD,4,1997-12-01T00:00:00,1997-12-29T00:00:00,1997-12-10T00:00:00,1,155.64,Maison Dewey,Rue Joseph-Bens 532,Bruxelles,,B-1180,Belgium
10811,LINOD,8,1998-01-02T00:00:00,1998-01-30T00:00:00,1998-01-08T00:00:00,1,31.22,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela
10823,LILAS,5,1998-01-09T00:00:00,1998-02-06T00:00:00,1998-01-13T00:00:00,2,163.97,LILA-Supermercado,Carrera 52 con Ave. Bolvar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela
10845,QUICK,8,1998-01-21T00:00:00,1998-02-04T00:00:00,1998-01-30T00:00:00,1,212.98,QUICK-Stop,Taucherstrae 10,Cunewalde,,1307,Germany
10846,SUPRD,2,1998-01-22T00:00:00,1998-03-05T00:00:00,1998-01-23T00:00:00,3,56.46,Suprmes dlices,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium
10851,RICAR,5,1998-01-26T00:00:00,1998-02-23T00:00:00,1998-02-02T00:00:00,1,160.55,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,RJ,02389-890,Brazil
10870,WOLZA,5,1998-02-04T00:00:00,1998-03-04T00:00:00,1998-02-13T00:00:00,3,12.04,Wolski Zajazd,ul. Filtrowa 68,Warszawa,,01-012,Poland
10872,GODOS,5,1998-02-05T00:00:00,1998-03-05T00:00:00,1998-02-09T00:00:00,2,175.32,Godos Cocina Tpica,"C/ Romero, 33",Sevilla,,41101,Spain
10913,QUEEN,4,1998-02-26T00:00:00,1998-03-26T00:00:00,1998-03-04T00:00:00,1,33.05,Queen Cozinha,"Alameda dos Canrios, 891",Sao Paulo,SP,05487-020,Brazil
10914,QUEEN,6,1998-02-27T00:00:00,1998-03-27T00:00:00,1998-03-02T00:00:00,1,21.19,Queen Cozinha,"Alameda dos Canrios, 891",Sao Paulo,SP,05487-020,Brazil
10915,TORTU,2,1998-02-27T00:00:00,1998-03-27T00:00:00,1998-03-02T00:00:00,2,3.51,Tortuga Restaurante,Avda. Azteca 123,Mxico D.F.,,5033,Mexico
10929,FRANK,6,1998-03-05T00:00:00,1998-04-02T00:00:00,1998-03-12T00:00:00,1,33.93,Frankenversand,Berliner Platz 43,Mnchen,,80805,Germany
10930,SUPRD,4,1998-03-06T00:00:00,1998-04-17T00:00:00,1998-03-18T00:00:00,3,15.55,Suprmes dlices,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium
10962,QUICK,8,1998-03-19T00:00:00,1998-04-16T00:00:00,1998-03-23T00:00:00,2,275.79,QUICK-Stop,Taucherstrae 10,Cunewalde,,1307,Germany
10966,CHOPS,4,1998-03-20T00:00:00,1998-04-17T00:00:00,1998-04-08T00:00:00,1,27.19,Chop-suey Chinese,Hauptstr. 31,Bern,,3012,Switzerland
10987,EASTC,8,1998-03-31T00:00:00,1998-04-28T00:00:00,1998-04-06T00:00:00,1,185.48,Eastern Connection,35 King George,London,,WX3 6FW,UK
10999,OTTIK,6,1998-04-03T00:00:00,1998-05-01T00:00:00,1998-04-10T00:00:00,2,96.35,Ottilies Kseladen,Mehrheimerstr. 369,Kln,,50739,Germany
11002,SAVEA,4,1998-04-06T00:00:00,1998-05-04T00:00:00,1998-04-16T00:00:00,1,141.16,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
11003,THECR,3,1998-04-06T00:00:00,1998-05-04T00:00:00,1998-04-08T00:00:00,3,14.91,The Cracker Box,55 Grizzly Peak Rd.,Butte,MT,59801,USA
11038,SUPRD,1,1998-04-21T00:00:00,1998-05-19T00:00:00,1998-04-30T00:00:00,2,29.59,Suprmes dlices,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium
11050,FOLKO,8,1998-04-27T00:00:00,1998-05-25T00:00:00,1998-05-05T00:00:00,2,59.41,Folk och f HB,kergatan 24,Brcke,,S-844 67,Sweden
11058,BLAUS,9,1998-04-29T00:00:00,1998-05-27T00:00:00,,3,31.14,Blauer See Delikatessen,Forsterstr. 57,Mannheim,,68306,Germany
11077,RATTC,1,1998-05-06T00:00:00,1998-06-03T00:00:00,,2,8.53,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA
10723,WHITC,3,1997-10-30T00:00:00,1997-11-27T00:00:00,1997-11-25T00:00:00,1,21.72,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA
10345,QUICK,2,1996-11-04T00:00:00,1996-12-02T00:00:00,1996-11-11T00:00:00,2,249.06,QUICK-Stop,Taucherstrae 10,Cunewalde,,1307,Germany
10374,WOLZA,1,1996-12-05T00:00:00,1997-01-02T00:00:00,1996-12-09T00:00:00,3,3.94,Wolski Zajazd,ul. Filtrowa 68,Warszawa,,01-012,Poland
10763,FOLIG,3,1997-12-03T00:00:00,1997-12-31T00:00:00,1997-12-08T00:00:00,3,37.35,Folies gourmandes,"184, chausse de Tournai",Lille,,59000,France
10867,LONEP,6,1998-02-03T00:00:00,1998-03-17T00:00:00,1998-02-11T00:00:00,1,1.93,Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,OR,97219,USA
